"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","example_tn_compounds","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
32,41494,O=CC1=CNN=C1C1=CC=CC=C1,6,0,6,0,0,-0.2009,-0.3808,100.00,6,6,100.0,-0.381,-0.104,Compound: CHEMBL3742302 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Br)=CC=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.219 | Prediction: 0.093 | MW: 478.3 | LogP: 5.34 || Compound: CHEMBL3742383 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Cl)=CC=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.211 | Prediction: 0.072 | MW: 433.9 | LogP: 5.24 || Compound: CHEMBL3740883 | SMILES: O=CC1=CN(C2=NC(C3=CC4=C(C=CC5=CC=CC=C54)OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.381 | Prediction: 0.070 | MW: 449.5 | LogP: 5.73,LOWEST ATTR (INACTIVE): CHEMBL3740883 | SMILES: O=CC1=CN(C2=NC(C3=CC4=C(C=CC5=CC=CC=C54)OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.381 | Prediction: 0.070 | MW: 449.5 | LogP: 5.73,HIGHEST ATTR (INACTIVE): CHEMBL3740335 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Br)=CC(Br)=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.104 | Prediction: 0.080 | MW: 557.2 | LogP: 6.11,,
33,6892,COC(=O)[C@H]1CN(CCS)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12,6,0,6,0,0,-0.1896,-0.3201,100.00,6,6,100.0,-0.320,-0.102,Compound: CHEMBL2159966 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=CS2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.215 | Prediction: 0.025 | MW: 498.7 | LogP: 5.17 || Compound: CHEMBL2159970 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=C(C(F)F)[Se]2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.320 | Prediction: 0.038 | MW: 595.6 | LogP: 5.10 || Compound: CHEMBL2159965 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=CO2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.178 | Prediction: 0.039 | MW: 482.6 | LogP: 4.70,LOWEST ATTR (INACTIVE): CHEMBL2159970 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=C(C(F)F)[Se]2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.320 | Prediction: 0.038 | MW: 595.6 | LogP: 5.10,HIGHEST ATTR (INACTIVE): CHEMBL2159971 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=C(C#N)[Se]2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.102 | Prediction: 0.032 | MW: 570.6 | LogP: 4.04,,
34,11677,C=C/C(=O)C1=CC=C(OC)C(S(=O)(=O)NC2=C(N)N=C(SC)NC2=O)=C1,6,0,6,0,0,-0.1690,-0.2263,100.00,6,6,100.0,-0.226,-0.132,Compound: CHEMBL4440499 | SMILES: COC1=CC=C(C(=O)/C=C/C2=CC=CC=C2)C=C1S(=O)(=O)NC1=C(N)N=C(SC)NC1=O | Attribution: -0.171 | Prediction: 0.060 | MW: 472.5 | LogP: 2.78 || Compound: CHEMBL4582669 | SMILES: COC1=CC=C(C(=O)/C=C/C2=CC=C(Cl)C=C2)C=C1S(=O)(=O)NC1=C(N)N=C(SC)NC1=O | Attribution: -0.183 | Prediction: 0.074 | MW: 507.0 | LogP: 3.43 || Compound: CHEMBL4555716 | SMILES: COC1=CC=C(/C=C/C(=O)C2=CC=C(OC)C(S(=O)(=O)NC3=C(N)N=C(SC)NC3=O)=C2)C=C1 | Attribution: -0.226 | Prediction: 0.055 | MW: 502.6 | LogP: 2.79,LOWEST ATTR (INACTIVE): CHEMBL4555716 | SMILES: COC1=CC=C(/C=C/C(=O)C2=CC=C(OC)C(S(=O)(=O)NC3=C(N)N=C(SC)NC3=O)=C2)C=C1 | Attribution: -0.226 | Prediction: 0.055 | MW: 502.6 | LogP: 2.79,HIGHEST ATTR (INACTIVE): CHEMBL4476177 | SMILES: COC1=CC=C(C(=O)/C=C/C2=CC(OC)=C(OC)C(OC)=C2)C=C1S(=O)(=O)NC1=C(N)N=C(SC)NC1=O | Attribution: -0.132 | Prediction: 0.074 | MW: 562.6 | LogP: 2.81,,
35,28702,N-N-N[C@@H]1C[C@H](OCCO)[C@@H](O)[C@H]1O,6,0,6,0,0,-0.1503,-0.2241,100.00,5,6,83.3,-0.224,-0.078,Compound: CHEMBL4795170 | SMILES: CCCSC1=NC(N)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.158 | Prediction: 0.055 | MW: 370.4 | LogP: -0.65 || Compound: CHEMBL274713 | SMILES: CCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=CC=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.156 | Prediction: 0.033 | MW: 486.6 | LogP: 1.74 || Compound: CHEMBL4781299 | SMILES: OCCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.224 | Prediction: 0.054 | MW: 538.6 | LogP: 0.99,LOWEST ATTR (INACTIVE): CHEMBL4781299 | SMILES: OCCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.224 | Prediction: 0.054 | MW: 538.6 | LogP: 0.99,HIGHEST ATTR (INACTIVE): CHEMBL4791751 | SMILES: CCCSC1=NC(NCCC2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.078 | Prediction: 0.074 | MW: 510.6 | LogP: 1.70,,
36,10462,O=CNC1=NC=CO1,10,4,6,0,0,-0.1144,-0.3808,60.00,5,10,50.0,-0.381,0.150,Compound: CHEMBL4846064 | SMILES: O=C(NC1=NC=CO1)C1=CC(C2=CC=C(Cl)C(Cl)=C2)=CC=N1 | Attribution: -0.381 | Prediction: 0.202 | MW: 334.2 | LogP: 4.30 || Compound: CHEMBL4868349 | SMILES: O=C(NC1=NC=CO1)C1=CC(C2=CC=C(Cl)C=C2)=CC=N1 | Attribution: -0.348 | Prediction: 0.173 | MW: 299.7 | LogP: 3.64 || Compound: CHEMBL4853876 | SMILES: O=C(NC1=NC=CO1)C1=CC(C2=CC=C(F)C(Cl)=C2)=CC=N1 | Attribution: -0.301 | Prediction: 0.242 | MW: 317.7 | LogP: 3.78,LOWEST ATTR (INACTIVE): CHEMBL4846064 | SMILES: O=C(NC1=NC=CO1)C1=CC(C2=CC=C(Cl)C(Cl)=C2)=CC=N1 | Attribution: -0.381 | Prediction: 0.202 | MW: 334.2 | LogP: 4.30,HIGHEST ATTR (ACTIVE): CHEMBL4847907 | SMILES: O=C(NC1=NC=CO1)C1=CC(C2=CC(F)=CC(F)=C2)=CC=N1 | Attribution: 0.150 | Prediction: 0.452 | MW: 301.3 | LogP: 3.27,,
37,56949,CCOC(=O)C1=CN(C2CC2)C2=CC=C(N)C=C2C1,6,0,6,0,0,-0.1029,-0.1192,100.00,5,6,83.3,-0.119,-0.056,Compound: CHEMBL1084032 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)C(O)CCS4)=C(N)C=C2C1 | Attribution: -0.115 | Prediction: 0.002 | MW: 427.6 | LogP: 3.20 || Compound: CHEMBL1084573 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)/C(=N\OC)C(C)CS4)=C(N)C=C2C1 | Attribution: -0.119 | Prediction: 0.003 | MW: 468.6 | LogP: 4.09 || Compound: CHEMBL1085307 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)C(=O)CCS4)=C(N)C=C2C1 | Attribution: -0.115 | Prediction: 0.001 | MW: 425.6 | LogP: 3.41,LOWEST ATTR (INACTIVE): CHEMBL1084573 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)/C(=N\OC)C(C)CS4)=C(N)C=C2C1 | Attribution: -0.119 | Prediction: 0.003 | MW: 468.6 | LogP: 4.09,HIGHEST ATTR (INACTIVE): CHEMBL1085320 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)/C(=N\OC)CCS4)=C(N)C=C2C1 | Attribution: -0.056 | Prediction: 0.002 | MW: 454.6 | LogP: 3.84,,
38,34596,C=C/CCC,5,0,5,0,0,-0.3808,-0.3808,100.00,5,5,100.0,-0.381,-0.381,Compound: CHEMBL249477 | SMILES: CCC/C=C/[C@]1(C)SC(=O)C=C1O | Attribution: -0.381 | Prediction: 0.001 | MW: 198.3 | LogP: 2.82 || Compound: CHEMBL249725 | SMILES: CCC/C=C/[C@]1(C)SC(=O)C(C)=C1O | Attribution: -0.381 | Prediction: 0.002 | MW: 212.3 | LogP: 3.21 || Compound: CHEMBL249726 | SMILES: CCC/C=C/[C@@]1(C)SC(=O)C=C1O | Attribution: -0.381 | Prediction: 0.002 | MW: 198.3 | LogP: 2.82,LOWEST ATTR (INACTIVE): CHEMBL3623403 | SMILES: CCC/C=C/C1=CC(=O)C(OC2=CC=C(Cl)C=C2C)=CO1 | Attribution: -0.381 | Prediction: 0.061 | MW: 304.8 | LogP: 5.21,HIGHEST ATTR (INACTIVE): CHEMBL249725 | SMILES: CCC/C=C/[C@]1(C)SC(=O)C(C)=C1O | Attribution: -0.381 | Prediction: 0.002 | MW: 212.3 | LogP: 3.21,,
39,33127,O=C(OCC1=CNN=N1)C1=CC2=CC=CC=C2N1,5,0,5,0,0,-0.3605,-0.3808,100.00,5,5,100.0,-0.381,-0.279,Compound: CHEMBL3781328 | SMILES: COC1=CC=C(N2C=C(COC(=O)C3=CC4=CC=CC=C4N3)N=N2)C=C1 | Attribution: -0.381 | Prediction: 0.112 | MW: 348.4 | LogP: 3.11 || Compound: CHEMBL3781108 | SMILES: CCCCC1=CC=C(N2C=C(COC(=O)C3=CC4=CC=CC=C4N3)N=N2)C=C1 | Attribution: -0.381 | Prediction: 0.081 | MW: 374.4 | LogP: 4.45 || Compound: CHEMBL3780149 | SMILES: CC1=CC(C)=CC(N2C=C(COC(=O)C3=CC4=CC=CC=C4N3)N=N2)=C1 | Attribution: -0.381 | Prediction: 0.127 | MW: 346.4 | LogP: 3.72,LOWEST ATTR (INACTIVE): CHEMBL3780149 | SMILES: CC1=CC(C)=CC(N2C=C(COC(=O)C3=CC4=CC=CC=C4N3)N=N2)=C1 | Attribution: -0.381 | Prediction: 0.127 | MW: 346.4 | LogP: 3.72,HIGHEST ATTR (INACTIVE): CHEMBL3779959 | SMILES: O=C(OCC1=CN(C2=CC=CC=C2Br)N=N1)C1=CC2=CC=CC=C2N1 | Attribution: -0.279 | Prediction: 0.264 | MW: 397.2 | LogP: 3.87,,
40,11692,COC1=CC=C([N+](=O)[O-])C=C1/C=N/NC(=O)C1=CC=NC=C1,5,0,5,0,0,-0.3342,-0.3487,100.00,5,5,100.0,-0.349,-0.320,Compound: CHEMBL4741822 | SMILES: O=C(N/N=C/C1=CC([N+](=O)[O-])=CC=C1OCC1=CN(C2=CC=CC(Cl)=C2)N=N1)C1=CC=NC=C1 | Attribution: -0.347 | Prediction: 0.139 | MW: 477.9 | LogP: 3.57 || Compound: CHEMBL4748483 | SMILES: COC1=CC=C(N2C=C(COC3=CC=C([N+](=O)[O-])C=C3/C=N/NC(=O)C3=CC=NC=C3)N=N2)C=C1 | Attribution: -0.335 | Prediction: 0.113 | MW: 473.4 | LogP: 2.92 || Compound: CHEMBL4758528 | SMILES: O=C(N/N=C/C1=CC([N+](=O)[O-])=CC=C1OCC1=CN(C2=CC=CC=C2Cl)N=N1)C1=CC=NC=C1 | Attribution: -0.349 | Prediction: 0.151 | MW: 477.9 | LogP: 3.57,LOWEST ATTR (INACTIVE): CHEMBL4758528 | SMILES: O=C(N/N=C/C1=CC([N+](=O)[O-])=CC=C1OCC1=CN(C2=CC=CC=C2Cl)N=N1)C1=CC=NC=C1 | Attribution: -0.349 | Prediction: 0.151 | MW: 477.9 | LogP: 3.57,HIGHEST ATTR (INACTIVE): CHEMBL4794482 | SMILES: COC1=CC=CC=C1N1C=C(COC2=CC=C([N+](=O)[O-])C=C2/C=N/NC(=O)C2=CC=NC=C2)N=N1 | Attribution: -0.320 | Prediction: 0.132 | MW: 473.4 | LogP: 2.92,,
41,84201,NC1=CC=CN=C1C(=O)C1=CC=CC=C1Br,5,0,5,0,0,-0.3265,-0.3808,100.00,5,5,100.0,-0.381,-0.132,Compound: CHEMBL1682922 | SMILES: O=C(C1=CC=CC=C1Br)C1=NC=CC2=C1NC1=CC=CC=C12 | Attribution: -0.381 | Prediction: 0.195 | MW: 351.2 | LogP: 4.71 || Compound: CHEMBL5202212 | SMILES: O=C(C1=CC=CC=C1Br)C1=NC=CC2=C1NC1=CC=C(Br)C=C12 | Attribution: -0.381 | Prediction: 0.282 | MW: 430.1 | LogP: 5.47 || Compound: CHEMBL5178063 | SMILES: CC1=CC=C2NC3=C(C(=O)C4=CC=CC=C4Br)N=CC=C3C2=C1 | Attribution: -0.381 | Prediction: 0.146 | MW: 365.2 | LogP: 5.02,LOWEST ATTR (INACTIVE): CHEMBL5178063 | SMILES: CC1=CC=C2NC3=C(C(=O)C4=CC=CC=C4Br)N=CC=C3C2=C1 | Attribution: -0.381 | Prediction: 0.146 | MW: 365.2 | LogP: 5.02,HIGHEST ATTR (INACTIVE): CHEMBL5209258 | SMILES: CCCCNC(=O)C1=CC=C2NC3=C(C(=O)C4=CC=CC=C4Br)N=CC=C3C2=C1 | Attribution: -0.132 | Prediction: 0.117 | MW: 450.3 | LogP: 5.24,,
42,25649,CC/C(C)=C/C[C@H]1OC(=O)C=C1C,5,0,5,0,0,-0.3135,-0.3654,100.00,5,5,100.0,-0.365,-0.212,Compound: CHEMBL497827 | SMILES: CC1=CC(=O)O[C@@H]1C/C=C(\C)CC[C@@H]1[C@@]2(C)CCC[C@@](C)(CO)[C@@H]2[C@@H](O)C[C@@]1(C)O | Attribution: -0.365 | Prediction: 0.038 | MW: 420.6 | LogP: 3.91 || Compound: CHEMBL4647604 | SMILES: COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC[C@@](C)(O)[C@@H]2CC/C(C)=C/C[C@H]1OC(=O)C=C1C | Attribution: -0.336 | Prediction: 0.029 | MW: 432.6 | LogP: 5.12 || Compound: CHEMBL4646542 | SMILES: COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C[C@@](C)(O)[C@@H]2CC/C(C)=C/C[C@H]1OC(=O)C=C1C | Attribution: -0.336 | Prediction: 0.022 | MW: 448.6 | LogP: 4.09,LOWEST ATTR (INACTIVE): CHEMBL497827 | SMILES: CC1=CC(=O)O[C@@H]1C/C=C(\C)CC[C@@H]1[C@@]2(C)CCC[C@@](C)(CO)[C@@H]2[C@@H](O)C[C@@]1(C)O | Attribution: -0.365 | Prediction: 0.038 | MW: 420.6 | LogP: 3.91,HIGHEST ATTR (INACTIVE): CHEMBL4633329 | SMILES: CC1=CC(=O)O[C@@H]1C/C=C(\C)CC[C@@H]1[C@@]2(C)CCC[C@@]3(C)C(=O)O[C@@H](C[C@@]1(C)O)[C@H]23 | Attribution: -0.212 | Prediction: 0.025 | MW: 416.6 | LogP: 4.48,,
43,45905,C/C(=N\NC(N)=S)C1=CC=CC=C1,5,0,5,0,0,-0.3101,-0.3808,100.00,5,5,100.0,-0.381,-0.164,Compound: CHEMBL2283417 | SMILES: CC1=N/C(=C/C2=CC=CC=C2O)C(=O)N1C1=CC=C(/C(C)=N/NC(N)=S)C=C1 | Attribution: -0.381 | Prediction: 0.032 | MW: 393.5 | LogP: 2.76 || Compound: CHEMBL2283418 | SMILES: CC1=N/C(=C/C2=CC=CC(O)=C2)C(=O)N1C1=CC=C(/C(C)=N/NC(N)=S)C=C1 | Attribution: -0.381 | Prediction: 0.019 | MW: 393.5 | LogP: 2.76 || Compound: CHEMBL2283419 | SMILES: CC1=N/C(=C/C2=CC=C(O)C=C2)C(=O)N1C1=CC=C(/C(C)=N/NC(N)=S)C=C1 | Attribution: -0.381 | Prediction: 0.017 | MW: 393.5 | LogP: 2.76,LOWEST ATTR (INACTIVE): CHEMBL2283418 | SMILES: CC1=N/C(=C/C2=CC=CC(O)=C2)C(=O)N1C1=CC=C(/C(C)=N/NC(N)=S)C=C1 | Attribution: -0.381 | Prediction: 0.019 | MW: 393.5 | LogP: 2.76,HIGHEST ATTR (INACTIVE): CHEMBL2283424 | SMILES: COC1=CC=C(/C=C2/N=C(C)N(C3=CC=C(/C(C)=N/NC(N)=S)C=C3)C2=O)C=C1 | Attribution: -0.164 | Prediction: 0.019 | MW: 407.5 | LogP: 3.06,,
44,72404,CC[C@H]1OC(NC)=NC1=O,5,0,5,0,0,-0.2909,-0.3808,100.00,5,5,100.0,-0.381,-0.194,Compound: CHEMBL5178478 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC=CC(F)=C23)O1 | Attribution: -0.268 | Prediction: 0.089 | MW: 275.3 | LogP: 1.91 || Compound: CHEMBL5206896 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC=CC=C23)O1 | Attribution: -0.357 | Prediction: 0.046 | MW: 257.3 | LogP: 1.77 || Compound: CHEMBL5180754 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC(F)=CC=C23)O1 | Attribution: -0.381 | Prediction: 0.063 | MW: 275.3 | LogP: 1.91,LOWEST ATTR (INACTIVE): CHEMBL5180754 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC(F)=CC=C23)O1 | Attribution: -0.381 | Prediction: 0.063 | MW: 275.3 | LogP: 1.91,HIGHEST ATTR (INACTIVE): CHEMBL5190985 | SMILES: CNC1=NC(=O)[C@@H]([C@@H](C)C2=CNC3=CC=CC(C)=C23)O1 | Attribution: -0.194 | Prediction: 0.058 | MW: 271.3 | LogP: 2.08,,
45,85198,COC1=CC=C(B(O)O)C=N1,5,0,5,0,0,-0.2803,-0.3234,100.00,5,5,100.0,-0.323,-0.254,Compound: CHEMBL3417354 | SMILES: COC1=CC(COC2=CC=C(B(O)O)C=N2)=CC(OC)=C1OC | Attribution: -0.323 | Prediction: 0.089 | MW: 319.1 | LogP: 0.37 || Compound: CHEMBL3236874 | SMILES: OB(O)C1=CC=C(OCC2=CC=CC=C2)N=C1 | Attribution: -0.282 | Prediction: 0.210 | MW: 229.0 | LogP: 0.34 || Compound: CHEMBL3417355 | SMILES: OB(O)C1=CC=C(OCC2=CC=C3OCOC3=C2)N=C1 | Attribution: -0.287 | Prediction: 0.091 | MW: 273.1 | LogP: 0.07,LOWEST ATTR (INACTIVE): CHEMBL3417354 | SMILES: COC1=CC(COC2=CC=C(B(O)O)C=N2)=CC(OC)=C1OC | Attribution: -0.323 | Prediction: 0.089 | MW: 319.1 | LogP: 0.37,HIGHEST ATTR (INACTIVE): CHEMBL3417352 | SMILES: OB(O)C1=CC=C(OCC2=CC=C(F)C=C2)N=C1 | Attribution: -0.254 | Prediction: 0.177 | MW: 247.0 | LogP: 0.48,,
46,41495,O=CC1=CN(C2=NC=CS2)N=C1C1=CC=CC=C1,5,0,5,0,0,-0.2710,-0.3228,100.00,5,5,100.0,-0.323,-0.206,Compound: CHEMBL3742302 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Br)=CC=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.267 | Prediction: 0.093 | MW: 478.3 | LogP: 5.34 || Compound: CHEMBL3740871 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Cl)=CC(Cl)=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.323 | Prediction: 0.096 | MW: 468.3 | LogP: 5.89 || Compound: CHEMBL3740335 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Br)=CC(Br)=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.302 | Prediction: 0.080 | MW: 557.2 | LogP: 6.11,LOWEST ATTR (INACTIVE): CHEMBL3740871 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Cl)=CC(Cl)=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.323 | Prediction: 0.096 | MW: 468.3 | LogP: 5.89,HIGHEST ATTR (INACTIVE): CHEMBL3739579 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC=CC=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.206 | Prediction: 0.089 | MW: 399.4 | LogP: 4.58,,
47,63715,C=C/C1=COC=C1,5,0,5,0,0,-0.2686,-0.3237,100.00,5,5,100.0,-0.324,-0.203,Compound: CHEMBL3623414 | SMILES: O=C1C=C(/C=C/C2=COC=C2)OC=C1OC1=C(Cl)C=CC=C1Cl | Attribution: -0.297 | Prediction: 0.027 | MW: 349.2 | LogP: 5.50 || Compound: CHEMBL3623411 | SMILES: O=C1C=C(/C=C/C2=COC=C2)OC=C1OC1=CC=CC(Cl)=C1Cl | Attribution: -0.324 | Prediction: 0.030 | MW: 349.2 | LogP: 5.50 || Compound: CHEMBL3623406 | SMILES: O=C1C=C(/C=C/C2=COC=C2)OC=C1OC1=CC=C(Cl)C=C1Cl | Attribution: -0.305 | Prediction: 0.031 | MW: 349.2 | LogP: 5.50,LOWEST ATTR (INACTIVE): CHEMBL3623411 | SMILES: O=C1C=C(/C=C/C2=COC=C2)OC=C1OC1=CC=CC(Cl)=C1Cl | Attribution: -0.324 | Prediction: 0.030 | MW: 349.2 | LogP: 5.50,HIGHEST ATTR (INACTIVE): CHEMBL3621228 | SMILES: CC1=CC=C(OC2=COC(/C=C/C3=COC=C3)=CC2=O)C(C)=C1 | Attribution: -0.203 | Prediction: 0.032 | MW: 308.3 | LogP: 4.81,,
48,17741,CC1=NC(/C(=C\C(-C=O)-C-O)C2=CC=C([N+](=O)[O-])C=C2)=NO1,5,0,5,0,0,-0.2345,-0.2808,100.00,5,5,100.0,-0.281,-0.197,Compound: CHEMBL5276219 | SMILES: CC1=NC(/C(=C\C2=COC3=CC=CC=C3C2=O)C2=CC=C([N+](=O)[O-])C=C2)=NO1 | Attribution: -0.281 | Prediction: 0.145 | MW: 375.3 | LogP: 3.98 || Compound: CHEMBL5268496 | SMILES: CC1=CC=C2OC=C(/C=C(/C3=CC=C([N+](=O)[O-])C=C3)C3=NOC(C)=N3)C(=O)C2=C1 | Attribution: -0.232 | Prediction: 0.230 | MW: 389.4 | LogP: 4.29 || Compound: CHEMBL5285868 | SMILES: CC1=NC(/C(=C\C2=COC3=CC=C(Cl)C=C3C2=O)C2=CC=C([N+](=O)[O-])C=C2)=NO1 | Attribution: -0.249 | Prediction: 0.172 | MW: 409.8 | LogP: 4.63,LOWEST ATTR (INACTIVE): CHEMBL5276219 | SMILES: CC1=NC(/C(=C\C2=COC3=CC=CC=C3C2=O)C2=CC=C([N+](=O)[O-])C=C2)=NO1 | Attribution: -0.281 | Prediction: 0.145 | MW: 375.3 | LogP: 3.98,HIGHEST ATTR (INACTIVE): CHEMBL5276570 | SMILES: CC1=NC(/C(=C\C2=COC3=CC=C(Br)C=C3C2=O)C2=CC=C([N+](=O)[O-])C=C2)=NO1 | Attribution: -0.197 | Prediction: 0.219 | MW: 454.2 | LogP: 4.74,,
49,51284,CC(=O)C1=CC=C(NC2=NC=CS2)C=C1,5,0,5,0,0,-0.2178,-0.3124,100.00,4,5,80.0,-0.312,-0.073,Compound: CHEMBL4747903 | SMILES: COC1=CC=C(C2=CSC(NC3=CC=C(C(C)=O)C=C3)=N2)C=C1 | Attribution: -0.213 | Prediction: 0.070 | MW: 324.4 | LogP: 4.76 || Compound: CHEMBL4755084 | SMILES: CC(=O)C1=CC=C(NC2=NC(C3=CC=C(Br)C=C3)=CS2)C=C1 | Attribution: -0.279 | Prediction: 0.058 | MW: 373.3 | LogP: 5.52 || Compound: CHEMBL4793511 | SMILES: CC(=O)C1=CC=C(NC2=NC(C3=CC=C(Cl)C=C3)=CS2)C=C1 | Attribution: -0.312 | Prediction: 0.069 | MW: 328.8 | LogP: 5.41,LOWEST ATTR (INACTIVE): CHEMBL4793511 | SMILES: CC(=O)C1=CC=C(NC2=NC(C3=CC=C(Cl)C=C3)=CS2)C=C1 | Attribution: -0.312 | Prediction: 0.069 | MW: 328.8 | LogP: 5.41,HIGHEST ATTR (INACTIVE): CHEMBL4751653 | SMILES: CC(=O)C1=CC=C(NC2=NC(C3=CC=CC=C3)=CS2)C=C1 | Attribution: -0.073 | Prediction: 0.116 | MW: 294.4 | LogP: 4.76,,
50,41496,C-C(C1=CSC(N2C=C(C=O)C(C3=CC=CC=C3)=N2)=N1)-C(=O)-O,5,0,5,0,0,-0.2019,-0.2224,100.00,5,5,100.0,-0.222,-0.174,Compound: CHEMBL3740335 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Br)=CC(Br)=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.222 | Prediction: 0.080 | MW: 557.2 | LogP: 6.11 || Compound: CHEMBL3742302 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Br)=CC=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.216 | Prediction: 0.093 | MW: 478.3 | LogP: 5.34 || Compound: CHEMBL3742383 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Cl)=CC=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.202 | Prediction: 0.072 | MW: 433.9 | LogP: 5.24,LOWEST ATTR (INACTIVE): CHEMBL3740335 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC(Br)=CC(Br)=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.222 | Prediction: 0.080 | MW: 557.2 | LogP: 6.11,HIGHEST ATTR (INACTIVE): CHEMBL3739579 | SMILES: O=CC1=CN(C2=NC(C3=CC4=CC=CC=C4OC3=O)=CS2)N=C1C1=CC=CC=C1 | Attribution: -0.174 | Prediction: 0.089 | MW: 399.4 | LogP: 4.58,,
