"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
33,10736,C1=CC=C([C@@H]2C[C@H]2NC2=C3N=NNC3=NC=N2)C=C1,15,0,15,0,0,-0.4571,-0.7590,100.00,14,15,93.3,-0.759,-0.089,LOWEST ATTR (INACTIVE): CHEMBL4781858 | SMILES: CCN1N=NC2=C(N[C@@H]3C[C@H]3C3=CC=C(F)C(F)=C3)N=C(SC)N=C21 | Attribution: -0.759 | Prediction: 0.154 | MW: 362.4 | LogP: 3.21,HIGHEST ATTR (INACTIVE): CHEMBL4800478 | SMILES: O[C@@H]1[C@H](O)[C@@H](O)C[C@H]1N1N=NC2=C(N[C@@H]3C[C@H]3C3=CC=C(F)C(F)=C3)N=CN=C21 | Attribution: -0.089 | Prediction: 0.049 | MW: 404.4 | LogP: 0.50,,
34,24288,C1=CN(C2CC2)C=CC1,15,0,15,0,0,-0.4362,-0.5156,100.00,15,15,100.0,-0.516,-0.379,LOWEST ATTR (INACTIVE): CHEMBL1085319 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)/C(=N/O)C(C)CS4)=C(N)C=C2C1 | Attribution: -0.516 | Prediction: 0.004 | MW: 454.6 | LogP: 3.92,HIGHEST ATTR (INACTIVE): CHEMBL1084306 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)C(=O)CCS4)=C2C)C1 | Attribution: -0.379 | Prediction: 0.003 | MW: 439.6 | LogP: 3.72,,
35,10724,C(N[C@@H]1CC1)C1=CNN=N1,15,0,15,0,0,-0.2243,-0.5535,100.00,10,15,66.7,-0.554,0.203,LOWEST ATTR (INACTIVE): CHEMBL4796440 | SMILES: CCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN(C)C2=N1 | Attribution: -0.554 | Prediction: 0.054 | MW: 362.4 | LogP: 3.12,HIGHEST ATTR (INACTIVE): CHEMBL4800478 | SMILES: O[C@@H]1[C@H](O)[C@@H](O)C[C@H]1N1N=NC2=C(N[C@@H]3C[C@H]3C3=CC=C(F)C(F)=C3)N=CN=C21 | Attribution: 0.203 | Prediction: 0.049 | MW: 404.4 | LogP: 0.50,,INACTIVE w/ POS ATTR: CHEMBL4800478 | SMILES: O[C@@H]1[C@H](O)[C@@H](O)C[C@H]1N1N=NC2=C(N[C@@H]3C[C@H]3C3=CC=C(F)C(F)=C3)N=CN=C21 | Attribution: 0.203 | Prediction: 0.049 | MW: 404.4
36,766,C(C1=CNC2=CC=CC=C12)C1=CC2=CC=CC=C2N1CC1=CC=CC=C1,24,9,15,0,0,-0.1862,-0.7616,62.50,15,24,62.5,-0.762,0.755,LOWEST ATTR (INACTIVE): CHEMBL4287948 | SMILES: COC(=O)C1=CC2=C(C(C3=CN(C(C)=O)C4=CC=CC=C34)=N1)N(CC1=CC=CC=C1)C1=CC=CC=C21 | Attribution: -0.762 | Prediction: 0.030 | MW: 473.5 | LogP: 6.31,HIGHEST ATTR (ACTIVE): CHEMBL4294606 | SMILES: OCC1=CC2=C(C(C3=CNC4=CC=CC=C34)=N1)N(CC1=CC=C(Cl)C=C1)C1=CC=CC=C21 | Attribution: 0.755 | Prediction: 0.965 | MW: 437.9 | LogP: 6.53,,
37,10733,C(N[C@@H]1C[C@H]1C1=CC=CC=C1)C1=CNN=N1,15,0,15,0,0,-0.1738,-0.6302,100.00,9,15,60.0,-0.630,0.296,LOWEST ATTR (INACTIVE): CHEMBL4795337 | SMILES: CCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN(CC)C2=N1 | Attribution: -0.630 | Prediction: 0.062 | MW: 376.4 | LogP: 3.60,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: 0.296 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,INACTIVE w/ POS ATTR: CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: 0.296 | Prediction: 0.079 | MW: 538.6
38,769,C(CC1=CC2=CC=CC=C2N1CC1=CC=CC=C1)C1=CC=CC=C1,24,9,15,0,0,-0.1604,-0.7616,62.50,15,24,62.5,-0.762,0.760,LOWEST ATTR (INACTIVE): CHEMBL4286553 | SMILES: COC(=O)C1=CC2=C(C(C3=CN(C(C)=O)C4=CC=CC=C34)=N1)N(CC1=CC=C(Cl)C=C1)C1=CC=CC=C21 | Attribution: -0.762 | Prediction: 0.022 | MW: 508.0 | LogP: 6.96,HIGHEST ATTR (ACTIVE): CHEMBL4289209 | SMILES: OCC1=CC2=C(C(C3=CNC4=CC=CC=C34)=N1)N(CC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C21 | Attribution: 0.760 | Prediction: 0.967 | MW: 471.5 | LogP: 6.90,,
39,764,C1=CC=C(CN2C3=CC=CC=C3C3=C2C(C2=CNC4=CC=CC=C24)=NC=C3)C=C1,22,7,15,0,0,-0.1553,-0.5840,68.18,15,22,68.2,-0.584,0.698,LOWEST ATTR (INACTIVE): CHEMBL4287948 | SMILES: COC(=O)C1=CC2=C(C(C3=CN(C(C)=O)C4=CC=CC=C34)=N1)N(CC1=CC=CC=C1)C1=CC=CC=C21 | Attribution: -0.584 | Prediction: 0.030 | MW: 473.5 | LogP: 6.31,HIGHEST ATTR (ACTIVE): CHEMBL4289209 | SMILES: OCC1=CC2=C(C(C3=CNC4=CC=CC=C34)=N1)N(CC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C21 | Attribution: 0.698 | Prediction: 0.967 | MW: 471.5 | LogP: 6.90,,
40,773,C(C1=CNC2=CC=CC=C12)C1=CC=CN1CC1=CC=CC=C1,24,9,15,0,0,-0.1481,-0.7237,62.50,15,24,62.5,-0.724,0.761,LOWEST ATTR (INACTIVE): CHEMBL4286553 | SMILES: COC(=O)C1=CC2=C(C(C3=CN(C(C)=O)C4=CC=CC=C34)=N1)N(CC1=CC=C(Cl)C=C1)C1=CC=CC=C21 | Attribution: -0.724 | Prediction: 0.022 | MW: 508.0 | LogP: 6.96,HIGHEST ATTR (ACTIVE): CHEMBL4294606 | SMILES: OCC1=CC2=C(C(C3=CNC4=CC=CC=C34)=N1)N(CC1=CC=C(Cl)C=C1)C1=CC=CC=C21 | Attribution: 0.761 | Prediction: 0.965 | MW: 437.9 | LogP: 6.53,,
41,772,C(C1=CNC=C1)C1=CC2=CC=CC=C2N1CC1=CC=CC=C1,24,9,15,0,0,-0.1467,-0.7253,62.50,15,24,62.5,-0.725,0.762,LOWEST ATTR (INACTIVE): CHEMBL4286553 | SMILES: COC(=O)C1=CC2=C(C(C3=CN(C(C)=O)C4=CC=CC=C34)=N1)N(CC1=CC=C(Cl)C=C1)C1=CC=CC=C21 | Attribution: -0.725 | Prediction: 0.022 | MW: 508.0 | LogP: 6.96,HIGHEST ATTR (ACTIVE): CHEMBL4294606 | SMILES: OCC1=CC2=C(C(C3=CNC4=CC=CC=C34)=N1)N(CC1=CC=C(Cl)C=C1)C1=CC=CC=C21 | Attribution: 0.762 | Prediction: 0.965 | MW: 437.9 | LogP: 6.53,,
42,779,C(CC1=CC=CN1CC1=CC=CC=C1)C1=CC=CC=C1,24,9,15,0,0,-0.1328,-0.7384,62.50,15,24,62.5,-0.738,0.762,LOWEST ATTR (INACTIVE): CHEMBL4290784 | SMILES: COC(=O)C1=CC2=C(C(C3=CN(C(C)=O)C4=CC=CC=C34)=N1)N(CC1=CC=C(Br)C=C1)C1=CC=CC=C21 | Attribution: -0.738 | Prediction: 0.029 | MW: 552.4 | LogP: 7.07,HIGHEST ATTR (ACTIVE): CHEMBL4287287 | SMILES: OCC1=CC2=C(C(C3=CNC4=CC=CC=C34)=N1)N(CC1=CC=CC=C1C(F)(F)F)C1=CC=CC=C21 | Attribution: 0.762 | Prediction: 0.961 | MW: 471.5 | LogP: 6.90,,
43,770,C1=CC=C(CNC2=CC=CN=C2C2=CNC3=CC=CC=C23)C=C1,22,7,15,0,0,-0.1220,-0.5665,68.18,15,22,68.2,-0.566,0.698,LOWEST ATTR (INACTIVE): CHEMBL4290784 | SMILES: COC(=O)C1=CC2=C(C(C3=CN(C(C)=O)C4=CC=CC=C34)=N1)N(CC1=CC=C(Br)C=C1)C1=CC=CC=C21 | Attribution: -0.566 | Prediction: 0.029 | MW: 552.4 | LogP: 7.07,HIGHEST ATTR (ACTIVE): CHEMBL4289209 | SMILES: OCC1=CC2=C(C(C3=CNC4=CC=CC=C34)=N1)N(CC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C21 | Attribution: 0.698 | Prediction: 0.967 | MW: 471.5 | LogP: 6.90,,
44,784,C(C1=CNC=C1)C1=CC=CN1CC1=CC=CC=C1,24,9,15,0,0,-0.1158,-0.6883,62.50,15,24,62.5,-0.688,0.762,LOWEST ATTR (INACTIVE): CHEMBL4286553 | SMILES: COC(=O)C1=CC2=C(C(C3=CN(C(C)=O)C4=CC=CC=C34)=N1)N(CC1=CC=C(Cl)C=C1)C1=CC=CC=C21 | Attribution: -0.688 | Prediction: 0.022 | MW: 508.0 | LogP: 6.96,HIGHEST ATTR (ACTIVE): CHEMBL4292544 | SMILES: OCC1=CC2=C(C(C3=CNC4=CC=CC=C34)=N1)N(CC1=CC=C(F)C=C1)C1=CC=CC=C21 | Attribution: 0.762 | Prediction: 0.967 | MW: 421.5 | LogP: 6.02,,
45,55975,C(NCC1CO[C@H](CNCC2=CC=CC=C2)C1)C1=CC=CC=C1,14,0,14,0,0,-0.7485,-0.7616,100.00,14,14,100.0,-0.762,-0.665,LOWEST ATTR (INACTIVE): CHEMBL4077423 | SMILES: O=C(NC[C@]1(O)CO[C@H](CNC(=O)C2=CC=CC=C2Cl)[C@H]1O)C1=CC=CC=C1 | Attribution: -0.762 | Prediction: 0.003 | MW: 404.9 | LogP: 0.99,HIGHEST ATTR (INACTIVE): CHEMBL4534854 | SMILES: O=C(NC[C@]1(O)CO[C@H](CN2CC3=CC=CC=C3C2=O)[C@H]1O)C1=CC=CC=C1 | Attribution: -0.665 | Prediction: 0.013 | MW: 382.4 | LogP: 0.56,,
46,30038,C(C1=CC=CC=C1)C1=CC(OCC2CCNCC2)=CC=C1,14,0,14,0,0,-0.7063,-0.7616,100.00,14,14,100.0,-0.762,-0.516,LOWEST ATTR (INACTIVE): CHEMBL2046503 | SMILES: CCCCCCC[C@H](O)C1=CC=CC(CN2CCC(COC3=CC=CC(C(=O)C4=CC=C(Cl)C=C4)=C3)CC2)=C1 | Attribution: -0.762 | Prediction: 0.029 | MW: 548.2 | LogP: 8.26,HIGHEST ATTR (INACTIVE): CHEMBL2046495 | SMILES: CCCC[C@H](O)CN1CCC(COC2=CC=CC(C(=O)C3=CC=C(Cl)C=C3)=C2)CC1 | Attribution: -0.516 | Prediction: 0.013 | MW: 430.0 | LogP: 5.21,,
47,19979,C(CCCC=CC[C@H]1CCC[C@H]2CCCCC21)OCC1=CC=CC=C1,14,0,14,0,0,-0.6851,-0.7538,100.00,14,14,100.0,-0.754,-0.508,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.754 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.508 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
48,19977,C(CCCC1=CC[C@@H]2C3CCCC[C@@H]3CCC2C1)OCC1=CC=CC=C1,14,0,14,0,0,-0.6548,-0.7583,100.00,14,14,100.0,-0.758,-0.452,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.758 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.452 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
49,20001,C(CC[C@H]1CCCCC1)OCC1=CC=CC=C1,14,0,14,0,0,-0.6454,-0.7616,100.00,14,14,100.0,-0.762,-0.352,LOWEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.762 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,HIGHEST ATTR (INACTIVE): CHEMBL4547284 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.352 | Prediction: 0.023 | MW: 556.8 | LogP: 8.06,,
50,19973,C(OCC1=CC=CC=C1)C1CCC[C@H](C=CC[C@H]2CCC[C@H]3CCCCC32)C1,14,0,14,0,0,-0.6453,-0.7616,100.00,14,14,100.0,-0.762,-0.435,LOWEST ATTR (INACTIVE): CHEMBL4573120 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6[N+](=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.762 | Prediction: 0.024 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.435 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
51,19992,C(CC1CCCCC1)CCCCOCC1=CC=CC=C1,14,0,14,0,0,-0.6329,-0.7616,100.00,14,14,100.0,-0.762,-0.471,LOWEST ATTR (INACTIVE): CHEMBL4592606 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.762 | Prediction: 0.012 | MW: 542.8 | LogP: 8.88,HIGHEST ATTR (INACTIVE): CHEMBL1807166 | SMILES: CC1(C)C(=O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.471 | Prediction: 0.008 | MW: 558.8 | LogP: 8.28,,
52,19996,C(OCC1=CC=CC=C1)C1CCC2CCCC[C@@H]2C1,14,0,14,0,0,-0.6093,-0.7222,100.00,14,14,100.0,-0.722,-0.322,LOWEST ATTR (INACTIVE): CHEMBL1269516 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.722 | Prediction: 0.010 | MW: 560.8 | LogP: 8.07,HIGHEST ATTR (INACTIVE): CHEMBL4592606 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.322 | Prediction: 0.012 | MW: 542.8 | LogP: 8.88,,
53,19983,C(CCCC1=CC[C@@H](CC1)C1CCCCC1)OCC1=CC=CC=C1,14,0,14,0,0,-0.6043,-0.7153,100.00,14,14,100.0,-0.715,-0.372,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.715 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.372 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
54,19988,C(CCCC1=CC[C@@H]2CCCCC2C1)OCC1=CC=CC=C1,14,0,14,0,0,-0.5821,-0.7447,100.00,14,14,100.0,-0.745,-0.345,LOWEST ATTR (INACTIVE): CHEMBL4547284 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.745 | Prediction: 0.023 | MW: 556.8 | LogP: 8.06,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.345 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
55,19972,C(OCC1=CC=CC=C1)C1CCC[C@@H](C1)C1=CC[C@@H]2C3CCCC[C@@H]3CCC2C1,14,0,14,0,0,-0.5429,-0.7011,100.00,14,14,100.0,-0.701,-0.253,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.701 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.253 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
56,19970,C(OCC1=CC=CC=C1)C1CCC2CCC3C[C@H](CC=C3[C@@H]2C1)C1CCCCC1,14,0,14,0,0,-0.5415,-0.6995,100.00,14,14,100.0,-0.699,-0.239,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.699 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.239 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
57,10489,C1=CC=C(CNC2=CC=C(OCCCN3CCCCC3)C=C2)C=C1,14,0,14,0,0,-0.5256,-0.7492,100.00,14,14,100.0,-0.749,-0.226,LOWEST ATTR (INACTIVE): CHEMBL3775852 | SMILES: CCOC(=O)C1=C(C)N(CC2=CC=CC=C2)C2=CC=C(OCC(O)CN3CCCCC3)C=C12 | Attribution: -0.749 | Prediction: 0.100 | MW: 450.6 | LogP: 4.40,HIGHEST ATTR (INACTIVE): CHEMBL3775857 | SMILES: CCOC(=O)C1=C(C)N(CC2=CC=CC(C(F)(F)F)=C2)C2=CC=C(OCCCN3CCCCC3)C=C12 | Attribution: -0.226 | Prediction: 0.114 | MW: 502.6 | LogP: 6.45,,
58,19974,C(CC[C@@H]1CCCC2C[C@H](CC=C12)C1CCCCC1)OCC1=CC=CC=C1,14,0,14,0,0,-0.5064,-0.6698,100.00,14,14,100.0,-0.670,-0.177,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.670 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.177 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
59,19975,C(OCC1=CC=CC=C1)C1CCC[C@@H](C1)C1=CC[C@@H](CC1)C1CCCCC1,14,0,14,0,0,-0.5042,-0.6692,100.00,14,14,100.0,-0.669,-0.171,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.669 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.171 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
60,10490,C1=CC=C(CN2C=CC3=CC(OCCCN4CCCCC4)=CC=C32)C=C1,14,0,14,0,0,-0.2626,-0.6779,100.00,11,14,78.6,-0.678,0.325,LOWEST ATTR (INACTIVE): CHEMBL3775819 | SMILES: CCOC(=O)C1=C(C)N(CC2=CC=C([N+](=O)[O-])C=C2)C2=CC=C(OCCCN3CCCCC3)C=C12 | Attribution: -0.678 | Prediction: 0.099 | MW: 479.6 | LogP: 5.34,HIGHEST ATTR (INACTIVE): CHEMBL3775871 | SMILES: CCOC(=O)C1=C(C)N(CC2=CC=C(C(F)(F)F)C=C2)C2=CC=C(OCCCN3CCCCC3)C=C12 | Attribution: 0.325 | Prediction: 0.129 | MW: 502.6 | LogP: 6.45,,INACTIVE w/ POS ATTR: CHEMBL3775871 | SMILES: CCOC(=O)C1=C(C)N(CC2=CC=C(C(F)(F)F)C=C2)C2=CC=C(OCCCN3CCCCC3)C=C12 | Attribution: 0.325 | Prediction: 0.129 | MW: 502.6
61,28696,C1=CN([C@@H]2CCCC2)N=N1,14,0,14,0,0,-0.2130,-0.5398,100.00,9,14,64.3,-0.540,0.036,LOWEST ATTR (INACTIVE): CHEMBL4797261 | SMILES: NC1=NC(SCCCO)=NC2=C1N=NN2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O | Attribution: -0.540 | Prediction: 0.041 | MW: 342.4 | LogP: -1.69,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: 0.036 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,INACTIVE w/ POS ATTR: CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: 0.036 | Prediction: 0.079 | MW: 538.6
62,7639,C(=N/NC1=NC(C2=CC=CC=C2)=CS1)\C1=CN(C2=CC=CC=C2)N=C1C1=CC=CC=C1,14,0,14,0,0,-0.1374,-0.2567,100.00,10,14,71.4,-0.257,-0.033,LOWEST ATTR (INACTIVE): CHEMBL2234725 | SMILES: COC1=CC=C(C2=NN(C3=CC=C(S(N)(=O)=O)C=C3)C=C2/C=N/NC2=NC(C3=CC=C(Cl)C=C3)=CS2)C=C1 | Attribution: -0.257 | Prediction: 0.045 | MW: 565.1 | LogP: 5.42,HIGHEST ATTR (INACTIVE): CHEMBL2234735 | SMILES: NS(=O)(=O)C1=CC=C(N2C=C(/C=N/NC3=NC(C4=CC=CC=C4)=CS3)C(C3=CC=C(F)C=C3)=N2)C=C1 | Attribution: -0.033 | Prediction: 0.065 | MW: 518.6 | LogP: 4.90,,
63,56632,C1=CC=C(CNCCCCOC2=CC=CC=C2)C=C1,13,0,13,0,0,-0.6748,-0.7467,100.00,13,13,100.0,-0.747,-0.568,LOWEST ATTR (INACTIVE): CHEMBL2046522 | SMILES: CCCCCCC[C@H](OC(N)=O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.747 | Prediction: 0.032 | MW: 625.6 | LogP: 9.01,HIGHEST ATTR (INACTIVE): CHEMBL2046504 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=CC(C(=O)C4=CC=C(Cl)C=C4)=C3)CC2)=C1 | Attribution: -0.568 | Prediction: 0.030 | MW: 548.2 | LogP: 8.26,,
