rank,fragment_id,fragment_smiles,total_compounds,tp_count,tn_count,fp_count,fn_count,avg_attribution,min_attribution,inactivity_rate_percent,negative_appearances,total_appearances,negative_consistency_percent,min_attribution_ever,max_attribution_ever,lowest_attribution_example,highest_attribution_example,active_negative_attribution_example,inactive_positive_attribution_example,mol,pathogen,pathogen_class,fragment_type,original_testing_size,negative_reliability_score,testing_weight,negative_importance_tier,example_tn_compounds
159,33124,C(OCC1=CNN=N1)C1=CC2=CC=CC=C2N1,9,0,9,0,0,-0.1423,-0.6654,100.0,5,9,55.6,-0.665,0.761,LOWEST ATTR (INACTIVE): CHEMBL3780623 | SMILES: CCCCC1=CC=C(N2C=C(COC(=O)C3=CC4=CC=CC=C4N3CC3=CN(C4=CC=C(CCCC)C=C4)N=N3)N=N2)C=C1 | Attribution: -0.665 | Prediction: 0.115 | MW: 587.7 | LogP: 6.89,HIGHEST ATTR (INACTIVE): CHEMBL3779959 | SMILES: O=C(OCC1=CN(C2=CC=CC=C2Br)N=N1)C1=CC2=CC=CC=C2N1 | Attribution: 0.761 | Prediction: 0.264 | MW: 397.2 | LogP: 3.87,,INACTIVE w/ POS ATTR: CHEMBL3779959 | SMILES: O=C(OCC1=CN(C2=CC=CC=C2Br)N=N1)C1=CC2=CC=CC=C2N1 | Attribution: 0.761 | Prediction: 0.264 | MW: 397.2,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F6D50>,SA,Gram+,scaffold,54277,1.2802373117046897,0.004292319905372107,Limited_Evidence,
160,19978,C(C=C[C@@H]1CC(COCC2=CC=CC=C2)CCC1)CC1CCCCC1,8,0,8,0,0,-0.7538,-0.7616,100.0,8,8,100.0,-0.762,-0.74,LOWEST ATTR (INACTIVE): CHEMBL4593607 | SMILES: CC1(C)[C@H](O)[C@@H]2O[C@@H]2[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.762 | Prediction: 0.016 | MW: 574.8 | LogP: 7.06,HIGHEST ATTR (INACTIVE): CHEMBL4581426 | SMILES: CC1(C)C(=O)[C@@H]2O[C@@H]2[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.740 | Prediction: 0.012 | MW: 572.8 | LogP: 7.27,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F6DC0>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
161,35760,C(NNCC1=CN=NS1)NC1=CC=CC=C1,8,0,8,0,0,-0.7355,-0.7616,100.0,8,8,100.0,-0.762,-0.644,LOWEST ATTR (INACTIVE): CHEMBL1910104 | SMILES: CC1=C(C(=O)NNC(=S)NC2=CC(F)=CC=C2F)SN=N1 | Attribution: -0.762 | Prediction: 0.005 | MW: 329.4 | LogP: 1.76,HIGHEST ATTR (INACTIVE): CHEMBL1910101 | SMILES: CC1=C(C(=O)NNC(=S)NC2=CC=CC=C2C(F)(F)F)SN=N1 | Attribution: -0.644 | Prediction: 0.004 | MW: 361.4 | LogP: 2.50,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F6E30>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
162,28772,C1=CC=C([C@@H]2C[C@H]2NC2=C3N=NN([C@@H]4CCCC4)C3=NC=N2)C=C1,8,0,8,0,0,-0.6681,-0.7616,100.0,8,8,100.0,-0.762,-0.5,LOWEST ATTR (INACTIVE): CHEMBL4781299 | SMILES: OCCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.762 | Prediction: 0.054 | MW: 538.6 | LogP: 0.99,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.500 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F6EA0>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
163,24390,C(N/N=C/CCCC[C@@H]1CCCC2CCC[C@@H]12)NC1=CC=CC=C1,8,0,8,0,0,-0.6668,-0.7478,100.0,8,8,100.0,-0.748,-0.572,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.748 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.572 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F6F10>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
164,9875,C1C=CCC2=C1NCCS2,8,0,8,0,0,-0.666,-0.7616,100.0,8,8,100.0,-0.762,-0.586,LOWEST ATTR (INACTIVE): CHEMBL4075066 | SMILES: CC(C)=CCC1=CC(O)=CC2=C1OC(C=C(C)C)C1=C2C(=O)C2=C(NCCS2(=O)=O)C1=O | Attribution: -0.762 | Prediction: 0.040 | MW: 455.5 | LogP: 2.76,HIGHEST ATTR (INACTIVE): CHEMBL4066468 | SMILES: CC(C)=CCC/C(C)=C/CC1=CC2=C(C=C1O)C1=C(C(=O)C3=C(C1=O)S(=O)(=O)CCN3)C(/C=C(\C)CCC=C(C)C)O2 | Attribution: -0.586 | Prediction: 0.033 | MW: 591.8 | LogP: 6.22,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F6F80>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
165,20002,C(C=C[C@@H]1CCCCC1)CC1CCCCC1,8,0,8,0,0,-0.6594,-0.7037,100.0,8,8,100.0,-0.704,-0.598,LOWEST ATTR (INACTIVE): CHEMBL4536617 | SMILES: CC1(C)[C@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.704 | Prediction: 0.047 | MW: 502.7 | LogP: 4.35,HIGHEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.598 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F6FF0>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
166,28769,C1=NC(N[C@@H]2CC2)=C2N=NN([C@@H]3CCCC3)C2=N1,8,0,8,0,0,-0.6516,-0.7138,100.0,8,8,100.0,-0.714,-0.453,LOWEST ATTR (INACTIVE): CHEMBL4781299 | SMILES: OCCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.714 | Prediction: 0.054 | MW: 538.6 | LogP: 0.99,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.453 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7060>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
167,19995,C(C=C[C@@H]1CCCCC1)[C@H]1CCC[C@H]2CCCCC21,8,0,8,0,0,-0.6448,-0.7087,100.0,8,8,100.0,-0.709,-0.55,LOWEST ATTR (INACTIVE): CHEMBL4573120 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6[N+](=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.709 | Prediction: 0.024 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL230006 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.550 | Prediction: 0.031 | MW: 470.7 | LogP: 6.41,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F70D0>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
168,24395,C1CCC2[C@@H](C1)CC[C@@H]1[C@@H]2CCC2CCC[C@@H]12,8,0,8,0,0,-0.5663,-0.6853,100.0,8,8,100.0,-0.685,-0.446,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.685 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203949 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=C(F)C=C5)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.446 | Prediction: 0.068 | MW: 569.8 | LogP: 6.90,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7140>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
169,28771,C(N[C@@H]1C[C@H]1C1=CC=CC=C1)C1=CN([C@@H]2CCCC2)N=N1,8,0,8,0,0,-0.5627,-0.7007,100.0,8,8,100.0,-0.701,-0.217,LOWEST ATTR (INACTIVE): CHEMBL4777932 | SMILES: O[C@@H]1[C@H](O)[C@@H](O)C[C@H]1N1N=NC2=C(N[C@@H]3C[C@H]3C3=CC=C(F)C(F)=C3)N=C(Cl)N=C21 | Attribution: -0.701 | Prediction: 0.040 | MW: 438.8 | LogP: 1.15,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.217 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F71B0>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
170,28766,C(N[C@@H]1CC1)C1=CN([C@@H]2CCCC2)N=N1,8,0,8,0,0,-0.5268,-0.6412,100.0,8,8,100.0,-0.641,-0.184,LOWEST ATTR (INACTIVE): CHEMBL4792603 | SMILES: OCCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.641 | Prediction: 0.057 | MW: 494.5 | LogP: 0.97,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.184 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7220>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
171,14342,C1C=C(C2=CC=CC=C2)C2CCCN12,8,0,8,0,0,-0.5221,-0.7616,100.0,8,8,100.0,-0.762,-0.31,LOWEST ATTR (INACTIVE): CHEMBL4244802 | SMILES: O=C1C(O)=C(C2=CC=C(O)C=C2)C2CCCN12 | Attribution: -0.762 | Prediction: 0.064 | MW: 231.3 | LogP: 1.67,HIGHEST ATTR (INACTIVE): CHEMBL4249903 | SMILES: CC1=CC=C(C2=C(O)C(=O)N3CCCC23)C=C1 | Attribution: -0.310 | Prediction: 0.073 | MW: 229.3 | LogP: 2.27,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7290>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
172,24396,C(N/N=C/C[C@H]1CC[C@H]2[C@@H]3CCCC3CC[C@@H]2C1)NC1=CC=CC=C1,8,0,8,0,0,-0.482,-0.6198,100.0,8,8,100.0,-0.62,-0.294,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.620 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.294 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7300>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
173,24397,C(N/N=C1\CCC2[C@H](CC[C@@H]3[C@@H]2CCC2CCC[C@@H]32)C1)NC1=CC=CC=C1,8,0,8,0,0,-0.4738,-0.6004,100.0,8,8,100.0,-0.6,-0.281,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.600 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.281 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7370>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
174,24389,C(N/N=C1\CCC2C[C@@H](CC[C@@H]2C1)[C@@H]1CCCC1)NC1=CC=CC=C1,8,0,8,0,0,-0.471,-0.6088,100.0,8,8,100.0,-0.609,-0.287,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.609 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.287 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F73E0>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
175,9876,C1C=CCC2=C1COC1=C2C=CC=C1,8,0,8,0,0,-0.468,-0.57,100.0,8,8,100.0,-0.57,-0.399,LOWEST ATTR (INACTIVE): CHEMBL4104149 | SMILES: CC(C)=CCC/C(C)=C/CC1=CC2=C(C=C1O)C1=C(C(=O)C3=C(NCCS3(=O)=O)C1=O)C(/C=C(\C)CCC=C(C)C)O2 | Attribution: -0.570 | Prediction: 0.030 | MW: 591.8 | LogP: 6.22,HIGHEST ATTR (INACTIVE): CHEMBL4098096 | SMILES: CC(C)=CCC1=CC2=C(C=C1O)C1=C(C(=O)C3=C(C1=O)S(=O)(=O)CCN3)C(C=C(C)C)O2 | Attribution: -0.399 | Prediction: 0.039 | MW: 455.5 | LogP: 2.76,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7450>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
176,24387,C(N/N=C/C[C@H]1CC[C@H](CC1)[C@@H]1CCCC1)NC1=CC=CC=C1,8,0,8,0,0,-0.4485,-0.6067,100.0,8,8,100.0,-0.607,-0.24,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.607 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.240 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F74C0>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
177,44661,C1=CC=C(C2C3=C(N=C4SCCN42)C2=CC=CC=C2CC3)C=C1,8,0,8,0,0,-0.4154,-0.7364,100.0,8,8,100.0,-0.736,-0.28,LOWEST ATTR (INACTIVE): CHEMBL3322486 | SMILES: COC1=CC=C2NC=C(/C=C3\SC4=NC5=C(CCC6=CC=CC=C56)C(C5=CC=C(Cl)C=C5)N4C3=O)C2=C1 | Attribution: -0.736 | Prediction: 0.143 | MW: 524.0 | LogP: 5.46,HIGHEST ATTR (INACTIVE): CHEMBL3322497 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=C(F)C=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=C(OC)C=C23)C1=O | Attribution: -0.280 | Prediction: 0.156 | MW: 537.6 | LogP: 4.96,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7530>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
178,7424,C(NC1=CC=CC=C1)[C@H]1CCNO1,8,0,8,0,0,-0.3214,-0.7383,100.0,7,8,87.5,-0.738,0.05,LOWEST ATTR (INACTIVE): CHEMBL225686 | SMILES: CN1O[C@H]2C(=O)N(C3=CC=CC=C3)C(=O)[C@H]2[C@@H]1C1=CC=C([N+](=O)[O-])C=C1 | Attribution: -0.738 | Prediction: 0.063 | MW: 353.3 | LogP: 2.07,HIGHEST ATTR (INACTIVE): CHEMBL225684 | SMILES: CN1O[C@H]2C(=O)N(C3=CC=CC=C3)C(=O)[C@H]2[C@@H]1C1=CC=C(Cl)C=C1 | Attribution: 0.050 | Prediction: 0.096 | MW: 342.8 | LogP: 2.82,,INACTIVE w/ POS ATTR: CHEMBL225684 | SMILES: CN1O[C@H]2C(=O)N(C3=CC=CC=C3)C(=O)[C@H]2[C@@H]1C1=CC=C(Cl)C=C1 | Attribution: 0.050 | Prediction: 0.096 | MW: 342.8,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F75A0>,SA,Gram+,scaffold,54277,1.922571505169192,0.004292319905372107,Moderately_Negative,
179,44662,C1=C(N=C2S/C(=C\CC3=CC=CC=C3)CN2C1)C1=CC=CC=C1,8,0,8,0,0,-0.3183,-0.5756,100.0,7,8,87.5,-0.576,-0.028,LOWEST ATTR (INACTIVE): CHEMBL3322486 | SMILES: COC1=CC=C2NC=C(/C=C3\SC4=NC5=C(CCC6=CC=CC=C56)C(C5=CC=C(Cl)C=C5)N4C3=O)C2=C1 | Attribution: -0.576 | Prediction: 0.143 | MW: 524.0 | LogP: 5.46,HIGHEST ATTR (INACTIVE): CHEMBL3322497 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=C(F)C=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=C(OC)C=C23)C1=O | Attribution: -0.028 | Prediction: 0.156 | MW: 537.6 | LogP: 4.96,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7610>,SA,Gram+,scaffold,54277,1.922571505169192,0.004292319905372107,Moderately_Negative,
180,6882,C(CC1=CC=CC=C1)CC[C@@H]1CCNCC1,8,0,8,0,0,-0.2853,-0.7616,100.0,4,8,50.0,-0.762,0.137,LOWEST ATTR (INACTIVE): CHEMBL2159969 | SMILES: COC(=O)[C@H]1CN(CCS(=O)(=O)C2=CC=C[Se]2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.762 | Prediction: 0.030 | MW: 577.6 | LogP: 2.85,HIGHEST ATTR (INACTIVE): CHEMBL2159966 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=CS2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: 0.137 | Prediction: 0.025 | MW: 498.7 | LogP: 5.17,,INACTIVE w/ POS ATTR: CHEMBL2159966 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=CS2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: 0.137 | Prediction: 0.025 | MW: 498.7,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7680>,SA,Gram+,scaffold,54277,1.0986122886681098,0.004292319905372107,Limited_Evidence,
181,24290,C1=CN(C2CC2)C2=CC=CC=C2C1,8,0,8,0,0,-0.2534,-0.3187,100.0,8,8,100.0,-0.319,-0.179,LOWEST ATTR (INACTIVE): CHEMBL1085049 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)/C(=N/O)C(C)CS4)=C(F)C=C2C1 | Attribution: -0.319 | Prediction: 0.005 | MW: 457.6 | LogP: 4.47,HIGHEST ATTR (INACTIVE): CHEMBL1085320 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)/C(=N\OC)CCS4)=C(N)C=C2C1 | Attribution: -0.179 | Prediction: 0.002 | MW: 454.6 | LogP: 3.84,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F76F0>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
182,24384,C(N/N=C1\CCCCC1)NC1=CC=CC=C1,8,0,8,0,0,-0.2284,-0.3111,100.0,8,8,100.0,-0.311,-0.106,LOWEST ATTR (INACTIVE): CHEMBL2203946 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(Br)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.311 | Prediction: 0.053 | MW: 630.7 | LogP: 7.52,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.106 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7760>,SA,Gram+,scaffold,54277,2.1972245773362196,0.004292319905372107,Moderately_Negative,
183,71553,C1=CC=C(SN2C=NC3=CN=CN=C32)C=C1,7,0,7,0,0,-0.7616,-0.7616,100.0,7,7,100.0,-0.762,-0.762,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.762 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261580 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C(Cl)C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.762 | Prediction: 0.026 | MW: 574.1 | LogP: 2.83,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F77D0>,SA,Gram+,scaffold,54277,2.0794415416798357,0.004292319905372107,Moderately_Negative,
184,56634,C(C1=CC=CC=C1)C1=CC=C(OCCCCNCC2=CC=CC=C2)C=C1,7,0,7,0,0,-0.7382,-0.7616,100.0,7,7,100.0,-0.762,-0.704,LOWEST ATTR (INACTIVE): CHEMBL2046522 | SMILES: CCCCCCC[C@H](OC(N)=O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.762 | Prediction: 0.032 | MW: 625.6 | LogP: 9.01,HIGHEST ATTR (INACTIVE): CHEMBL2046521 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.704 | Prediction: 0.027 | MW: 582.6 | LogP: 8.91,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F7840>,SA,Gram+,scaffold,54277,2.0794415416798357,0.004292319905372107,Moderately_Negative,
185,56635,C(C1=CC=CC=C1)C1=CC=C(OCC2CCN(CC3=CC=CC=C3)CC2)C=C1,7,0,7,0,0,-0.7247,-0.7616,100.0,7,7,100.0,-0.762,-0.686,LOWEST ATTR (INACTIVE): CHEMBL2046523 | SMILES: CCCCCCC[C@@H](OC(N)=O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.762 | Prediction: 0.022 | MW: 625.6 | LogP: 9.01,HIGHEST ATTR (INACTIVE): CHEMBL2046521 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.686 | Prediction: 0.027 | MW: 582.6 | LogP: 8.91,,,<rdkit.Chem.rdchem.Mol object at 0x000001F1FA8F78B0>,SA,Gram+,scaffold,54277,2.0794415416798357,0.004292319905372107,Moderately_Negative,
