"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_min_attribution","avg_inactivity_rate_percent","pathogen_breakdown"
NEGATIVE SCAFFOLDS,183,11618,C1=CC=C(C2=CSC(N3CCCC3(C3=CC=CC=C3)C3=CC=CC=C3)=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,19,0,19,-0.4367,-0.6107,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.377 | Inactivity: 100.00% || s_aureus: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.496 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,184,81381,C1=CC2(CC3=CC=CC=C3)CCNC2N1CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,19,0,19,-0.4253,-0.7422,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.464 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.387 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,185,12435,C1C[C@H]2C3CCCC3CC[C@]23CC3C1,S. aureus + E. coli (NOT C. albicans),2,19,0,19,-0.4231,-0.7511,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.443 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.404 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,186,11620,C(C1=CC=CC=C1)C1=CN=C(NC(C2=CC=CC=C2)C2=CC=CC=C2)S1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.6945,-0.7486,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.646 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.743 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,187,39772,C(C1=CC=CC=C1)N1CCN(CC2=NC3=CC=CC=C3C=C2)CC1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.6622,-0.7616,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.642 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.682 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,188,39771,C(NCCNCC1=NC2=CC=CC=C2C=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.6609,-0.7603,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.646 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.676 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,189,11621,C1=CC=C(C2=CSC(NC(C3=CC=CC=C3)C3=CC=CC=C3)=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.6484,-0.7616,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.619 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.677 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,190,11626,C(C1=CC=CC=C1)C1=CN=C(NCC2=CC=CC=C2)S1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.6421,-0.7178,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.578 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.706 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,191,11627,C1=CC=C(C(C2=CC=CC=C2)NC2=NC=CS2)C=C1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.6033,-0.7374,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.574 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.632 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,192,28124,C1=CC=C(CNC2=CC(C3=CC=CO3)=NC=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.5488,-0.7616,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.580 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.518 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,193,12424,C1CC(CCC1)C1CCC2CCCC2C1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.5463,-0.7571,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.629 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.464 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,194,12416,C1CC(CCC2CCCC2)CCC1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.5326,-0.7591,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.625 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.440 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,195,11629,C1=CC=C(C2(C3=CC=CC=C3)CCCN2)C=C1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.5318,-0.7616,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.663 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.400 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,196,12418,C1CC(CC1)CC1CC1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.4983,-0.7616,100.00,"e_coli: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.435 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.561 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,197,5805,C(C1=CC=CO1)C1=CNC=N1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.4436,-0.7048,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.560 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.327 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,198,11617,C(C1=CC=CC=C1)C1=CN=C(N2CCCC2(C2=CC=CC=C2)C2=CC=CC=C2)S1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.4432,-0.6396,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.372 | Inactivity: 100.00% || s_aureus: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.514 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,199,11616,C(C1=CC=CC=C1)C1=C(C2=CC=CC=C2)N=C(N2CCCC2C2=CC=CC=C2)S1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.4422,-0.6363,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.372 | Inactivity: 100.00% || s_aureus: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.512 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,200,12430,C1C[C@H]2C3CCCC3CCC2CC1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.4209,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.429 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.413 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,201,11104,C1=NN=CC2=CC=CN=C2S1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.3786,-0.6168,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.182 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.575 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,202,11624,C1=CC=C(C2(C3=CC=CC=C3)CCCN2C2=NC=CS2)C=C1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.3711,-0.5587,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.307 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.435 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,203,11625,C1=CC=C(C2=CSC(N3CCCC3C3=CC=CC=C3)=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,18,0,18,-0.3698,-0.5560,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.307 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.432 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,204,22996,C1=CC=C(NSC2=CC3=CC=CC=C3C=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.7213,-0.7616,100.00,"e_coli: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.747 | Inactivity: 100.00% || s_aureus: 7 compounds (0 TP, 7 TN) | Avg Attr: -0.696 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,205,7264,C1=CC=C2C(=C1)NCC2CCN1C=NC2=CC=CC=C2C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.6935,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.700 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.688 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,206,29931,C(CCSC1=NN=C(CN2N=NC3=CC=CC=C32)O1)NC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.6222,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.530 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.715 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,207,12421,C1C[C@@]2(C[C@]23CCCCC3)CCC1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.6000,-0.7583,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.672 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.528 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,208,12425,C1CC2[C@@H](CC[C@H]3CCCCC23)CC1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.5956,-0.7505,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.648 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.543 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,209,20496,C(=N/C1=CC(C2=CC=CC=C2)=CCN1/N=C/C1=NC2=CC=CC=C2N1)\C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.5885,-0.7616,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.421 | Inactivity: 100.00% || s_aureus: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.756 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,210,12436,C1C[C@]23C[C@]24CCC2CCCC2[C@@H]4CC[C@H]3CC1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.5665,-0.7616,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.656 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.477 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,211,40949,C1=CC=C2OC(N3CCNCC3)=NC2=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.5553,-0.7616,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.482 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.629 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,212,12422,C1C[C@@]2(CC2CC2CCCC2)CCC1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.5504,-0.7616,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.656 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.444 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,213,12433,C1C[C@]23CC2[C@@H](CC[C@H]3CC1)C1CCCC1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.5490,-0.7616,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.658 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.440 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,214,12432,C1C[C@]23C[C@]24CCCC[C@@H]4CC[C@H]3CC1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.5476,-0.7616,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.675 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.421 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,215,12431,C1C[C@@]2(C[C@]23CCC2CCCC2C3)CCC1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.5456,-0.7614,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.650 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.441 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,216,17753,C1=CC=C(OCC2=NN(C3=CC=CC=C3)CN2)C=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.5365,-0.7616,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.606 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.467 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,217,24439,C(CCC1CC=C[C@]23C[C@H]4C[C@H](OC4C2)[C@@H]13)NC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.4868,-0.7497,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.554 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.419 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,218,81392,C1=CC=C(CC23CCNC2NC2=CC=CC=C23)C=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.4853,-0.6888,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.465 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.506 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,219,81388,C1=CC=C(CN2C3=CC=CC=C3C3CCNC32)C=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.4824,-0.6869,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.463 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.502 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,220,4970,C(CCC1CC=C[C@]23CCC(C2)OC[C@@H]13)NC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.4698,-0.7422,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.541 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.399 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,221,24442,C(CCC1CC=C[C@]23CC[C@H](CC[C@@H]12)C3)NC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.4607,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.603 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.318 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,222,81398,C1=CC2(CC3=CC=CC=C3)CCNC2N1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.4348,-0.6712,100.00,"e_coli: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.447 | Inactivity: 100.00% || s_aureus: 7 compounds (0 TP, 7 TN) | Avg Attr: -0.423 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,223,25581,C1CCCC2C=CC=CC12,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.4199,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.287 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.552 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,224,1200,C1O[C@@H](CN2C=CN=N2)CN1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.4048,-0.7616,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.320 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.490 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,225,16778,C1=CC=C(C2=NC=C(C3=CSC(C4=CC=CC=C4)=N3)O2)C=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.3634,-0.5954,100.00,"e_coli: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.368 | Inactivity: 100.00% || s_aureus: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.359 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,226,11632,C1=CC=C(C2=CSC(N3CCCC3)=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.3289,-0.5089,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.274 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.383 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,227,11631,C1=CC=C(C2CCCN2C2=NC=CS2)C=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.3273,-0.5089,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.274 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.380 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,228,53409,C1=CC=C(CC2=CC=CC3=CC=CC=C23)C=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.3152,-0.7460,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.323 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.308 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,229,890,C1NCC(=CC2=CNN=C2)CN1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.2720,-0.4230,100.00,"e_coli: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.324 | Inactivity: 100.00% || s_aureus: 7 compounds (0 TP, 7 TN) | Avg Attr: -0.220 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,230,15011,C(=N\C1=NC=C(CC2=CC=CC=C2)C=N1)/C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,17,0,17,-0.2672,-0.5969,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.153 | Inactivity: 100.00% || s_aureus: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.382 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,231,5076,C1NN=CC1OC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.7219,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.734 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.710 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,232,25630,C(C=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CN=C1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.7055,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.762 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.649 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,233,34602,C(N[C@@H]1CC=CCC1)C1=CC2=CC=CC=C2N1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.6809,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.702 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.660 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,234,25629,C(C=P(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CN=C1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.6716,-0.7452,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.734 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.609 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,235,46155,C(NC1CCCCC1)C(NC1=CC=CC=C1)C1=CC=CN=C1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.6673,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.666 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.668 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,236,25628,C(C=PC1=CC=CC=C1)C1=CC=CN=C1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.6455,-0.7304,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.715 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.576 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,237,46153,C(CC1=CC=CN=C1)NC1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.6322,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.618 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.646 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,238,6596,C1CC=NN1CC1=CC2=CC=CC=C2OC1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.6028,-0.7616,100.00,"e_coli: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.597 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.609 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,239,15014,C1/C(=N\C2=NC=CC=N2)C2=CC=CC=C2N1CN1CCNCC1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.5859,-0.6806,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.544 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.628 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,240,6593,C1CC=NN1CC1=CC=COC1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.5800,-0.7394,100.00,"e_coli: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.574 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.586 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,241,8537,C(C1=CC=CC=C1)C(CC1=CC=CC=C1)CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.5787,-0.7473,100.00,"e_coli: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.622 | Inactivity: 100.00% || s_aureus: 6 compounds (0 TP, 6 TN) | Avg Attr: -0.536 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,242,34601,C(NCCC1=CN=CS1)C1=CC2=CC=CC=C2N1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.5685,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.697 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.440 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,243,34603,C(N[C@H]1CCC2=C(C1)SC=N2)C1=CC2=CC=CC=C2N1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.5670,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.697 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.437 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,244,12434,C1CC2[C@@H](CC[C@@H]3C2CCC2CCCC32)CC1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.5625,-0.7565,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.640 | Inactivity: 100.00% || s_aureus: 5 compounds (0 TP, 5 TN) | Avg Attr: -0.485 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,245,18661,C(NC1=CC=C(C2=NC3=CC=CC=C3N2)C=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.5562,-0.7577,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.497 | Inactivity: 100.00% || s_aureus: 7 compounds (0 TP, 7 TN) | Avg Attr: -0.615 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,246,26669,C1=CC=C2OC3CCCC[C@@H]3CC2=C1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.5334,-0.7616,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.572 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.495 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,247,15005,C(\C=N/C1=NC=CC=N1)NCN1CCNCC1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.5264,-0.6532,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.547 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.506 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,248,37456,C1[C@H](OC2=CC=CC=C2)[C@H](C2=CC=CC=C2)N1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,19,3,16,-0.5184,-0.7616,75.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.648 | Inactivity: 100.00% || s_aureus: 6 compounds (3 TP, 3 TN) | Avg Attr: -0.389 | Inactivity: 50.00%"
NEGATIVE SCAFFOLDS,249,15012,C1/C(=N\C2=NC=CC=N2)C=CN1CN1CCNCC1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.4978,-0.5942,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.484 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.511 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,250,26661,C1=COC2CCCC[C@@H]2C1,S. aureus + E. coli (NOT C. albicans),2,16,0,16,-0.4904,-0.6680,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.466 | Inactivity: 100.00% || s_aureus: 7 compounds (0 TP, 7 TN) | Avg Attr: -0.515 | Inactivity: 100.00%"
