feature,combo1,combo2,comparison,combo1_name,combo2_name,p_value,effect_size,mean_diff,fold_change,weighted_mean1,weighted_mean2,raw_mean1,raw_mean2,n1,n2,weight1,weight2,direction,biological_context,weighting_strategy,corrected_p_value
ester,SA+CA,SA+EC,SA+CA_vs_SA+EC,S.aureus + C.albicans,S.aureus + E.coli,0.0054,0.20379345732313411,0.015805493462351102,4.189322787938705,0.020761245674740483,0.00495575221238938,0.020761245674740483,0.00495575221238938,289,5650,1.0,1.0,higher,Fungi vs Gram- (both with Gram+),fragment_based,0.011240816326530612
ester,SA+CA,CA+EC,SA+CA_vs_CA+EC,S.aureus + C.albicans,C.albicans + E.coli,0.3511,0.12126435710634892,-0.01977929486580006,0.5121107266435986,0.020761245674740483,0.04054054054054054,0.020761245674740483,0.04054054054054054,289,148,1.0,1.0,lower,Gram+ vs Gram- (both with Fungi),fragment_based,0.4367341463414634
ester,SA+EC,CA+EC,SA+EC_vs_CA+EC,S.aureus + E.coli,C.albicans + E.coli,0.0007,0.4542169776584233,-0.035584788328151165,0.12224188790560471,0.00495575221238938,0.04054054054054054,0.00495575221238938,0.04054054054054054,5650,148,1.0,1.0,lower,Gram+ vs Fungi (both with Gram-),fragment_based,0.0016227272727272726
amide,SA+CA,SA+EC,SA+CA_vs_SA+EC,S.aureus + C.albicans,S.aureus + E.coli,0.1299,0.09759982639074019,-0.023406926539486173,0.42500376109523097,0.01730103806228374,0.04070796460176991,0.01730103806228374,0.04070796460176991,289,5650,1.0,1.0,lower,Fungi vs Gram- (both with Gram+),fragment_based,0.19485
amide,SA+CA,CA+EC,SA+CA_vs_CA+EC,S.aureus + C.albicans,C.albicans + E.coli,0.1161,0.18432271418329085,-0.02999625923501356,0.36579337617399904,0.01730103806228374,0.0472972972972973,0.01730103806228374,0.0472972972972973,289,148,1.0,1.0,lower,Gram+ vs Gram- (both with Fungi),fragment_based,0.18189999999999998
amide,SA+EC,CA+EC,SA+EC_vs_CA+EC,S.aureus + E.coli,C.albicans + E.coli,0.8651,0.027078903225745167,-0.006589332695527389,0.8606826801517067,0.04070796460176991,0.0472972972972973,0.04070796460176991,0.0472972972972973,5650,148,1.0,1.0,lower,Gram+ vs Fungi (both with Gram-),fragment_based,0.9387255319148936
amine,SA+CA,SA+EC,SA+CA_vs_SA+EC,S.aureus + C.albicans,S.aureus + E.coli,0.0,0.7443425659849835,-1.2591083075604008,0.583125582319586,1.7612456747404843,3.020353982300885,1.7612456747404843,3.020353982300885,289,5650,1.0,1.0,lower,Fungi vs Gram- (both with Gram+),fragment_based,0.0
amine,SA+CA,CA+EC,SA+CA_vs_CA+EC,S.aureus + C.albicans,C.albicans + E.coli,0.0,0.8756222989766673,-1.2590245955297859,0.5831417446568047,1.7612456747404843,3.02027027027027,1.7612456747404843,3.02027027027027,289,148,1.0,1.0,lower,Gram+ vs Gram- (both with Fungi),fragment_based,0.0
amine,SA+EC,CA+EC,SA+EC_vs_CA+EC,S.aureus + E.coli,C.albicans + E.coli,1.0,4.933049087219524e-05,8.371203061496857e-05,1.0000277167349687,3.020353982300885,3.02027027027027,3.020353982300885,3.02027027027027,5650,148,1.0,1.0,higher,Gram+ vs Fungi (both with Gram-),fragment_based,1.0
halogen_subst,SA+CA,SA+EC,SA+CA_vs_SA+EC,S.aureus + C.albicans,S.aureus + E.coli,0.0259,0.13608037732493708,-0.05196435679946106,0.3475586312956555,0.02768166089965398,0.07964601769911504,0.02768166089965398,0.07964601769911504,289,5650,1.0,1.0,lower,Fungi vs Gram- (both with Gram+),fragment_based,0.048032727272727276
halogen_subst,SA+CA,CA+EC,SA+CA_vs_CA+EC,S.aureus + C.albicans,C.albicans + E.coli,0.0532,0.20119472725468138,-0.053399420181427106,0.3414071510957324,0.02768166089965398,0.08108108108108109,0.02768166089965398,0.08108108108108109,289,148,1.0,1.0,lower,Gram+ vs Gram- (both with Fungi),fragment_based,0.09355862068965518
halogen_subst,SA+EC,CA+EC,SA+EC_vs_CA+EC,S.aureus + E.coli,C.albicans + E.coli,1.0,0.0037063400520010495,-0.0014350633819660424,0.9823008849557522,0.07964601769911504,0.08108108108108109,0.07964601769911504,0.08108108108108109,5650,148,1.0,1.0,lower,Gram+ vs Fungi (both with Gram-),fragment_based,1.0
lipinski_violations,SA+CA,SA+EC,SA+CA_vs_SA+EC,S.aureus + C.albicans,S.aureus + E.coli,0.0,1.1193957236072187,0.35555256147227243,5.2381265238783525,0.43944636678200694,0.08389380530973452,0.43944636678200694,0.08389380530973452,289,5650,1.0,1.0,higher,Fungi vs Gram- (both with Gram+),fragment_based,0.0
lipinski_violations,SA+CA,CA+EC,SA+CA_vs_CA+EC,S.aureus + C.albicans,C.albicans + E.coli,0.0,0.58913370470258,0.3110679884036286,3.42305590967037,0.43944636678200694,0.12837837837837837,0.43944636678200694,0.12837837837837837,289,148,1.0,1.0,higher,Gram+ vs Gram- (both with Fungi),fragment_based,0.0
lipinski_violations,SA+EC,CA+EC,SA+EC_vs_CA+EC,S.aureus + E.coli,C.albicans + E.coli,0.0894,0.14987700535595286,-0.044484573068643854,0.6534885887284584,0.08389380530973452,0.12837837837837837,0.08389380530973452,0.12837837837837837,5650,148,1.0,1.0,lower,Gram+ vs Fungi (both with Gram-),fragment_based,0.1470774193548387
membrane_permeability_score,SA+CA,SA+EC,SA+CA_vs_SA+EC,S.aureus + C.albicans,S.aureus + E.coli,0.0,0.9455563999740938,3.047520204979026,-1.3319451658403647,1.7406626297577885,-1.306857575221238,1.7406626297577885,-1.306857575221238,289,5650,1.0,1.0,higher,Fungi vs Gram- (both with Gram+),fragment_based,0.0
membrane_permeability_score,SA+CA,CA+EC,SA+CA_vs_CA+EC,S.aureus + C.albicans,C.albicans + E.coli,0.0,1.0224474104278936,2.9499085757037333,-1.4394612077000906,1.7406626297577885,-1.209245945945945,1.7406626297577885,-1.209245945945945,289,148,1.0,1.0,higher,Gram+ vs Gram- (both with Fungi),fragment_based,0.0
membrane_permeability_score,SA+EC,CA+EC,SA+EC_vs_CA+EC,S.aureus + E.coli,C.albicans + E.coli,0.7195,0.03032659931955094,-0.09761162927529288,1.0807210721710836,-1.306857575221238,-1.209245945945945,-1.306857575221238,-1.209245945945945,5650,148,1.0,1.0,lower,Gram+ vs Fungi (both with Gram-),fragment_based,0.8162266666666667
flexibility_index,SA+CA,SA+EC,SA+CA_vs_SA+EC,S.aureus + C.albicans,S.aureus + E.coli,0.3404,0.05733162433147755,0.006711047951727417,1.0336627321500056,0.20607240465391358,0.19936135670218616,0.20607240465391358,0.19936135670218616,289,5650,1.0,1.0,higher,Fungi vs Gram- (both with Gram+),fragment_based,0.43401
flexibility_index,SA+CA,CA+EC,SA+CA_vs_CA+EC,S.aureus + C.albicans,C.albicans + E.coli,0.8184,0.023425905405416073,0.0037795894444284106,1.0186837552313188,0.20607240465391358,0.20229281520948517,0.20607240465391358,0.20229281520948517,289,148,1.0,1.0,higher,Gram+ vs Gram- (both with Fungi),fragment_based,0.8976000000000001
flexibility_index,SA+EC,CA+EC,SA+EC_vs_CA+EC,S.aureus + E.coli,C.albicans + E.coli,0.7514,0.025556973076538324,-0.0029314585072990063,0.9855088352778949,0.19936135670218616,0.20229281520948517,0.19936135670218616,0.20229281520948517,5650,148,1.0,1.0,lower,Gram+ vs Fungi (both with Gram-),fragment_based,0.8330739130434782
