"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","max_attribution","activity_rate_percent","positive_appearances","total_appearances","positive_consistency_percent","min_attribution_ever","max_attribution_ever","highest_attribution_example","lowest_attribution_example","inactive_positive_attribution_example","active_negative_attribution_example"
93,206714,C1NCC(CCNCC2CC3=CC=CC=C3C2)O1,12,12,0,0,0,0.5180,0.6814,100.00,12,12,100.0,0.281,0.681,HIGHEST ATTR (ACTIVE): CHEMBL5420904 | SMILES: O=C1COC2=CC=C(N3CC(CCNCC4CC5=CC=CC(F)=C5C4)OC3=O)N=C2N1 | Attribution: 0.681 | Prediction: 0.965 | MW: 426.4 | LogP: 2.27,LOWEST ATTR (ACTIVE): CHEMBL5409145 | SMILES: C[C@@H](C(=O)NC1=CC(F)=C2CC(CNCCC3CN(C4=CN=C5OCC(=O)NC5=N4)C(=O)O3)CC2=C1)N(C)C | Attribution: 0.281 | Prediction: 0.961 | MW: 541.6 | LogP: 1.56,,
94,206406,C(=N/N1CC=CC=C1)\C1=CC=CC=C1,11,11,0,0,0,0.7534,0.7616,100.00,11,11,100.0,0.715,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5286718 | SMILES: CC(=O)C1=CC2=CC=CC=C2N(/N=C/C2=CC=CC=C2Cl)C1=O | Attribution: 0.762 | Prediction: 0.865 | MW: 324.8 | LogP: 3.74,LOWEST ATTR (ACTIVE): CHEMBL5275390 | SMILES: CC(=O)C1=CC2=CC=CC=C2N(/N=C/C2=CC=CC([N+](=O)[O-])=C2)C1=O | Attribution: 0.715 | Prediction: 0.899 | MW: 335.3 | LogP: 2.99,,
95,207513,C1=CN(C2CC2)C=C(C1)C1=CN=CN1,11,11,0,0,0,0.7417,0.7583,100.00,11,11,100.0,0.722,0.758,HIGHEST ATTR (ACTIVE): CHEMBL5266427 | SMILES: NCC1CCN(C2=CC3=C(C(=O)C(C(=O)O)=CN3C3CC3)C3=C2N=CN3)C1 | Attribution: 0.758 | Prediction: 0.993 | MW: 367.4 | LogP: 1.70,LOWEST ATTR (ACTIVE): CHEMBL5289164 | SMILES: CN1CCN(C2=C(F)C3=C(C(=O)C(C(=O)O)=CN3C3CC3)C3=C2N=CN3)CC1 | Attribution: 0.722 | Prediction: 0.986 | MW: 385.4 | LogP: 1.80,,
96,211016,C1=CC=C(C2=CC=C3NC=CC3=C2)NC1,11,11,0,0,0,0.7389,0.7616,100.00,11,11,100.0,0.709,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4215140 | SMILES: CCC1=C(C2=CC=C3C(=C2)C=C(CN2CCC2)N3C)NC(=O)C(C(=O)O)=C1O | Attribution: 0.762 | Prediction: 0.962 | MW: 381.4 | LogP: 2.71,LOWEST ATTR (ACTIVE): CHEMBL4217413 | SMILES: CCC1=C(C2=CC=C3C(=C2)C=C(CN(C)C)N3C)NC(=O)C(C(=O)O)=C1O | Attribution: 0.709 | Prediction: 0.951 | MW: 369.4 | LogP: 2.56,,
97,208908,C1=NC=C2C=CC(N3CCCC3)=NC2=N1,11,11,0,0,0,0.7187,0.7616,100.00,11,11,100.0,0.643,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4459017 | SMILES: NCC1CCN(C2=NC3=NC(N)=NC=C3C=C2C2=C(Cl)C=CC=C2Cl)C1 | Attribution: 0.762 | Prediction: 0.960 | MW: 389.3 | LogP: 3.37,LOWEST ATTR (ACTIVE): CHEMBL4582507 | SMILES: NC(=O)C1CCN(C2=NC3=NC(N)=NC=C3C=C2C2=C(Cl)C=CC=C2Cl)C1 | Attribution: 0.643 | Prediction: 0.809 | MW: 403.3 | LogP: 2.89,,
98,206407,C(=N/N1CC=CC2=CC=CC=C21)\C1=CC=CC=C1,11,11,0,0,0,0.6948,0.7298,100.00,11,11,100.0,0.622,0.730,HIGHEST ATTR (ACTIVE): CHEMBL5287200 | SMILES: CC(=O)C1=CC2=CC=CC=C2N(/N=C/C2=CC=C(O)C=C2)C1=O | Attribution: 0.730 | Prediction: 0.902 | MW: 306.3 | LogP: 2.79,LOWEST ATTR (ACTIVE): CHEMBL5269231 | SMILES: CC(=O)C1=CC2=CC([N+](=O)[O-])=CC=C2N(/N=C/C2=CC=CC([N+](=O)[O-])=C2)C1=O | Attribution: 0.622 | Prediction: 0.863 | MW: 380.3 | LogP: 2.90,,
99,209554,C(CC1=COCCC1)N1CCOCC1,11,11,0,0,0,0.6081,0.6963,100.00,11,11,100.0,0.480,0.696,HIGHEST ATTR (ACTIVE): CHEMBL5393915 | SMILES: CC1(C)CCC2=C(C(=O)N3CCOCC3)C=C3C(OCCCSC4=CC=C(N)C=C4)=CC=CC3=C2O1 | Attribution: 0.696 | Prediction: 0.925 | MW: 506.7 | LogP: 5.56,LOWEST ATTR (ACTIVE): CHEMBL4740029 | SMILES: C=CC(=O)NC1=CC=C(COC2=CC=CC3=C4OC(C)(C)CCC4=C(C(=O)N4CCOCC4)C=C23)C=C1 | Attribution: 0.480 | Prediction: 0.933 | MW: 500.6 | LogP: 5.12,,
100,208443,C(CCN1C=CN=C1)N/N=C/C1=CC=CC2=CC=CC=C12,11,11,0,0,0,0.5883,0.7435,100.00,11,11,100.0,0.407,0.744,HIGHEST ATTR (ACTIVE): CHEMBL2431386 | SMILES: [N-]=[N+]=NCC1=NC2=CC=CC=C2N1CCC(=O)N/N=C/C1=C(O)C=CC2=CC=CC=C12 | Attribution: 0.744 | Prediction: 0.630 | MW: 413.4 | LogP: 4.25,LOWEST ATTR (ACTIVE): CHEMBL2431387 | SMILES: CC1=NC2=CC(Cl)=C(Cl)C=C2N1CCC(=O)N/N=C/C1=C(O)C=CC2=CC=CC=C12 | Attribution: 0.407 | Prediction: 0.719 | MW: 441.3 | LogP: 5.05,,
101,205544,C1=CC=C(C/N=N/C2=CC=CC=C2)C=C1,10,10,0,0,0,0.7616,0.7616,100.00,10,10,100.0,0.762,0.762,HIGHEST ATTR (ACTIVE): CHEMBL2334128 | SMILES: N#CC1=CC=CC=C1C(/N=N/C1=CC=C(Cl)C=C1)C(N)=O | Attribution: 0.762 | Prediction: 0.977 | MW: 298.7 | LogP: 3.52,LOWEST ATTR (ACTIVE): CHEMBL2334128 | SMILES: N#CC1=CC=CC=C1C(/N=N/C1=CC=C(Cl)C=C1)C(N)=O | Attribution: 0.762 | Prediction: 0.977 | MW: 298.7 | LogP: 3.52,,
102,207319,C(\C=C\C1=CC=CC=C1)NCC1=CC=C(C2=CC=CC=C2)C=C1,10,10,0,0,0,0.7530,0.7616,100.00,10,10,100.0,0.717,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4569240 | SMILES: COC1=CC=C(/C=C2\SC(=O)N(CC3=CC=C(C4=CC=CC=C4C4=NN=NN4)C=C3)C2=O)C=C1OC | Attribution: 0.762 | Prediction: 0.925 | MW: 499.6 | LogP: 4.79,LOWEST ATTR (ACTIVE): CHEMBL4474512 | SMILES: O=C1S/C(=C\C2=CC=CC=C2Cl)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1 | Attribution: 0.717 | Prediction: 0.938 | MW: 473.9 | LogP: 5.42,,
103,207323,C(\C=C\C1=CC=CC=C1)NCC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1,10,10,0,0,0,0.7528,0.7616,100.00,10,10,100.0,0.712,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4464134 | SMILES: O=C1S/C(=C\C2=CC=C(F)C=C2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1 | Attribution: 0.762 | Prediction: 0.944 | MW: 457.5 | LogP: 4.91,LOWEST ATTR (ACTIVE): CHEMBL4474512 | SMILES: O=C1S/C(=C\C2=CC=CC=C2Cl)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1 | Attribution: 0.712 | Prediction: 0.938 | MW: 473.9 | LogP: 5.42,,
104,208606,C1=C(CC2=CNC=C2)C2=C(C=CCN2)CCC1,10,10,0,0,0,0.7508,0.7616,100.00,10,10,100.0,0.702,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4217323 | SMILES: COCCNCC1=CC2=CC3=C(C=C2N1C)CCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.762 | Prediction: 0.963 | MW: 411.5 | LogP: 2.16,LOWEST ATTR (ACTIVE): CHEMBL4214921 | SMILES: CN(C)CC1=CC2=CC3=C(C=C2N1C)CCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.702 | Prediction: 0.973 | MW: 381.4 | LogP: 2.49,,
105,208608,C1=CC2=C(NC1)C1=C(C=C3NC=CC3=C1)CCC2,10,10,0,0,0,0.7508,0.7616,100.00,10,10,100.0,0.702,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4207088 | SMILES: CC(C)CNCC1=CC2=CC3=C(C=C2N1C)CCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.762 | Prediction: 0.971 | MW: 409.5 | LogP: 3.17,LOWEST ATTR (ACTIVE): CHEMBL4214921 | SMILES: CN(C)CC1=CC2=CC3=C(C=C2N1C)CCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.702 | Prediction: 0.973 | MW: 381.4 | LogP: 2.49,,
106,212257,C1=C(CC2=CNC=C2)C2=C(C=CCN2)CCO1,10,10,0,0,0,0.7475,0.7616,100.00,10,10,100.0,0.708,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4211966 | SMILES: CC(C)CNCC1=CC2=CC3=C(C=C2N1C)OCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.762 | Prediction: 0.978 | MW: 411.5 | LogP: 2.62,LOWEST ATTR (ACTIVE): CHEMBL4203270 | SMILES: CN(C)CC1=CC2=CC3=C(C=C2N1C)OCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.708 | Prediction: 0.975 | MW: 383.4 | LogP: 1.93,,
107,212259,C1=CC2=C(NC1)C1=C(C=C3NC=CC3=C1)OCC2,10,10,0,0,0,0.7475,0.7616,100.00,10,10,100.0,0.708,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4202691 | SMILES: COC1CCN(CC2=CC3=CC4=C(C=C3N2C)OCCC2=C4NC(=O)C(C(=O)O)=C2O)C1 | Attribution: 0.762 | Prediction: 0.964 | MW: 439.5 | LogP: 2.09,LOWEST ATTR (ACTIVE): CHEMBL4203270 | SMILES: CN(C)CC1=CC2=CC3=C(C=C2N1C)OCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.708 | Prediction: 0.975 | MW: 383.4 | LogP: 1.93,,
108,205549,C(NC1=CC=C(C2=C(/N=N/C3=CC=CC=C3)SC=N2)C=C1)C1=CC=CC=C1,10,10,0,0,0,0.7405,0.7616,100.00,10,10,100.0,0.687,0.762,HIGHEST ATTR (ACTIVE): CHEMBL2298310 | SMILES: NC1=NC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=C(/N=N/C2=CC=CC=C2)S1 | Attribution: 0.762 | Prediction: 0.910 | MW: 399.5 | LogP: 6.06,LOWEST ATTR (ACTIVE): CHEMBL2298305 | SMILES: NC1=NC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=C(/N=N/C2=CC=CC=C2[N+](=O)[O-])S1 | Attribution: 0.687 | Prediction: 0.837 | MW: 444.5 | LogP: 5.97,,
109,207318,C1CN(CC2=CC=C(C3=CC=CC=C3)C=C2)CS1,10,10,0,0,0,0.7369,0.7616,100.00,10,10,100.0,0.697,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4573424 | SMILES: O=C1S/C(=C\C2=CC=C(Cl)C=C2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1 | Attribution: 0.762 | Prediction: 0.943 | MW: 473.9 | LogP: 5.42,LOWEST ATTR (ACTIVE): CHEMBL4569240 | SMILES: COC1=CC=C(/C=C2\SC(=O)N(CC3=CC=C(C4=CC=CC=C4C4=NN=NN4)C=C3)C2=O)C=C1OC | Attribution: 0.697 | Prediction: 0.925 | MW: 499.6 | LogP: 4.79,,
110,207322,C1CN(CC2=CC=C(C3=CC=CC=C3C3=NN=NN3)C=C2)CS1,10,10,0,0,0,0.7300,0.7616,100.00,10,10,100.0,0.655,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4474512 | SMILES: O=C1S/C(=C\C2=CC=CC=C2Cl)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1 | Attribution: 0.762 | Prediction: 0.938 | MW: 473.9 | LogP: 5.42,LOWEST ATTR (ACTIVE): CHEMBL4569240 | SMILES: COC1=CC=C(/C=C2\SC(=O)N(CC3=CC=C(C4=CC=CC=C4C4=NN=NN4)C=C3)C2=O)C=C1OC | Attribution: 0.655 | Prediction: 0.925 | MW: 499.6 | LogP: 4.79,,
111,208607,C1=CC2=C(C=C1)C1=C(C=CCN1)CCC2,10,10,0,0,0,0.7260,0.7616,100.00,10,10,100.0,0.652,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4212889 | SMILES: CN(C)CCNCC1=CC2=CC3=C(C=C2N1C)CCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.762 | Prediction: 0.992 | MW: 424.5 | LogP: 2.08,LOWEST ATTR (ACTIVE): CHEMBL4218112 | SMILES: CC(C)NCC1=CC2=CC3=C(C=C2N1C)CCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.652 | Prediction: 0.985 | MW: 395.5 | LogP: 2.92,,
112,212258,C1=CC2=C(NC1)C1=C(C=CC=C1)OCC2,10,10,0,0,0,0.7234,0.7581,100.00,10,10,100.0,0.653,0.758,HIGHEST ATTR (ACTIVE): CHEMBL4203270 | SMILES: CN(C)CC1=CC2=CC3=C(C=C2N1C)OCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.758 | Prediction: 0.975 | MW: 383.4 | LogP: 1.93,LOWEST ATTR (ACTIVE): CHEMBL4215096 | SMILES: CC(C)NCC1=CC2=CC3=C(C=C2N1C)OCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.653 | Prediction: 0.988 | MW: 397.4 | LogP: 2.37,,
113,206865,C(#CC1=CC=C2NN=NC2=C1)C1=CC=C(CN2CCOCC2)C=C1,10,10,0,0,0,0.6978,0.7559,100.00,10,10,100.0,0.585,0.756,HIGHEST ATTR (ACTIVE): CHEMBL4794466 | SMILES: CSC(CN1N=NC2=CC(C#CC3=CC=C(CN4CCOCC4)C=C3)=CC=C21)N(O)C=O | Attribution: 0.756 | Prediction: 0.977 | MW: 451.6 | LogP: 2.20,LOWEST ATTR (ACTIVE): CHEMBL4797709 | SMILES: O=CN(O)C(CO)CN1N=NC2=CC(C#CC3=CC=C(CN4CCOCC4)C=C3)=CC=C21 | Attribution: 0.585 | Prediction: 0.926 | MW: 435.5 | LogP: 0.87,,
114,208574,C(CC1=CSC=N1)NCCCN1COCC1,10,10,0,0,0,0.6971,0.7320,100.00,10,10,100.0,0.645,0.732,HIGHEST ATTR (ACTIVE): CHEMBL4206120 | SMILES: CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CN1C[C@H](CNC(=N)N)OC1=O)C1=CSC(N)=N1)C(=O)O | Attribution: 0.732 | Prediction: 0.996 | MW: 591.6 | LogP: -2.89,LOWEST ATTR (ACTIVE): CHEMBL4213967 | SMILES: CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CN1C[C@H](CO)OC1=O)C1=CSC(N)=N1)C(=O)O | Attribution: 0.645 | Prediction: 0.993 | MW: 550.5 | LogP: -2.38,,
115,207321,C1S/C(=C\C2=CC=CC=C2)CN1CC1=CC=C(C2=CC=CC=C2)C=C1,10,10,0,0,0,0.6938,0.7228,100.00,10,10,100.0,0.666,0.723,HIGHEST ATTR (ACTIVE): CHEMBL4573424 | SMILES: O=C1S/C(=C\C2=CC=C(Cl)C=C2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1 | Attribution: 0.723 | Prediction: 0.943 | MW: 473.9 | LogP: 5.42,LOWEST ATTR (ACTIVE): CHEMBL4464581 | SMILES: COC1=CC=CC(OC)=C1/C=C1\SC(=O)N(CC2=CC=C(C3=CC=CC=C3C3=NN=NN3)C=C2)C1=O | Attribution: 0.666 | Prediction: 0.725 | MW: 499.6 | LogP: 4.79,,
116,204563,C(CC1=CC=CC=C1)NC1CN2C=C(CSC3=NN=NN3)COC12,10,10,0,0,0,0.6863,0.7554,100.00,10,10,100.0,0.510,0.755,HIGHEST ATTR (ACTIVE): CHEMBL172667 | SMILES: CN1N=NN=C1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N\O)C3=CC=C(NS(C)(=O)=O)C=C3)C2OC1 | Attribution: 0.755 | Prediction: 0.988 | MW: 552.6 | LogP: -1.43,LOWEST ATTR (ACTIVE): CHEMBL368062 | SMILES: CN1N=NN=C1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)C3=CC=CC=C3)C2OC1 | Attribution: 0.510 | Prediction: 0.937 | MW: 446.4 | LogP: -0.94,,
117,212255,C1=CC2=C(C=CCN2)CCO1,10,10,0,0,0,0.6783,0.7408,100.00,10,10,100.0,0.587,0.741,HIGHEST ATTR (ACTIVE): CHEMBL4203270 | SMILES: CN(C)CC1=CC2=CC3=C(C=C2N1C)OCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.741 | Prediction: 0.975 | MW: 383.4 | LogP: 1.93,LOWEST ATTR (ACTIVE): CHEMBL4215096 | SMILES: CC(C)NCC1=CC2=CC3=C(C=C2N1C)OCCC1=C3NC(=O)C(C(=O)O)=C1O | Attribution: 0.587 | Prediction: 0.988 | MW: 397.4 | LogP: 2.37,,
118,205124,C(C1=C2CCCOC2=C2C=CC=CC2=C1)N1CCOCC1,10,10,0,0,0,0.6764,0.7616,100.00,10,10,100.0,0.589,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5406496 | SMILES: CC1(C)CCC2=C(C(=O)N3CCOCC3)C=C3C(OCCN4CCN(C5=CC=CC=C5)CC4)=CC=CC3=C2O1 | Attribution: 0.762 | Prediction: 0.902 | MW: 529.7 | LogP: 4.62,LOWEST ATTR (ACTIVE): CHEMBL4740029 | SMILES: C=CC(=O)NC1=CC=C(COC2=CC=CC3=C4OC(C)(C)CCC4=C(C(=O)N4CCOCC4)C=C23)C=C1 | Attribution: 0.589 | Prediction: 0.933 | MW: 500.6 | LogP: 5.12,,
119,207324,C1S/C(=C\C2=CC=CC=C2)CN1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1,10,10,0,0,0,0.6625,0.6790,100.00,10,10,100.0,0.632,0.679,HIGHEST ATTR (ACTIVE): CHEMBL4573424 | SMILES: O=C1S/C(=C\C2=CC=C(Cl)C=C2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1 | Attribution: 0.679 | Prediction: 0.943 | MW: 473.9 | LogP: 5.42,LOWEST ATTR (ACTIVE): CHEMBL4464581 | SMILES: COC1=CC=CC(OC)=C1/C=C1\SC(=O)N(CC2=CC=C(C3=CC=CC=C3C3=NN=NN3)C=C2)C1=O | Attribution: 0.632 | Prediction: 0.725 | MW: 499.6 | LogP: 4.79,,
120,205547,C(NC1=CC=C(C2=CSC=N2)C=C1)C1=CC=CC=C1,10,10,0,0,0,0.6580,0.7445,100.00,10,10,100.0,0.583,0.744,HIGHEST ATTR (ACTIVE): CHEMBL2298313 | SMILES: NC1=NC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=C(/N=N/C2=CC=CC=C2Cl)S1 | Attribution: 0.744 | Prediction: 0.829 | MW: 433.9 | LogP: 6.71,LOWEST ATTR (ACTIVE): CHEMBL2298308 | SMILES: NC1=NC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=C(/N=N/C2=CC=C(Br)C=C2)S1 | Attribution: 0.583 | Prediction: 0.923 | MW: 478.4 | LogP: 6.82,,
121,209028,C(CSC1=NC(C2=CC=[N+](CC3=CC=CC=C3)C=C2)=CS1)O[C@@H]1CCCCC2CCCC1C2,10,10,0,0,0,0.6270,0.6458,100.00,10,10,100.0,0.600,0.646,HIGHEST ATTR (ACTIVE): CHEMBL5395837 | SMILES: C=C[C@]1(C)C[C@@H](OC(=O)CSC2=NC(C3=CC=[N+](CC4=CC(F)=CC(F)=C4)C=C3)=CS2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O | Attribution: 0.646 | Prediction: 0.945 | MW: 681.9 | LogP: 7.42,LOWEST ATTR (ACTIVE): CHEMBL5404550 | SMILES: C=C[C@]1(C)C[C@@H](OC(=O)CSC2=NC(C3=CC=[N+](CC4=CC=C([N+](=O)[O-])C=C4)C=C3)=CS2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O | Attribution: 0.600 | Prediction: 0.947 | MW: 690.9 | LogP: 7.05,,
122,209027,C(CSC1=NC(C2=CC=[N+](CC3=CC=CC=C3)C=C2)=CS1)O[C@@H]1CCCC[C@]23CCC[C@H]2C1CCC3,10,10,0,0,0,0.5753,0.6037,100.00,10,10,100.0,0.542,0.604,HIGHEST ATTR (ACTIVE): CHEMBL5395837 | SMILES: C=C[C@]1(C)C[C@@H](OC(=O)CSC2=NC(C3=CC=[N+](CC4=CC(F)=CC(F)=C4)C=C3)=CS2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O | Attribution: 0.604 | Prediction: 0.945 | MW: 681.9 | LogP: 7.42,LOWEST ATTR (ACTIVE): CHEMBL5404550 | SMILES: C=C[C@]1(C)C[C@@H](OC(=O)CSC2=NC(C3=CC=[N+](CC4=CC=C([N+](=O)[O-])C=C4)C=C3)=CS2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O | Attribution: 0.542 | Prediction: 0.947 | MW: 690.9 | LogP: 7.05,,
123,208441,C(CCN1C=NC2=CC=CC=C21)N/N=C/C1=CC=CC=C1,10,10,0,0,0,0.5729,0.7435,100.00,10,10,100.0,0.431,0.744,HIGHEST ATTR (ACTIVE): CHEMBL2431386 | SMILES: [N-]=[N+]=NCC1=NC2=CC=CC=C2N1CCC(=O)N/N=C/C1=C(O)C=CC2=CC=CC=C12 | Attribution: 0.744 | Prediction: 0.630 | MW: 413.4 | LogP: 4.25,LOWEST ATTR (ACTIVE): CHEMBL2431391 | SMILES: CC1=NC2=CC=CC=C2N1CCC(=O)N/N=C/C1=CC=CC=C1O | Attribution: 0.431 | Prediction: 0.515 | MW: 322.4 | LogP: 2.59,,
124,209029,C(CSC1=NC(C2=CC=[N+](CC3=CC=CC=C3)C=C2)=CS1)O[C@@H]1CCCCC2CCC[C@H]2C1,10,10,0,0,0,0.5564,0.5825,100.00,10,10,100.0,0.530,0.583,HIGHEST ATTR (ACTIVE): CHEMBL5395837 | SMILES: C=C[C@]1(C)C[C@@H](OC(=O)CSC2=NC(C3=CC=[N+](CC4=CC(F)=CC(F)=C4)C=C3)=CS2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O | Attribution: 0.583 | Prediction: 0.945 | MW: 681.9 | LogP: 7.42,LOWEST ATTR (ACTIVE): CHEMBL5404550 | SMILES: C=C[C@]1(C)C[C@@H](OC(=O)CSC2=NC(C3=CC=[N+](CC4=CC=C([N+](=O)[O-])C=C4)C=C3)=CS2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O | Attribution: 0.530 | Prediction: 0.947 | MW: 690.9 | LogP: 7.05,,
125,205192,C1=CC=C(CN2C=CN=C2C2=CC=CC(NSC3=CC=CC=C3)=C2)C=C1,10,10,0,0,0,0.5483,0.6358,100.00,10,10,100.0,0.490,0.636,HIGHEST ATTR (ACTIVE): CHEMBL5406153 | SMILES: CC1=CC=C(CN2C(C3=CC=CC(NS(=O)(=O)C4=CC=C(C)C=C4)=C3)=NC3=CC=CC=C32)C=C1 | Attribution: 0.636 | Prediction: 0.543 | MW: 467.6 | LogP: 6.17,LOWEST ATTR (ACTIVE): CHEMBL5415101 | SMILES: CC1=CC=C(CN2C(C3=CC=CC(NS(=O)(=O)C4=CC=CC(Cl)=C4)=C3)=NC3=CC=CC=C32)C=C1 | Attribution: 0.490 | Prediction: 0.571 | MW: 488.0 | LogP: 6.51,,
126,205191,C1=CC=C(SNC2=CC(C3=NC=CN3)=CC=C2)C=C1,10,10,0,0,0,0.5114,0.5972,100.00,10,10,100.0,0.429,0.597,HIGHEST ATTR (ACTIVE): CHEMBL5415013 | SMILES: CC1=CC=C(CN2C(C3=CC=CC(NS(=O)(=O)C4=CC=C(F)C(F)=C4)=C3)=NC3=CC=CC=C32)C=C1 | Attribution: 0.597 | Prediction: 0.597 | MW: 489.5 | LogP: 6.14,LOWEST ATTR (ACTIVE): CHEMBL5415101 | SMILES: CC1=CC=C(CN2C(C3=CC=CC(NS(=O)(=O)C4=CC=CC(Cl)=C4)=C3)=NC3=CC=CC=C32)C=C1 | Attribution: 0.429 | Prediction: 0.571 | MW: 488.0 | LogP: 6.51,,
127,205194,C1=CC=C(CN2C(C3=CC=CC(NSC4=CC=CC=C4)=C3)=NC3=CC=CC=C32)C=C1,10,10,0,0,0,0.4855,0.5603,100.00,10,10,100.0,0.414,0.560,HIGHEST ATTR (ACTIVE): CHEMBL5406153 | SMILES: CC1=CC=C(CN2C(C3=CC=CC(NS(=O)(=O)C4=CC=C(C)C=C4)=C3)=NC3=CC=CC=C32)C=C1 | Attribution: 0.560 | Prediction: 0.543 | MW: 467.6 | LogP: 6.17,LOWEST ATTR (ACTIVE): CHEMBL5440873 | SMILES: CC1=CC=C(CN2C(C3=CC=CC(NS(=O)(=O)C4=CC=CC=C4[N+](=O)[O-])=C3)=NC3=CC=CC=C32)C=C1 | Attribution: 0.414 | Prediction: 0.478 | MW: 498.6 | LogP: 5.77,,
128,207320,C1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1,10,10,0,0,0,0.4598,0.6611,100.00,10,10,100.0,0.383,0.661,HIGHEST ATTR (ACTIVE): CHEMBL4464581 | SMILES: COC1=CC=CC(OC)=C1/C=C1\SC(=O)N(CC2=CC=C(C3=CC=CC=C3C3=NN=NN3)C=C2)C1=O | Attribution: 0.661 | Prediction: 0.725 | MW: 499.6 | LogP: 4.79,LOWEST ATTR (ACTIVE): CHEMBL4569240 | SMILES: COC1=CC=C(/C=C2\SC(=O)N(CC3=CC=C(C4=CC=CC=C4C4=NN=NN4)C=C3)C2=O)C=C1OC | Attribution: 0.383 | Prediction: 0.925 | MW: 499.6 | LogP: 4.79,,
129,205193,C1=CC=C(SNC2=CC(C3=NC4=CC=CC=C4N3)=CC=C2)C=C1,10,10,0,0,0,0.4566,0.5524,100.00,10,10,100.0,0.374,0.552,HIGHEST ATTR (ACTIVE): CHEMBL5415013 | SMILES: CC1=CC=C(CN2C(C3=CC=CC(NS(=O)(=O)C4=CC=C(F)C(F)=C4)=C3)=NC3=CC=CC=C32)C=C1 | Attribution: 0.552 | Prediction: 0.597 | MW: 489.5 | LogP: 6.14,LOWEST ATTR (ACTIVE): CHEMBL5415101 | SMILES: CC1=CC=C(CN2C(C3=CC=CC(NS(=O)(=O)C4=CC=CC(Cl)=C4)=C3)=NC3=CC=CC=C32)C=C1 | Attribution: 0.374 | Prediction: 0.571 | MW: 488.0 | LogP: 6.51,,
