"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","max_attribution","activity_rate_percent","positive_appearances","total_appearances","positive_consistency_percent","min_attribution_ever","max_attribution_ever","highest_attribution_example","lowest_attribution_example","inactive_positive_attribution_example","active_negative_attribution_example"
39,205302,O=CNO[C@@H](F)C(=O)O,7,7,0,0,0,0.3435,0.3648,100.00,7,7,100.0,0.300,0.365,HIGHEST ATTR (ACTIVE): CHEMBL4797272 | SMILES: CC1=C[C@@H](C(N)=O)N2C[C@@H]1N(O[C@@H](F)C(=O)O)C2=O | Attribution: 0.365 | Prediction: 0.915 | MW: 273.2 | LogP: -0.78,LOWEST ATTR (ACTIVE): CHEMBL4779557 | SMILES: NC(=O)[C@@H]1C(C2CC2)=C[C@@H]2CN1C(=O)N2O[C@@H](F)C(=O)O | Attribution: 0.300 | Prediction: 0.860 | MW: 299.3 | LogP: -0.39,,
40,133146,CC(O)CSC1=NN=NN1C,7,7,0,0,0,0.3227,0.3808,100.00,6,7,85.7,0.031,0.381,HIGHEST ATTR (ACTIVE): CHEMBL5402827 | SMILES: CN1N=NN=C1SCC(O)CN1C(=O)/C(=N\NC2=CC=C(Cl)C=C2)C2=CC=CC=C21 | Attribution: 0.381 | Prediction: 0.977 | MW: 443.9 | LogP: 2.18,LOWEST ATTR (ACTIVE): CHEMBL3741964 | SMILES: CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCN(CC(O)CSC4=NN=NN4C)CC3)C=C21 | Attribution: 0.031 | Prediction: 0.984 | MW: 491.5 | LogP: 0.66,,
41,208693,CC1=C(C)C(OC)=CC=C1,7,7,0,0,0,0.2993,0.3442,100.00,7,7,100.0,0.208,0.344,HIGHEST ATTR (ACTIVE): CHEMBL4536316 | SMILES: COC1=CC=CC2=CC3=C(C=C12)C(=O)N(CC1=CC=CC=C1Cl)C3=O | Attribution: 0.344 | Prediction: 0.837 | MW: 351.8 | LogP: 4.30,LOWEST ATTR (ACTIVE): CHEMBL4476569 | SMILES: COC1=CC=CC2=CC3=C(C=C12)C(=O)N(C(C)(C)C)C3=O | Attribution: 0.208 | Prediction: 0.577 | MW: 283.3 | LogP: 3.24,,
42,207833,C-CC1=NN=CO1,7,7,0,0,0,0.2821,0.3107,100.00,7,7,100.0,0.183,0.311,HIGHEST ATTR (ACTIVE): CHEMBL4749228 | SMILES: CC1(C)CCC2=C(C3=NN=CO3)C=C3C(OCC4=CC=CC=C4)=CC=CC3=C2O1 | Attribution: 0.311 | Prediction: 0.932 | MW: 386.5 | LogP: 5.57,LOWEST ATTR (ACTIVE): CHEMBL4751565 | SMILES: CC1(C)CCC2=C(C3=NN=CO3)C=C3C(OCC4=CC=C(C#N)C=C4)=CC=CC3=C2O1 | Attribution: 0.183 | Prediction: 0.907 | MW: 411.5 | LogP: 5.44,,
43,205305,O=C(O)[C@@H](O)F,7,7,0,0,0,0.2726,0.3808,100.00,7,7,100.0,0.156,0.381,HIGHEST ATTR (ACTIVE): CHEMBL4779557 | SMILES: NC(=O)[C@@H]1C(C2CC2)=C[C@@H]2CN1C(=O)N2O[C@@H](F)C(=O)O | Attribution: 0.381 | Prediction: 0.860 | MW: 299.3 | LogP: -0.39,LOWEST ATTR (ACTIVE): CHEMBL4787552 | SMILES: CC1=C[C@@H]2CN(C(=O)N2O[C@@H](F)C(=O)O)[C@@H]1C(=O)NCCS(N)(=O)=O | Attribution: 0.156 | Prediction: 0.931 | MW: 380.4 | LogP: -1.86,,
44,208400,CC1(C)[C@H](NC=O)C(=O)N1S(=O)(=O)O,7,7,0,0,0,0.2708,0.2951,100.00,7,7,100.0,0.235,0.295,HIGHEST ATTR (ACTIVE): CHEMBL3763322 | SMILES: CC1(C)[C@H](NC(=O)/C(=N\OCC2=CN(CC3CC3)N=N2)C2=CSC(N)=N2)C(=O)N1S(=O)(=O)O | Attribution: 0.295 | Prediction: 0.990 | MW: 498.5 | LogP: -0.44,LOWEST ATTR (ACTIVE): CHEMBL3764784 | SMILES: CC1(C)[C@H](NC(=O)/C(=N\OCC2=CC=CN=C2)C2=CSC(N)=N2)C(=O)N1S(=O)(=O)O | Attribution: 0.235 | Prediction: 0.966 | MW: 454.5 | LogP: -0.05,,
45,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,7,7,0,0,0,0.1011,0.1962,100.00,2,7,28.6,0.052,0.196,HIGHEST ATTR (ACTIVE): CHEMBL4849265 | SMILES: NC1=NC(/C(=N/OCC(=O)O)C(=O)N[C@@H]2C(=O)N3[C@@H]2[S@@+]([O-])C[C@@H]2CC(=O)O[C@@]23C(=O)O)=NS1 | Attribution: 0.196 | Prediction: 0.970 | MW: 502.4 | LogP: -3.32,LOWEST ATTR (ACTIVE): CHEMBL4852002 | SMILES: NC1=NC(/C(=N/OCC(=O)O)C(=O)N[C@@H]2C(=O)N3[C@@H]2[S@+]([O-])C[C@@H]2CC(=O)O[C@@]23C(=O)O)=CS1 | Attribution: 0.052 | Prediction: 0.983 | MW: 501.5 | LogP: -2.71,,
46,205681,C[S@+]([O-])C,6,6,0,0,0,0.2911,0.3107,100.00,6,6,100.0,0.274,0.311,HIGHEST ATTR (ACTIVE): CHEMBL4862311 | SMILES: NC1=NC(/C(=N/OCC(=O)O)C(=O)N[C@@H]2C(=O)N3[C@@H]2[S@@+]([O-])C[C@@H]2CC(=O)O[C@@]23C(=O)O)=CS1 | Attribution: 0.311 | Prediction: 0.990 | MW: 501.5 | LogP: -2.71,LOWEST ATTR (ACTIVE): CHEMBL4863279 | SMILES: C[C@H](O/N=C(\C(=O)N[C@@H]1C(=O)N2[C@@H]1[S@@+]([O-])C[C@@H]1CC(=O)O[C@@]12C(=O)O)C1=CSC(N)=N1)C(=O)O | Attribution: 0.274 | Prediction: 0.991 | MW: 515.5 | LogP: -2.32,,
47,208768,COC(NC(=O)CC1=CC=CC=C1)C=O,6,6,0,0,0,0.2902,0.3106,100.00,6,6,100.0,0.269,0.311,HIGHEST ATTR (ACTIVE): CHEMBL148535 | SMILES: CO[C@@]1(NC(=O)CC2=CC=CC=C2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)COC21 | Attribution: 0.311 | Prediction: 0.953 | MW: 404.4 | LogP: -2.01,LOWEST ATTR (ACTIVE): CHEMBL348686 | SMILES: CO[C@@]1(NC(=O)CC2=CC=CC=C2)C(=O)N2C(C(=O)[O-])=C(CC#N)CO[C@@H]21 | Attribution: 0.269 | Prediction: 0.897 | MW: 370.3 | LogP: -1.20,,
48,205566,NC1=C(F)C=C(CO)C=C1,6,6,0,0,0,0.2723,0.3359,100.00,6,6,100.0,0.247,0.336,HIGHEST ATTR (ACTIVE): CHEMBL5265780 | SMILES: CC1(N)CN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN(C4=CC(N)=C(F)C=C4CO)C3=C2Cl)C1 | Attribution: 0.336 | Prediction: 0.983 | MW: 464.9 | LogP: 2.23,LOWEST ATTR (ACTIVE): CHEMBL5270895 | SMILES: CCNC1CN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN(C4=CC(N)=C(F)C=C4CO)C3=C2Cl)C1 | Attribution: 0.247 | Prediction: 0.973 | MW: 478.9 | LogP: 2.49,,
49,206970,NOCC1=CC(=O)C(O)=CN1O,6,6,0,0,0,0.2532,0.3741,100.00,6,6,100.0,0.167,0.374,HIGHEST ATTR (ACTIVE): CHEMBL3763520 | SMILES: CC1(C)[C@H](NC(=O)/C(=N\OCC2=CC(=O)C(O)=CN2O)C2=CSC(N)=N2)C(=O)N1S(=O)(=O)O | Attribution: 0.374 | Prediction: 0.975 | MW: 502.5 | LogP: -1.34,LOWEST ATTR (ACTIVE): CHEMBL43018 | SMILES: NC1=NC(/C(=N/OCC2=CC(=O)C(O)=CN2O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSC4=CN=NS4)SC[C@H]23)=CS1 | Attribution: 0.167 | Prediction: 0.973 | MW: 638.7 | LogP: 0.13,,
50,205464,C=N/C1=CC=C(N2CCOCC2)C(F)=C1,6,6,0,0,0,0.2285,0.2591,100.00,6,6,100.0,0.197,0.259,HIGHEST ATTR (ACTIVE): CHEMBL3393393 | SMILES: COC1=CC=C(/C=N/C2=CC=C(N3CCOCC3)C(F)=C2)C=C1OC | Attribution: 0.259 | Prediction: 0.503 | MW: 344.4 | LogP: 3.43,LOWEST ATTR (ACTIVE): CHEMBL3393396 | SMILES: CC1=CC=CC2=CC(/C=N/C3=CC=C(N4CCOCC4)C(F)=C3)=C(Cl)N=C12 | Attribution: 0.197 | Prediction: 0.496 | MW: 383.9 | LogP: 4.92,,
51,205750,C[C@@](C)(C(=O)NO)S(C)(=O)=O,6,6,0,0,0,0.1842,0.3737,100.00,4,6,66.7,0.057,0.374,HIGHEST ATTR (ACTIVE): CHEMBL4472717 | SMILES: C[C@@](C[C@H]1CC(C2=CC=C(Br)C=C2)=NO1)(C(=O)NO)S(C)(=O)=O | Attribution: 0.374 | Prediction: 0.977 | MW: 405.3 | LogP: 1.64,LOWEST ATTR (ACTIVE): CHEMBL4437188 | SMILES: C[C@@](C[C@H]1CN(C2=CC=C(C#CC3CC3)C=C2)C(=O)O1)(C(=O)NO)S(C)(=O)=O | Attribution: 0.057 | Prediction: 0.993 | MW: 406.5 | LogP: 1.47,,
52,207137,C[C@](COC(=O)CC1=CC=C(O)C(O)=C1)(CC(=O)O)S(=O)=O,6,6,0,0,0,0.1786,0.2076,100.00,6,6,100.0,0.158,0.208,HIGHEST ATTR (ACTIVE): CHEMBL4470481 | SMILES: COC1=CC=NC(/C=C2/C(=O)N3[C@@H](C(=O)O)[C@](C)(COC(=O)CC4=CC=C(O)C(O)=C4)S(=O)(=O)[C@H]23)=C1OC | Attribution: 0.208 | Prediction: 0.937 | MW: 548.5 | LogP: 0.49,LOWEST ATTR (ACTIVE): CHEMBL4434716 | SMILES: CN1C=C(C2=CC=NC(/C=C3/C(=O)N4[C@@H](C(=O)O)[C@](C)(COC(=O)CC5=CC=C(O)C(O)=C5)S(=O)(=O)[C@H]34)=C2)C=N1 | Attribution: 0.158 | Prediction: 0.945 | MW: 568.6 | LogP: 0.87,,
53,208492,CC(C)(N)[C@H](NC=O)C(=O)NO,6,6,0,0,0,0.1410,0.3808,100.00,1,6,16.7,0.089,0.381,HIGHEST ATTR (ACTIVE): CHEMBL4097399 | SMILES: CC#CCOC1=CC=C(C(=O)N[C@H](C(=O)NO)C(C)(C)N)C=C1 | Attribution: 0.381 | Prediction: 0.889 | MW: 319.4 | LogP: 0.43,LOWEST ATTR (ACTIVE): CHEMBL4215305 | SMILES: CC(C)(N)[C@H](NC(=O)C1=CC=C(C#CC#CC2CC2)C=C1F)C(=O)NO | Attribution: 0.089 | Prediction: 0.988 | MW: 357.4 | LogP: 0.93,,
54,207229,N#CC1=CC=CC=C1C1=CC=C(CN)C=C1,6,6,0,0,0,0.1334,0.1667,100.00,5,6,83.3,0.094,0.167,HIGHEST ATTR (ACTIVE): CHEMBL3814562 | SMILES: N#CC1=CC=CC=C1C1=CC=C(CNC2=CC=C(C(F)(F)F)C=C2)C=C1 | Attribution: 0.167 | Prediction: 0.643 | MW: 352.4 | LogP: 5.86,LOWEST ATTR (ACTIVE): CHEMBL3814475 | SMILES: N#CC1=CC=CC=C1C1=CC=C(CNC2=CC=CC=C2[N+](=O)[O-])C=C1 | Attribution: 0.094 | Prediction: 0.475 | MW: 329.4 | LogP: 4.75,,
55,207139,C=C1/C(=O)N2[C@@H](C(=O)O)[C@](C)(COC(=O)CC3=CC=C(O)C(O)=C3)S(=O)(=O)[C@H]12,6,6,0,0,0,0.1329,0.1733,100.00,4,6,66.7,0.068,0.173,HIGHEST ATTR (ACTIVE): CHEMBL4572192 | SMILES: C[C@]1(COC(=O)CC2=CC=C(O)C(O)=C2)[C@H](C(=O)O)N2C(=O)/C(=C/C3=CC4=CC=CC=C4C=N3)[C@H]2S1(=O)=O | Attribution: 0.173 | Prediction: 0.942 | MW: 538.5 | LogP: 1.62,LOWEST ATTR (ACTIVE): CHEMBL4591213 | SMILES: C[C@]1(COC(=O)CC2=CC=C(O)C(O)=C2)[C@H](C(=O)O)N2C(=O)/C(=C/C3=NC=CC4=C3SC=C4)[C@H]2S1(=O)=O | Attribution: 0.068 | Prediction: 0.942 | MW: 544.6 | LogP: 1.69,,
56,157406,CCCCC(CC(=O)NO)S(=O)=O,5,5,0,0,0,0.3808,0.3808,100.00,5,5,100.0,0.381,0.381,HIGHEST ATTR (ACTIVE): CHEMBL78001 | SMILES: CCCCC(CC(=O)NO)S(=O)(=O)C1=CC=C2C=CC=CC2=C1 | Attribution: 0.381 | Prediction: 0.678 | MW: 335.4 | LogP: 3.07,LOWEST ATTR (ACTIVE): CHEMBL76782 | SMILES: CCCCC(CC(=O)NO)S(=O)(=O)C1=CC=C(Br)C=C1 | Attribution: 0.381 | Prediction: 0.668 | MW: 364.3 | LogP: 2.68,,
57,209061,O=C1CC2=CC=C(Br)C=C2N1,5,5,0,0,0,0.3786,0.3808,100.00,5,5,100.0,0.370,0.381,HIGHEST ATTR (ACTIVE): CHEMBL5268647 | SMILES: O=C1NC2=CC(Br)=CC=C2/C1=C1/NC2=C(Br)C=CC=C2/C1=N\O | Attribution: 0.381 | Prediction: 0.902 | MW: 435.1 | LogP: 4.18,LOWEST ATTR (ACTIVE): CHEMBL5268972 | SMILES: O=C1NC2=CC(Br)=CC=C2/C1=C1/NC2=C(F)C=CC=C2/C1=N\O | Attribution: 0.370 | Prediction: 0.894 | MW: 374.2 | LogP: 3.56,,
58,214841,CC(C)(ON)C(=O)[O-],5,5,0,0,0,0.3772,0.3808,100.00,5,5,100.0,0.363,0.381,HIGHEST ATTR (ACTIVE): CHEMBL315018 | SMILES: CC(C)(O/N=C(\C(=O)N[C@H]1CN(S(=O)(=O)[O-])C1=O)C1=CSC(N)=N1)C(=O)[O-] | Attribution: 0.381 | Prediction: 0.995 | MW: 419.4 | LogP: -3.24,LOWEST ATTR (ACTIVE): CHEMBL2103872 | SMILES: CN1C(N)=C(NC(=O)NCCN)C=[N+]1CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])C3=NSC(N)=N3)[C@H]2SC1 | Attribution: 0.363 | Prediction: 0.950 | MW: 666.7 | LogP: -3.90,,
59,205161,COC1=CC=CC=C1/C=N/NC(N)=O,5,5,0,0,0,0.3769,0.3808,100.00,5,5,100.0,0.370,0.381,HIGHEST ATTR (ACTIVE): CHEMBL5434652 | SMILES: NC(=O)N/N=C/C1=CC=CC=C1OCC1=CN(C2=CC=CC=C2)N=N1 | Attribution: 0.381 | Prediction: 0.701 | MW: 336.4 | LogP: 1.85,LOWEST ATTR (ACTIVE): CHEMBL5395252 | SMILES: COC1=CC=C(N2C=C(COC3=CC=CC=C3/C=N/NC(N)=O)N=N2)C=C1 | Attribution: 0.370 | Prediction: 0.677 | MW: 366.4 | LogP: 1.86,,
60,208617,CCC[C@@]1(C)CCCC2=CC(C(C)C)=CC=C21,5,5,0,0,0,0.3689,0.3789,100.00,5,5,100.0,0.344,0.379,HIGHEST ATTR (ACTIVE): CHEMBL5426758 | SMILES: CCOC(=O)C1=CC=C(C[C@@]2(CNC(=O)C3=CC=CC=N3)CCC[C@]3(C)C4=CC=C(C(C)C)C=C4CC[C@@H]23)C=C1 | Attribution: 0.379 | Prediction: 0.942 | MW: 538.7 | LogP: 7.04,LOWEST ATTR (ACTIVE): CHEMBL5395483 | SMILES: CC1=CC=C(C[C@@]2(CNC(=O)C3=CC=CC=N3)CCC[C@]3(C)C4=CC=C(C(C)C)C=C4CC[C@@H]23)C=C1C | Attribution: 0.344 | Prediction: 0.966 | MW: 494.7 | LogP: 7.48,,
61,219577,C[C@@](C[C@H]1CC=NO1)(C(=O)NO)S(C)(=O)=O,5,5,0,0,0,0.3621,0.3808,100.00,5,5,100.0,0.287,0.381,HIGHEST ATTR (ACTIVE): CHEMBL4462003 | SMILES: CC#CC1=CC=C(C2=NO[C@@H](C[C@](C)(C(=O)NO)S(C)(=O)=O)C2)C=C1 | Attribution: 0.381 | Prediction: 0.993 | MW: 364.4 | LogP: 1.25,LOWEST ATTR (ACTIVE): CHEMBL4471512 | SMILES: C[C@@](C[C@H]1CC(C2=CC=C(C#CC3CC3)C=C2)=NO1)(C(=O)NO)S(C)(=O)=O | Attribution: 0.287 | Prediction: 0.993 | MW: 390.5 | LogP: 1.64,,
62,210477,N-CNCC1=CC=CC=C1Cl,5,5,0,0,0,0.3406,0.3808,100.00,5,5,100.0,0.256,0.381,HIGHEST ATTR (ACTIVE): CHEMBL1081531 | SMILES: CS(=O)(=O)C1=CC(C(N)=O)=CC2=C1N(C[C@H]1CCCCC[C@H]1O)C(NCC1=CC=CC=C1Cl)=N2 | Attribution: 0.381 | Prediction: 0.868 | MW: 505.0 | LogP: 3.75,LOWEST ATTR (ACTIVE): CHEMBL1080133 | SMILES: C[S+]([O-])C1=CC(C(N)=O)=CC2=C1N(C[C@H]1CCCCC[C@H]1O)C(NCC1=CC=CC=C1Cl)=N2 | Attribution: 0.256 | Prediction: 0.731 | MW: 489.0 | LogP: 4.08,,
63,210598,CC1=CC=CC(OC)=C1C,5,5,0,0,0,0.3118,0.3536,100.00,5,5,100.0,0.280,0.354,HIGHEST ATTR (ACTIVE): CHEMBL4560938 | SMILES: COC1=CC=CC=C1CN1C(=O)C2=CC3=CC=CC(OC)=C3C=C2C1=O | Attribution: 0.354 | Prediction: 0.826 | MW: 347.4 | LogP: 3.65,LOWEST ATTR (ACTIVE): CHEMBL4472204 | SMILES: CCCCCCN1C(=O)C2=CC3=CC=CC(OC)=C3C=C2C1=O | Attribution: 0.280 | Prediction: 0.649 | MW: 311.4 | LogP: 4.02,,
64,211640,NCCSC(=CC(=O)O)S,5,5,0,0,0,0.3052,0.3249,100.00,5,5,100.0,0.274,0.325,HIGHEST ATTR (ACTIVE): CHEMBL313557 | SMILES: CC(O)[C@@H]1C(=O)N2C(C(=O)O)=C(SCCN)SC12 | Attribution: 0.325 | Prediction: 0.993 | MW: 290.4 | LogP: -0.16,LOWEST ATTR (ACTIVE): CHEMBL86105 | SMILES: NCCSC1=C(C(=O)O)N2C(=O)[C@H](CO)C2S1 | Attribution: 0.274 | Prediction: 0.986 | MW: 276.3 | LogP: -0.54,,
65,209916,C-CCN1C=NN=N1,5,5,0,0,0,0.2712,0.2918,100.00,5,5,100.0,0.246,0.292,HIGHEST ATTR (ACTIVE): CHEMBL4739934 | SMILES: CC1(C)CCC2=C(CN3C=NN=N3)C=C3C(OCC4=CC=C([N+](=O)[O-])C=C4)=CC=CC3=C2O1 | Attribution: 0.292 | Prediction: 0.913 | MW: 445.5 | LogP: 4.47,LOWEST ATTR (ACTIVE): CHEMBL4745847 | SMILES: C=CC(=O)NC1=CC=C(COC2=CC=CC3=C4OC(C)(C)CCC4=C(CN4C=NN=N4)C=C23)C=C1 | Attribution: 0.246 | Prediction: 0.905 | MW: 469.5 | LogP: 4.68,,
66,214819,CC(C)C1=CC=C2C(=C1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,5,5,0,0,0,0.2634,0.2780,100.00,5,5,100.0,0.211,0.278,HIGHEST ATTR (ACTIVE): CHEMBL5424520 | SMILES: CC(C)C1=CC=C2C(=C1)CC[C@H]1[C@@](CN)(CC3=CC=C(C(C)(C)C)C=C3)CCC[C@]21C | Attribution: 0.278 | Prediction: 0.958 | MW: 417.7 | LogP: 7.30,LOWEST ATTR (ACTIVE): CHEMBL5406901 | SMILES: CC(C)C1=CC=C2C(=C1)CC[C@H]1[C@@](CN)(CC3=CC=C(Cl)C=C3)CCC[C@]21C | Attribution: 0.211 | Prediction: 0.930 | MW: 396.0 | LogP: 6.66,,
67,217820,CN1N=NN=C1SCC(O)CNC=O,5,5,0,0,0,0.2511,0.2632,100.00,5,5,100.0,0.237,0.263,HIGHEST ATTR (ACTIVE): CHEMBL5405714 | SMILES: CN1N=NN=C1SCC(O)CN1C(=O)/C(=N\NC2=CC=C(C(=O)O)C=C2)C2=CC=CC=C21 | Attribution: 0.263 | Prediction: 0.987 | MW: 453.5 | LogP: 1.22,LOWEST ATTR (ACTIVE): CHEMBL5402827 | SMILES: CN1N=NN=C1SCC(O)CN1C(=O)/C(=N\NC2=CC=C(Cl)C=C2)C2=CC=CC=C21 | Attribution: 0.237 | Prediction: 0.977 | MW: 443.9 | LogP: 2.18,,
68,209772,NC[C@H](O)C1=CC=CC=C1,5,5,0,0,0,0.2473,0.2745,100.00,5,5,100.0,0.222,0.275,HIGHEST ATTR (ACTIVE): CHEMBL4445556 | SMILES: NC[C@H](OC1=NOC2=CC=C(C3=CC=CC=C3Cl)C=C12)C1=CC=CC=C1 | Attribution: 0.275 | Prediction: 0.855 | MW: 364.8 | LogP: 5.23,LOWEST ATTR (ACTIVE): CHEMBL4588294 | SMILES: NC[C@H](OC1=NNC2=CC=C(C3=CC=CC=C3Cl)C=C12)C1=CC=CC=C1 | Attribution: 0.222 | Prediction: 0.628 | MW: 363.8 | LogP: 4.96,,
69,205873,CC1=CC=C2NC(NCCC#N)=NC2=N1,5,5,0,0,0,0.2472,0.2797,100.00,5,5,100.0,0.221,0.280,HIGHEST ATTR (ACTIVE): CHEMBL4100919 | SMILES: CC1=CC=C2NC(N[C@H](CC#N)C3=CC=CC(Cl)=C3)=NC2=N1 | Attribution: 0.280 | Prediction: 0.793 | MW: 311.8 | LogP: 3.99,LOWEST ATTR (ACTIVE): CHEMBL4090736 | SMILES: COC(=O)N1CCC(SC2=CC=CC([C@@H](CC#N)NC3=NC4=NC(C)=CC=C4N3)=C2)CC1 | Attribution: 0.221 | Prediction: 0.897 | MW: 450.6 | LogP: 4.66,,
70,205546,N#CC1=CC=CC=C1C(/N=N)C(N)=O,5,5,0,0,0,0.2443,0.2535,100.00,5,5,100.0,0.236,0.253,HIGHEST ATTR (ACTIVE): CHEMBL2334104 | SMILES: N#CC1=CC=CC=C1C(/N=N/C1=CC=C([N+](=O)[O-])C=C1)C(N)=O | Attribution: 0.253 | Prediction: 0.977 | MW: 309.3 | LogP: 2.78,LOWEST ATTR (ACTIVE): CHEMBL2334128 | SMILES: N#CC1=CC=CC=C1C(/N=N/C1=CC=C(Cl)C=C1)C(N)=O | Attribution: 0.236 | Prediction: 0.977 | MW: 298.7 | LogP: 3.52,,
71,209081,NC(=O)NC1=CC=C2C=CNC2=C1,5,5,0,0,0,0.2135,0.3033,100.00,5,5,100.0,0.105,0.303,HIGHEST ATTR (ACTIVE): CHEMBL4439736 | SMILES: O=C(NC1=CC(Cl)=C(Br)C(Cl)=C1)NC1=CC=C2C=CNC2=C1 | Attribution: 0.303 | Prediction: 0.869 | MW: 399.1 | LogP: 5.88,LOWEST ATTR (ACTIVE): CHEMBL4466647 | SMILES: CCCCC1=CC=C(NC(=O)NC2=CC=C3C=CNC3=C2)C=C1 | Attribution: 0.105 | Prediction: 0.571 | MW: 307.4 | LogP: 5.15,,
72,210895,CC1=NOC(NS(=O)(=O)C2=CC=CC=C2)=C1C,5,5,0,0,0,0.2096,0.2357,100.00,5,5,100.0,0.138,0.236,HIGHEST ATTR (ACTIVE): CHEMBL3323277 | SMILES: CC1=NOC(NS(=O)(=O)C2=CC=C(N3C(S)=C(C#N)C(C4=CC=CN=C4)=C(C#N)C3=O)C=C2)=C1C | Attribution: 0.236 | Prediction: 0.920 | MW: 504.6 | LogP: 3.34,LOWEST ATTR (ACTIVE): CHEMBL3323272 | SMILES: CC1=C(C#N)C(=O)N(C2=CC=C(S(=O)(=O)NC3=C(C)C(C)=NO3)C=C2)C(C)=C1 | Attribution: 0.138 | Prediction: 0.591 | MW: 398.4 | LogP: 2.73,,
73,216167,NC(=O)NC1=CC=C2NC=CC2=C1,5,5,0,0,0,0.2087,0.3000,100.00,5,5,100.0,0.102,0.300,HIGHEST ATTR (ACTIVE): CHEMBL4516444 | SMILES: O=C(NC1=CC(Cl)=C(Br)C(Cl)=C1)NC1=CC=C2NC=CC2=C1 | Attribution: 0.300 | Prediction: 0.876 | MW: 399.1 | LogP: 5.88,LOWEST ATTR (ACTIVE): CHEMBL4526560 | SMILES: CCCCC1=CC=C(NC(=O)NC2=CC=C3NC=CC3=C2)C=C1 | Attribution: 0.102 | Prediction: 0.578 | MW: 307.4 | LogP: 5.15,,
74,212489,N#CC1=CC=CC=C1C(C#N)/N=N,5,5,0,0,0,0.2028,0.2107,100.00,5,5,100.0,0.186,0.211,HIGHEST ATTR (ACTIVE): CHEMBL2334126 | SMILES: N#CC1=CC=CC=C1C(C#N)/N=N/C1=CC=C([N+](=O)[O-])C=C1 | Attribution: 0.211 | Prediction: 0.985 | MW: 291.3 | LogP: 3.82,LOWEST ATTR (ACTIVE): CHEMBL2334123 | SMILES: N#CC1=CC=CC=C1C(C#N)/N=N/C1=CC=C(Cl)C=C1 | Attribution: 0.186 | Prediction: 0.985 | MW: 280.7 | LogP: 4.56,,
75,206308,NC(=O)NCC1=CNC2=CC=CC=C12,5,5,0,0,0,0.1998,0.2713,100.00,5,5,100.0,0.127,0.271,HIGHEST ATTR (ACTIVE): CHEMBL4442924 | SMILES: O=C(NCC1=CNC2=CC=CC=C12)NC1=CC(Cl)=C(Br)C(Cl)=C1 | Attribution: 0.271 | Prediction: 0.926 | MW: 413.1 | LogP: 5.56,LOWEST ATTR (ACTIVE): CHEMBL4446193 | SMILES: CCCCC1=CC=C(NC(=O)NCC2=CNC3=CC=CC=C23)C=C1 | Attribution: 0.127 | Prediction: 0.681 | MW: 321.4 | LogP: 4.83,,
76,209802,NC(=O)NCCC1=CNC2=CC=CC=C12,5,5,0,0,0,0.1834,0.2551,100.00,5,5,100.0,0.102,0.255,HIGHEST ATTR (ACTIVE): CHEMBL4467410 | SMILES: O=C(NCCC1=CNC2=CC=CC=C12)NC1=CC(Cl)=C(Br)C(Cl)=C1 | Attribution: 0.255 | Prediction: 0.921 | MW: 427.1 | LogP: 5.60,LOWEST ATTR (ACTIVE): CHEMBL4579707 | SMILES: CCCCC1=CC=C(NC(=O)NCCC2=CNC3=CC=CC=C23)C=C1 | Attribution: 0.102 | Prediction: 0.702 | MW: 335.5 | LogP: 4.87,,
77,206048,C=NN(S(=O)(=O)CCC)BO,5,5,0,0,0,0.1818,0.2436,100.00,5,5,100.0,0.110,0.244,HIGHEST ATTR (ACTIVE): CHEMBL174539 | SMILES: CCCS(=O)(=O)N1N=CC2=C(C=C(C)S2)B1O | Attribution: 0.244 | Prediction: 0.932 | MW: 272.2 | LogP: 0.13,LOWEST ATTR (ACTIVE): CHEMBL171951 | SMILES: CCCS(=O)(=O)N1N=CC2=CC(Cl)=CC=C2B1O | Attribution: 0.110 | Prediction: 0.814 | MW: 286.5 | LogP: 0.42,,
78,208446,CC(-N)-NCCC(=O)N/N=C/C1=C(O)C=CC2=CC=CC=C12,5,5,0,0,0,0.1705,0.2387,100.00,4,5,80.0,0.040,0.239,HIGHEST ATTR (ACTIVE): CHEMBL2431381 | SMILES: CC1=NC2=CC=NC=C2N1CCC(=O)N/N=C/C1=C(O)C=CC2=CC=CC=C12 | Attribution: 0.239 | Prediction: 0.813 | MW: 373.4 | LogP: 3.14,LOWEST ATTR (ACTIVE): CHEMBL2431387 | SMILES: CC1=NC2=CC(Cl)=C(Cl)C=C2N1CCC(=O)N/N=C/C1=C(O)C=CC2=CC=CC=C12 | Attribution: 0.040 | Prediction: 0.719 | MW: 441.3 | LogP: 5.05,,
