"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","max_attribution","activity_rate_percent","positive_appearances","total_appearances","positive_consistency_percent","min_attribution_ever","max_attribution_ever","highest_attribution_example","lowest_attribution_example","inactive_positive_attribution_example","active_negative_attribution_example"
388,32620,C1=CC=C(C(C2=CC3=CC=CC=C3OC2)C2=CC=CN2)C=C1,15,15,0,0,0,0.6831,0.7525,100.00,15,15,100.0,0.524,0.753,HIGHEST ATTR (ACTIVE): CHEMBL234055 | SMILES: O=C(OCCC1=C(C(C2=CC=C(OC(F)(F)F)C=C2)C2=C(O)C3=CC=CC=C3OC2=O)NC2=CC=CC=C12)C1=CC=CC=C1 | Attribution: 0.753 | Prediction: 0.960 | MW: 599.6 | LogP: 7.46,LOWEST ATTR (ACTIVE): CHEMBL389570 | SMILES: CSC1=CC=C(C(C2=C(CCOC(=O)C3=CC=CC=C3)C3=CC=CC=C3N2)C2=C(O)C3=CC=CC=C3OC2=O)C=C1 | Attribution: 0.524 | Prediction: 0.975 | MW: 561.7 | LogP: 7.28,,
389,34952,C1=CC2=C(N(C=CC3=CC=CC=C3)C1)N(C1CC1)C=CC2,15,15,0,0,0,0.6731,0.6946,100.00,15,15,100.0,0.635,0.695,HIGHEST ATTR (ACTIVE): CHEMBL5276474 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(Cl)C=C4)=CN23)C1=O | Attribution: 0.695 | Prediction: 0.997 | MW: 412.8 | LogP: 4.46,LOWEST ATTR (ACTIVE): CHEMBL5282234 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=CC([N+](=O)[O-])=C4)=CN23)C1=O | Attribution: 0.635 | Prediction: 0.994 | MW: 423.4 | LogP: 3.71,,
390,38535,C1NCC2(CN1)CC1=CC3=C(C=C1NC2)ON=C3N1CSCC1,15,15,0,0,0,0.6670,0.6942,100.00,15,15,100.0,0.587,0.694,HIGHEST ATTR (ACTIVE): CHEMBL4573886 | SMILES: C[C@@H]1CN2C3=C(C=C4C(N5C[C@H](CS(C)(=O)=O)SC5=O)=NOC4=C3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1 | Attribution: 0.694 | Prediction: 0.990 | MW: 581.6 | LogP: 0.94,LOWEST ATTR (ACTIVE): CHEMBL4460925 | SMILES: C[C@@H]1CN2C3=C(C=C4C(N5C(=O)S[C@@H]6CCCC[C@@H]65)=NOC4=C3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1 | Attribution: 0.587 | Prediction: 0.963 | MW: 543.6 | LogP: 2.84,,
391,32616,C1=CC=C(C(C2=CC3=CC=CC=C3OC2)C2=CC3=CC=CC=C3N2)C=C1,15,15,0,0,0,0.6669,0.7392,100.00,15,15,100.0,0.513,0.739,HIGHEST ATTR (ACTIVE): CHEMBL234055 | SMILES: O=C(OCCC1=C(C(C2=CC=C(OC(F)(F)F)C=C2)C2=C(O)C3=CC=CC=C3OC2=O)NC2=CC=CC=C12)C1=CC=CC=C1 | Attribution: 0.739 | Prediction: 0.960 | MW: 599.6 | LogP: 7.46,LOWEST ATTR (ACTIVE): CHEMBL389570 | SMILES: CSC1=CC=C(C(C2=C(CCOC(=O)C3=CC=CC=C3)C3=CC=CC=C3N2)C2=C(O)C3=CC=CC=C3OC2=O)C=C1 | Attribution: 0.513 | Prediction: 0.975 | MW: 561.7 | LogP: 7.28,,
392,15205,C1=CC2=C(NC1)NN=C2C1=CN=CS1,16,15,1,0,0,0.6625,0.7390,93.75,16,16,100.0,0.246,0.739,HIGHEST ATTR (ACTIVE): CHEMBL3810223 | SMILES: CCCN1C(=O)C=CC2=C1NN=C2C1=CN=C(C2=CC=C(N3CCN(C)CC3)N=C2)S1 | Attribution: 0.739 | Prediction: 0.966 | MW: 435.6 | LogP: 3.07,LOWEST ATTR (INACTIVE): CHEMBL3810190 | SMILES: CCN1C(=O)C(CO)=CC2=C1NN=C2C1=CN=C(C2=CC=CN=C2)S1 | Attribution: 0.246 | Prediction: 0.135 | MW: 353.4 | LogP: 2.42,INACTIVE w/ POS ATTR: CHEMBL3810190 | SMILES: CCN1C(=O)C(CO)=CC2=C1NN=C2C1=CN=C(C2=CC=CN=C2)S1 | Attribution: 0.246 | Prediction: 0.135 | MW: 353.4,
393,34944,C(=CC1=CC=CC=C1)NC1=CCC=CN1C1CC1,15,15,0,0,0,0.6580,0.6838,100.00,15,15,100.0,0.617,0.684,HIGHEST ATTR (ACTIVE): CHEMBL5290301 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C([N+](=O)[O-])C=C4)=CN23)C1=O | Attribution: 0.684 | Prediction: 0.994 | MW: 423.4 | LogP: 3.71,LOWEST ATTR (ACTIVE): CHEMBL5281812 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=CC=C4F)=CN23)C1=O | Attribution: 0.617 | Prediction: 0.997 | MW: 396.4 | LogP: 3.94,,
394,15752,C1=CC2=C[N+]3=C4C(=C2C=C1)C=CC1=C2OCOC2=CC(=C14)CC3,15,15,0,0,0,0.6536,0.7522,100.00,15,15,100.0,0.550,0.752,HIGHEST ATTR (ACTIVE): CHEMBL4464501 | SMILES: C=CCC1=C2C(OC)=C(OC)C=CC2=C2C=CC3=C4OCOC4=CC4=C3C2=[N+]1CC4 | Attribution: 0.752 | Prediction: 0.967 | MW: 400.5 | LogP: 4.46,LOWEST ATTR (ACTIVE): CHEMBL4461472 | SMILES: CCCC1=CC2=C3C=CC(OC)=C(OC)C3=C[N+]3=C2C2=C(C=C4OCOC4=C12)CC3 | Attribution: 0.550 | Prediction: 0.874 | MW: 402.5 | LogP: 4.69,,
395,24082,C1=CC2=C(NC1)SC=N2,16,15,1,0,0,0.6515,0.7616,93.75,15,16,93.8,-0.044,0.762,HIGHEST ATTR (ACTIVE): CHEMBL3114210 | SMILES: CCNC(=O)NC1=NC2=C(S1)N(C(C)C)C(=O)C(C1=CC3=NC=NN3C=C1)=C2 | Attribution: 0.762 | Prediction: 0.971 | MW: 397.5 | LogP: 2.89,LOWEST ATTR (INACTIVE): CHEMBL3114204 | SMILES: CCNC(=O)NC1=NC2=C(S1)N(C(C)C)C(=O)C(C1=CC=C(C3=NN=NN3C)N=C1)=C2 | Attribution: -0.044 | Prediction: 0.340 | MW: 439.5 | LogP: 2.43,,
396,7331,C(CC1=CNC2=CC=CC=C12)NCCNC1=CC=C(N2COCC2)C=C1,15,15,0,0,0,0.6506,0.7340,100.00,15,15,100.0,0.468,0.734,HIGHEST ATTR (ACTIVE): CHEMBL520383 | SMILES: O=C(C(=O)N1CCN(C2=CC=C(N3C[C@H](CNC(=O)C(F)F)OC3=O)C=C2F)CC1)C1=CNC2=CC=C(Br)C=C12 | Attribution: 0.734 | Prediction: 0.978 | MW: 622.4 | LogP: 3.31,LOWEST ATTR (ACTIVE): CHEMBL488728 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=CNC5=CC=C([N+](=O)[O-])C=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.468 | Prediction: 0.933 | MW: 552.5 | LogP: 2.21,,
397,15756,C1=CC2=C[N+]=C3C4=CC=C5OCOC5=C4C=CC3=C2C=C1,15,15,0,0,0,0.6435,0.7401,100.00,15,15,100.0,0.552,0.740,HIGHEST ATTR (ACTIVE): CHEMBL4464501 | SMILES: C=CCC1=C2C(OC)=C(OC)C=CC2=C2C=CC3=C4OCOC4=CC4=C3C2=[N+]1CC4 | Attribution: 0.740 | Prediction: 0.967 | MW: 400.5 | LogP: 4.46,LOWEST ATTR (ACTIVE): CHEMBL4461472 | SMILES: CCCC1=CC2=C3C=CC(OC)=C(OC)C3=C[N+]3=C2C2=C(C=C4OCOC4=C12)CC3 | Attribution: 0.552 | Prediction: 0.874 | MW: 402.5 | LogP: 4.69,,
398,7333,C(CN1CCN(C2=CC=C(N3COCC3)C=C2)CC1)C1=CNC2=CC=CC=C12,15,15,0,0,0,0.6414,0.7408,100.00,15,15,100.0,0.422,0.741,HIGHEST ATTR (ACTIVE): CHEMBL520383 | SMILES: O=C(C(=O)N1CCN(C2=CC=C(N3C[C@H](CNC(=O)C(F)F)OC3=O)C=C2F)CC1)C1=CNC2=CC=C(Br)C=C12 | Attribution: 0.741 | Prediction: 0.978 | MW: 622.4 | LogP: 3.31,LOWEST ATTR (ACTIVE): CHEMBL488728 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=CNC5=CC=C([N+](=O)[O-])C=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.422 | Prediction: 0.933 | MW: 552.5 | LogP: 2.21,,
399,15735,C1OCCN1C1=CC=C(N2CC3=CC=CN=C3C2)C=C1,19,15,4,0,0,0.6338,0.7616,78.95,18,19,94.7,-0.081,0.762,HIGHEST ATTR (ACTIVE): CHEMBL213223 | SMILES: C/C(=N\C#N)NC[C@H]1CN(C2=CC=C(N3CC4=CC=CN=C4C3)C(F)=C2)C(=O)O1 | Attribution: 0.762 | Prediction: 0.980 | MW: 394.4 | LogP: 2.56,LOWEST ATTR (INACTIVE): CHEMBL386452 | SMILES: N#CC1=CC=C(OC[C@H]2CN(C3=CC=C(N4CC5=CC=CN=C5C4)C(F)=C3)C(=O)O2)N=C1 | Attribution: -0.081 | Prediction: 0.102 | MW: 431.4 | LogP: 3.41,INACTIVE w/ POS ATTR: CHEMBL213165 | SMILES: CC1=CC=CC(OC[C@H]2CN(C3=CC=C(N4CC5=CC=CN=C5C4)C(F)=C3)C(=O)O2)=N1 | Attribution: 0.432 | Prediction: 0.139 | MW: 420.4,
400,34937,C(=CC1=CC=CC=C1)NC1=CCC=CN1,15,15,0,0,0,0.6294,0.6595,100.00,15,15,100.0,0.587,0.660,HIGHEST ATTR (ACTIVE): CHEMBL5283142 | SMILES: NC1=CC=C(C2=CN3C4=C(C=C(F)C3N=N2)C(=O)C(C(=O)O)=CN4C2CC2)C=C1 | Attribution: 0.660 | Prediction: 0.994 | MW: 393.4 | LogP: 3.38,LOWEST ATTR (ACTIVE): CHEMBL5281812 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=CC=C4F)=CN23)C1=O | Attribution: 0.587 | Prediction: 0.997 | MW: 396.4 | LogP: 3.94,,
401,7324,C(CNCCNC1=CC=C(N2COCC2)C=C1)CC1=CC=CC=C1,15,15,0,0,0,0.6178,0.7575,100.00,15,15,100.0,0.443,0.757,HIGHEST ATTR (ACTIVE): CHEMBL489378 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=C(C)NC5=CC=CC=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.757 | Prediction: 0.969 | MW: 521.5 | LogP: 2.61,LOWEST ATTR (ACTIVE): CHEMBL488728 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=CNC5=CC=C([N+](=O)[O-])C=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.443 | Prediction: 0.933 | MW: 552.5 | LogP: 2.21,,
402,34938,C1=CCNC(=C1)NC1CC1,15,15,0,0,0,0.6156,0.6636,100.00,15,15,100.0,0.571,0.664,HIGHEST ATTR (ACTIVE): CHEMBL5276256 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(O)C=C4)=CN23)C1=O | Attribution: 0.664 | Prediction: 0.993 | MW: 394.4 | LogP: 3.51,LOWEST ATTR (ACTIVE): CHEMBL5276474 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(Cl)C=C4)=CN23)C1=O | Attribution: 0.571 | Prediction: 0.997 | MW: 412.8 | LogP: 4.46,,
403,3792,C1C=CCC2=C1NCC1=CC=CC=C21,18,15,3,0,0,0.6153,0.7409,83.33,17,18,94.4,-0.017,0.741,HIGHEST ATTR (ACTIVE): CHEMBL3323188 | SMILES: CN1C2=C(C(=O)C3=CC=CC=C3C2=O)C2=CC=CC=C2C1=O | Attribution: 0.741 | Prediction: 0.574 | MW: 289.3 | LogP: 2.31,LOWEST ATTR (INACTIVE): CHEMBL3323200 | SMILES: O=C1C2=CC=CC=C2C(=O)C2=C1C1=CC=CC=C1C(=O)N2CC1=CC=C(C(F)(F)F)C=C1 | Attribution: -0.017 | Prediction: 0.172 | MW: 433.4 | LogP: 4.84,INACTIVE w/ POS ATTR: CHEMBL3323194 | SMILES: COC(=O)CN1C2=C(C(=O)C3=CC=CC=C3C2=O)C2=CC=CC=C2C1=O | Attribution: 0.730 | Prediction: 0.403 | MW: 347.3,
404,15209,C1=CN=CC(C2=NC=C(C3=NNC4=C3C=CCN4)S2)=C1,16,15,1,0,0,0.6047,0.7224,93.75,15,16,93.8,0.094,0.722,HIGHEST ATTR (ACTIVE): CHEMBL3810223 | SMILES: CCCN1C(=O)C=CC2=C1NN=C2C1=CN=C(C2=CC=C(N3CCN(C)CC3)N=C2)S1 | Attribution: 0.722 | Prediction: 0.966 | MW: 435.6 | LogP: 3.07,LOWEST ATTR (INACTIVE): CHEMBL3810190 | SMILES: CCN1C(=O)C(CO)=CC2=C1NN=C2C1=CN=C(C2=CC=CN=C2)S1 | Attribution: 0.094 | Prediction: 0.135 | MW: 353.4 | LogP: 2.42,INACTIVE w/ POS ATTR: CHEMBL3810190 | SMILES: CCN1C(=O)C(CO)=CC2=C1NN=C2C1=CN=C(C2=CC=CN=C2)S1 | Attribution: 0.094 | Prediction: 0.135 | MW: 353.4,
405,7330,C(CN1CCN(C2=CC=C(N3COCC3)C=C2)CC1)CC1=CC=CC=C1,15,15,0,0,0,0.6012,0.7616,100.00,15,15,100.0,0.390,0.762,HIGHEST ATTR (ACTIVE): CHEMBL489378 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=C(C)NC5=CC=CC=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.762 | Prediction: 0.969 | MW: 521.5 | LogP: 2.61,LOWEST ATTR (ACTIVE): CHEMBL488728 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=CNC5=CC=C([N+](=O)[O-])C=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.390 | Prediction: 0.933 | MW: 552.5 | LogP: 2.21,,
406,34948,C1=CC2N=NC=CN2C(=C1)NC1CC1,15,15,0,0,0,0.5984,0.6679,100.00,15,15,100.0,0.556,0.668,HIGHEST ATTR (ACTIVE): CHEMBL5276256 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(O)C=C4)=CN23)C1=O | Attribution: 0.668 | Prediction: 0.993 | MW: 394.4 | LogP: 3.51,LOWEST ATTR (ACTIVE): CHEMBL5265793 | SMILES: COC1=CC=C(C2=CN3C4=C(C=C(F)C3N=N2)C(=O)C(C(=O)O)=CN4C2CC2)C=C1OC | Attribution: 0.556 | Prediction: 0.995 | MW: 438.4 | LogP: 3.82,,
407,34955,C1=CC2N=NC(C3=CC=CC=C3)=CN2C(=C1)NC1CC1,15,15,0,0,0,0.5978,0.6232,100.00,15,15,100.0,0.564,0.623,HIGHEST ATTR (ACTIVE): CHEMBL5273152 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(Br)C=C4)=CN23)C1=O | Attribution: 0.623 | Prediction: 0.997 | MW: 457.3 | LogP: 4.56,LOWEST ATTR (ACTIVE): CHEMBL5284473 | SMILES: CC1=CC=CC=C1C1=CN2C3=C(C=C(F)C2N=N1)C(=O)C(C(=O)O)=CN3C1CC1 | Attribution: 0.564 | Prediction: 0.995 | MW: 392.4 | LogP: 4.11,,
408,34949,C1=CCN(C=CC2=CC=CC=C2)C(=C1)NC1CC1,15,15,0,0,0,0.5921,0.6378,100.00,15,15,100.0,0.557,0.638,HIGHEST ATTR (ACTIVE): CHEMBL5273152 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(Br)C=C4)=CN23)C1=O | Attribution: 0.638 | Prediction: 0.997 | MW: 457.3 | LogP: 4.56,LOWEST ATTR (ACTIVE): CHEMBL5284473 | SMILES: CC1=CC=CC=C1C1=CN2C3=C(C=C(F)C2N=N1)C(=O)C(C(=O)O)=CN3C1CC1 | Attribution: 0.557 | Prediction: 0.995 | MW: 392.4 | LogP: 4.11,,
409,34950,C1=CC2N=NC(C3=CC=CC=C3)=CN2C=C1,15,15,0,0,0,0.5717,0.5986,100.00,15,15,100.0,0.540,0.599,HIGHEST ATTR (ACTIVE): CHEMBL5273152 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(Br)C=C4)=CN23)C1=O | Attribution: 0.599 | Prediction: 0.997 | MW: 457.3 | LogP: 4.56,LOWEST ATTR (ACTIVE): CHEMBL5284473 | SMILES: CC1=CC=CC=C1C1=CN2C3=C(C=C(F)C2N=N1)C(=O)C(C(=O)O)=CN3C1CC1 | Attribution: 0.540 | Prediction: 0.995 | MW: 392.4 | LogP: 4.11,,
410,16415,C1=CC2=C(C=C1)C1=[N+](C=CC=C1)CC2,15,15,0,0,0,0.5671,0.7412,100.00,15,15,100.0,0.263,0.741,HIGHEST ATTR (ACTIVE): CHEMBL4442143 | SMILES: C=CC1=C2C(OC)=C(OC)C=CC2=C2C=C(CC)C3=C4OCOC4=CC4=C3C2=[N+]1CC4 | Attribution: 0.741 | Prediction: 0.994 | MW: 414.5 | LogP: 4.94,LOWEST ATTR (ACTIVE): CHEMBL2426295 | SMILES: COC1=CC=C2C(=C1OC(C)=O)C=[N+]1CCC3=C4C(=C5OCOC5=C3)C=CC2=C41 | Attribution: 0.263 | Prediction: 0.676 | MW: 388.4 | LogP: 3.65,,
411,34939,C1=CC2N=NC=CN2C=C1,15,15,0,0,0,0.5647,0.6394,100.00,15,15,100.0,0.518,0.639,HIGHEST ATTR (ACTIVE): CHEMBL5276256 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(O)C=C4)=CN23)C1=O | Attribution: 0.639 | Prediction: 0.993 | MW: 394.4 | LogP: 3.51,LOWEST ATTR (ACTIVE): CHEMBL5276474 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(Cl)C=C4)=CN23)C1=O | Attribution: 0.518 | Prediction: 0.997 | MW: 412.8 | LogP: 4.46,,
412,34940,C1=CCN(C=CC2=CC=CC=C2)C=C1,15,15,0,0,0,0.5454,0.5944,100.00,15,15,100.0,0.503,0.594,HIGHEST ATTR (ACTIVE): CHEMBL5273152 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(Br)C=C4)=CN23)C1=O | Attribution: 0.594 | Prediction: 0.997 | MW: 457.3 | LogP: 4.56,LOWEST ATTR (ACTIVE): CHEMBL5284473 | SMILES: CC1=CC=CC=C1C1=CN2C3=C(C=C(F)C2N=N1)C(=O)C(C(=O)O)=CN3C1CC1 | Attribution: 0.503 | Prediction: 0.995 | MW: 392.4 | LogP: 4.11,,
413,3256,C(C[C@@H]1CCOC1)C1=CC=CC=C1,16,15,1,0,0,0.5080,0.6700,93.75,15,16,93.8,-0.289,0.670,HIGHEST ATTR (ACTIVE): CHEMBL24018 | SMILES: OCC#CC1=CC=C2N[C@H](C3=CNC4=CC=C(Br)C=C34)[C@@H]3CCO[C@@H]3C2=C1 | Attribution: 0.670 | Prediction: 0.847 | MW: 423.3 | LogP: 4.52,LOWEST ATTR (INACTIVE): CHEMBL24918 | SMILES: CN1C2=CC=C(Cl)C=C2[C@H]2OCC[C@H]2[C@H]1C1=CNC2=CC=C(Br)C=C12 | Attribution: -0.289 | Prediction: 0.309 | MW: 417.7 | LogP: 5.85,,
414,16411,C1=CC2=C3C(=C1)C=CC1=CC=C[N+](=C13)CC2,15,15,0,0,0,0.4853,0.7474,100.00,15,15,100.0,0.128,0.747,HIGHEST ATTR (ACTIVE): CHEMBL4464501 | SMILES: C=CCC1=C2C(OC)=C(OC)C=CC2=C2C=CC3=C4OCOC4=CC4=C3C2=[N+]1CC4 | Attribution: 0.747 | Prediction: 0.967 | MW: 400.5 | LogP: 4.46,LOWEST ATTR (ACTIVE): CHEMBL2426295 | SMILES: COC1=CC=C2C(=C1OC(C)=O)C=[N+]1CCC3=C4C(=C5OCOC5=C3)C=CC2=C41 | Attribution: 0.128 | Prediction: 0.676 | MW: 388.4 | LogP: 3.65,,
415,35227,C(/C=C/C1=CC=CC=C1)N1CC=CC=N1,15,15,0,0,0,0.4444,0.5779,100.00,15,15,100.0,0.252,0.578,HIGHEST ATTR (ACTIVE): CHEMBL560502 | SMILES: CCCC1C2=CC=CC=C2C=NN1C(=O)/C=C/C1=CC(CC2=CN=C(N)N=C2N)=CC(O)=C1OC | Attribution: 0.578 | Prediction: 0.990 | MW: 472.5 | LogP: 3.68,LOWEST ATTR (ACTIVE): CHEMBL2042480 | SMILES: COC1=CC(CC2=CN=C(N)N=C2N)=CC(/C=C/C(=O)N2N=CC3=CC=CC=C3C2CC2=CC=C(C)C=C2)=C1OC | Attribution: 0.252 | Prediction: 0.995 | MW: 548.6 | LogP: 4.73,,
416,3255,C1=CC(C[C@@H]2CCOC2)=CN1,16,15,1,0,0,0.4340,0.6854,93.75,15,16,93.8,-0.206,0.685,HIGHEST ATTR (ACTIVE): CHEMBL27218 | SMILES: ClC1=CC=C2N[C@@H](C3=CNC4=CC=CC=C34)[C@@H]3CCO[C@@H]3C2=C1 | Attribution: 0.685 | Prediction: 0.738 | MW: 324.8 | LogP: 5.07,LOWEST ATTR (INACTIVE): CHEMBL24918 | SMILES: CN1C2=CC=C(Cl)C=C2[C@H]2OCC[C@H]2[C@H]1C1=CNC2=CC=C(Br)C=C12 | Attribution: -0.206 | Prediction: 0.309 | MW: 417.7 | LogP: 5.85,,
417,34310,C1NCC(CN1)CC1=CC(C2=CC=CC=C2)=CC=C1,15,15,0,0,0,0.3493,0.6190,100.00,15,15,100.0,0.195,0.619,HIGHEST ATTR (ACTIVE): CHEMBL4228333 | SMILES: O=C1NC(=O)C2(CC3=CC(C4=CC=C(N5C[C@H](CO)OC5=O)C=C4F)=CC=C3N3CCCCC32)C(=O)N1 | Attribution: 0.619 | Prediction: 0.955 | MW: 508.5 | LogP: 2.08,LOWEST ATTR (ACTIVE): CHEMBL4228722 | SMILES: CCC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C4C(=C3)CC3(C(=O)NC(=O)NC3=O)C3CCCN43)C(F)=C2)C(=O)O1 | Attribution: 0.195 | Prediction: 0.971 | MW: 549.6 | LogP: 2.22,,
418,34307,C1NCC2(CN1)CNC1=CC=C(C3=CC=CC=C3)C=C1C2,15,15,0,0,0,0.3236,0.5509,100.00,15,15,100.0,0.192,0.551,HIGHEST ATTR (ACTIVE): CHEMBL4227687 | SMILES: O=C1NC(=O)C2(CC3=CC(C4=CC=C(N5C[C@H](CO)OC5=O)C=C4F)=CC=C3N3CCCC32)C(=O)N1 | Attribution: 0.551 | Prediction: 0.972 | MW: 494.5 | LogP: 1.69,LOWEST ATTR (ACTIVE): CHEMBL4228722 | SMILES: CCC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C4C(=C3)CC3(C(=O)NC(=O)NC3=O)C3CCCN43)C(F)=C2)C(=O)O1 | Attribution: 0.192 | Prediction: 0.971 | MW: 549.6 | LogP: 2.22,,
419,34941,C1=C(C2=CC=CC=C2)N=NCN1,15,15,0,0,0,0.2921,0.3484,100.00,15,15,100.0,0.249,0.348,HIGHEST ATTR (ACTIVE): CHEMBL5273152 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(Br)C=C4)=CN23)C1=O | Attribution: 0.348 | Prediction: 0.997 | MW: 457.3 | LogP: 4.56,LOWEST ATTR (ACTIVE): CHEMBL5284473 | SMILES: CC1=CC=CC=C1C1=CN2C3=C(C=C(F)C2N=N1)C(=O)C(C(=O)O)=CN3C1CC1 | Attribution: 0.249 | Prediction: 0.995 | MW: 392.4 | LogP: 4.11,,
420,7646,C1=CC=CCC=C1,15,15,0,0,0,0.2520,0.3480,100.00,15,15,100.0,0.164,0.348,HIGHEST ATTR (ACTIVE): CHEMBL267268 | SMILES: COC1=CC=C(C2=CC=C(N3CC(CNC(C)=O)OC3=O)C=C2C(F)(F)F)C=CC1=O | Attribution: 0.348 | Prediction: 0.978 | MW: 436.4 | LogP: 3.20,LOWEST ATTR (ACTIVE): CHEMBL105128 | SMILES: COC1=CC=C(C2=CC=C(C3=NOC(CNC(C)=O)C3)C=C2)C=CC1=O | Attribution: 0.164 | Prediction: 0.876 | MW: 352.4 | LogP: 2.35,,
421,7332,C(CN1CCN(C2=CC=CC=C2)CC1)C1=CNC2=CC=CC=C12,15,15,0,0,0,0.2404,0.3159,100.00,15,15,100.0,0.144,0.316,HIGHEST ATTR (ACTIVE): CHEMBL491624 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=CNC5=CC=C(Br)C=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.316 | Prediction: 0.959 | MW: 586.4 | LogP: 3.06,LOWEST ATTR (ACTIVE): CHEMBL486680 | SMILES: COC(=S)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=CNC5=CC=C(Br)C=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.144 | Prediction: 0.953 | MW: 618.5 | LogP: 3.45,,
422,7326,C(CN1CCN(C2=CC=CC=C2)CC1)CC1=CC=CC=C1,15,15,0,0,0,0.2004,0.2842,100.00,15,15,100.0,0.102,0.284,HIGHEST ATTR (ACTIVE): CHEMBL491624 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=CNC5=CC=C(Br)C=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.284 | Prediction: 0.959 | MW: 586.4 | LogP: 3.06,LOWEST ATTR (ACTIVE): CHEMBL486680 | SMILES: COC(=S)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)C(=O)C4=CNC5=CC=C(Br)C=C45)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.102 | Prediction: 0.953 | MW: 618.5 | LogP: 3.45,,
423,8703,C1=C(CCN(C2=NC=CS2)C1)C1=CC=CC=C1,34,15,19,0,0,0.1918,0.7444,44.12,18,34,52.9,-0.731,0.744,HIGHEST ATTR (ACTIVE): CHEMBL4571598 | SMILES: C[N+](C)(C)CC1CN(C2=NC3=CC=C(Cl)C=C3S2)CC2=C1C1=CC(Cl)=CC=C1N2 | Attribution: 0.744 | Prediction: 0.928 | MW: 446.4 | LogP: 5.89,LOWEST ATTR (INACTIVE): CHEMBL4446392 | SMILES: CCOC(=O)C1=CC=C2N=C(N3CCC4=C(C3)NC3=CC=C(Cl)C=C43)SC2=C1 | Attribution: -0.731 | Prediction: 0.034 | MW: 411.9 | LogP: 5.17,INACTIVE w/ POS ATTR: CHEMBL4585722 | SMILES: FC(F)(F)C1=CC=CC2=C1N=C(N1CCC3=C(C1)NC1=CC=C(Cl)C=C31)S2 | Attribution: 0.478 | Prediction: 0.401 | MW: 407.8,
