"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","max_attribution","activity_rate_percent","positive_appearances","total_appearances","positive_consistency_percent","min_attribution_ever","max_attribution_ever","highest_attribution_example","lowest_attribution_example","inactive_positive_attribution_example","active_negative_attribution_example"
37,9032,C-CNC(=O)NCC,17,17,0,0,0,0.3270,0.3681,100.00,17,17,100.0,0.274,0.368,HIGHEST ATTR (ACTIVE): CHEMBL3736222 | SMILES: CCNC(=O)NC1=CN(C2=CC=CC=N2)C2=CC(C3=CC=CN=C3)=CN=C12 | Attribution: 0.368 | Prediction: 0.863 | MW: 358.4 | LogP: 3.62,LOWEST ATTR (ACTIVE): CHEMBL3735435 | SMILES: CCNC(=O)NC1=CN(C2=NC=C(CC)C=N2)C2=CC(C3=CC(=O)N(C)C=C3)=CN=C12 | Attribution: 0.274 | Prediction: 0.946 | MW: 417.5 | LogP: 2.89,,
38,13025,O=C(O)C1=NC=CC=C1O,17,17,0,0,0,0.2961,0.3614,100.00,17,17,100.0,0.199,0.361,HIGHEST ATTR (ACTIVE): CHEMBL221323 | SMILES: CN(C)C1=CC=C(B(OC(=O)C2=NC=CC=C2O)C2=CC=C(N(C)C)C(Cl)=C2)C=C1Cl | Attribution: 0.361 | Prediction: 0.948 | MW: 458.2 | LogP: 3.19,LOWEST ATTR (ACTIVE): CHEMBL221114 | SMILES: CSC1=CC=CC(B(OC(=O)C2=NC=CC=C2O)C2=CC=CC(Cl)=C2)=C1 | Attribution: 0.199 | Prediction: 0.958 | MW: 383.7 | LogP: 3.13,,
39,17015,CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC3=CC(Cl)=CC=C3Cl)[C@H]2SC1,17,17,0,0,0,0.1005,0.1480,100.00,10,17,58.8,-0.014,0.148,HIGHEST ATTR (ACTIVE): CHEMBL94051 | SMILES: O=C(CSC1=CC(Cl)=CC=C1Cl)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3=CC=C4CCCCC4=C3)CS[C@H]12 | Attribution: 0.148 | Prediction: 0.999 | MW: 564.5 | LogP: 2.36,LOWEST ATTR (ACTIVE): CHEMBL96377 | SMILES: NCCC(=O)NC1C[N+]2(CC3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)CSC5=CC(Cl)=CC=C5Cl)[C@H]4SC3)CCC1CC2 | Attribution: -0.014 | Prediction: 0.978 | MW: 628.6 | LogP: 0.56,,ACTIVE w/ NEG ATTR: CHEMBL96377 | SMILES: NCCC(=O)NC1C[N+]2(CC3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)CSC5=CC(Cl)=CC=C5Cl)[C@H]4SC3)CCC1CC2 | Attribution: -0.014 | Prediction: 0.978 | MW: 628.6
40,15214,C-C-C(=O)-NCCC,16,16,0,0,0,0.3012,0.3524,100.00,16,16,100.0,0.257,0.352,HIGHEST ATTR (ACTIVE): CHEMBL3808699 | SMILES: CCCN1C(=O)C=CC2=C1NN=C2C1=NC=C(C2=CC=CN=C2)S1 | Attribution: 0.352 | Prediction: 0.742 | MW: 337.4 | LogP: 3.32,LOWEST ATTR (ACTIVE): CHEMBL3810223 | SMILES: CCCN1C(=O)C=CC2=C1NN=C2C1=CN=C(C2=CC=C(N3CCN(C)CC3)N=C2)S1 | Attribution: 0.257 | Prediction: 0.966 | MW: 435.6 | LogP: 3.07,,
41,25199,NC1=NC(/C(=N/O)C(=O)NCC=O)=CC=C1,16,16,0,0,0,0.2639,0.3194,100.00,16,16,100.0,0.201,0.319,HIGHEST ATTR (ACTIVE): CHEMBL31900 | SMILES: NCCSC1=NC=CN=C1SC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)C3=CC=CC(N)=N3)[C@H]2SC1 | Attribution: 0.319 | Prediction: 0.996 | MW: 548.6 | LogP: 0.17,LOWEST ATTR (ACTIVE): CHEMBL32031 | SMILES: NCCSCC1=NSC(SC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)/C(=N\O)C4=CC=CC(N)=N4)[C@H]3SC2)=N1 | Attribution: 0.201 | Prediction: 0.998 | MW: 568.7 | LogP: 0.37,,
42,4846,C-C(C1=CN=C(C(C)(C)O)N=C1)-C,16,16,0,0,0,0.2595,0.3021,100.00,16,16,100.0,0.190,0.302,HIGHEST ATTR (ACTIVE): CHEMBL3357010 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C(C(C)(C)O)N=C3)=CC(C3CCCO3)=C2N1 | Attribution: 0.302 | Prediction: 0.994 | MW: 410.5 | LogP: 3.24,LOWEST ATTR (ACTIVE): CHEMBL3322023 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C(C(C)(C)O)N=C3)=CC(C3=CC(CN4CC[C@@H](F)C4)=CC=N3)=C2S1 | Attribution: 0.190 | Prediction: 0.994 | MW: 535.6 | LogP: 4.73,,
43,18204,O=CN/N=C/C1=CC2=NO[N+]([O-])=C2C=C1,16,16,0,0,0,0.2463,0.3116,100.00,16,16,100.0,0.205,0.312,HIGHEST ATTR (ACTIVE): CHEMBL451327 | SMILES: CC(=O)C1=CC=C(C(=O)N/N=C/C2=CC3=NO[N+]([O-])=C3C=C2)C=C1 | Attribution: 0.312 | Prediction: 0.860 | MW: 324.3 | LogP: 1.43,LOWEST ATTR (ACTIVE): CHEMBL490654 | SMILES: O=C(N/N=C/C1=CC2=NO[N+]([O-])=C2C=C1)C1=CC=C(O)C=C1 | Attribution: 0.205 | Prediction: 0.796 | MW: 298.3 | LogP: 0.93,,
44,15216,CCCN1C(=O)C=CC2=C1NN=C2,16,16,0,0,0,0.2001,0.2803,100.00,16,16,100.0,0.146,0.280,HIGHEST ATTR (ACTIVE): CHEMBL3808756 | SMILES: CCCN1C(=O)C=CC2=C1NN=C2C1=NC(C(=O)OC)=C(C2=CC=CN=C2)S1 | Attribution: 0.280 | Prediction: 0.947 | MW: 395.4 | LogP: 3.11,LOWEST ATTR (ACTIVE): CHEMBL3808784 | SMILES: CCCN1C(=O)C=CC2=C1NN=C2C1=CN=C(C2=CC=C(C(C)C)N=C2)S1 | Attribution: 0.146 | Prediction: 0.957 | MW: 379.5 | LogP: 4.44,,
45,6787,C/C(=N\NC(=N)N)C1=CC=C(NC(=O)NC2=CC=CC=C2)C=C1,16,16,0,0,0,0.1862,0.2222,100.00,16,16,100.0,0.139,0.222,HIGHEST ATTR (ACTIVE): CHEMBL5206770 | SMILES: C/C(=N\NC(=N)N)C1=CC=C(NC(=O)NC2=CC=C(C3=CC=CS3)C=C2)C=C1 | Attribution: 0.222 | Prediction: 0.969 | MW: 392.5 | LogP: 4.27,LOWEST ATTR (ACTIVE): CHEMBL5187556 | SMILES: C/C(=N\NC(=N)N)C1=CC=C(NC(=O)NC2=CC=C(C3CC3)C=C2)C=C1 | Attribution: 0.139 | Prediction: 0.881 | MW: 350.4 | LogP: 3.42,,
46,25202,NC(=O)/C(=N\O)C1=CC=CC(N)=N1,16,16,0,0,0,0.1851,0.2540,100.00,16,16,100.0,0.122,0.254,HIGHEST ATTR (ACTIVE): CHEMBL31900 | SMILES: NCCSC1=NC=CN=C1SC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)C3=CC=CC(N)=N3)[C@H]2SC1 | Attribution: 0.254 | Prediction: 0.996 | MW: 548.6 | LogP: 0.17,LOWEST ATTR (ACTIVE): CHEMBL32031 | SMILES: NCCSCC1=NSC(SC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)/C(=N\O)C4=CC=CC(N)=N4)[C@H]3SC2)=N1 | Attribution: 0.122 | Prediction: 0.998 | MW: 568.7 | LogP: 0.37,,
47,18256,COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NC=O)CO3)C2=C1,21,16,5,0,0,0.1315,0.3114,76.19,16,21,76.2,-0.378,0.311,HIGHEST ATTR (ACTIVE): CHEMBL4787145 | SMILES: COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NC(=O)C4=CC=C5SCC(=O)NC5=N4)CO3)C2=C1 | Attribution: 0.311 | Prediction: 0.982 | MW: 480.5 | LogP: 2.79,LOWEST ATTR (INACTIVE): CHEMBL4748600 | SMILES: COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NC(=O)C4CC5=CC=CC=C5CO4)CO3)C2=C1 | Attribution: -0.378 | Prediction: 0.066 | MW: 448.5 | LogP: 3.18,,
48,34963,C=C(F)CN=N,15,15,0,0,0,0.3147,0.3298,100.00,15,15,100.0,0.294,0.330,HIGHEST ATTR (ACTIVE): CHEMBL5283142 | SMILES: NC1=CC=C(C2=CN3C4=C(C=C(F)C3N=N2)C(=O)C(C(=O)O)=CN4C2CC2)C=C1 | Attribution: 0.330 | Prediction: 0.994 | MW: 393.4 | LogP: 3.38,LOWEST ATTR (ACTIVE): CHEMBL5281812 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=CC=C4F)=CN23)C1=O | Attribution: 0.294 | Prediction: 0.997 | MW: 396.4 | LogP: 3.94,,
49,58770,COC1=CC=C2N=C(N)N=C(C)C2=C1,15,15,0,0,0,0.2826,0.3296,100.00,15,15,100.0,0.229,0.330,HIGHEST ATTR (ACTIVE): CHEMBL475450 | SMILES: COC1=CC=C2N=C(NC3=NC(O)=C4C(OC)=CC=CC4=N3)N=C(C)C2=C1 | Attribution: 0.330 | Prediction: 0.947 | MW: 363.4 | LogP: 3.35,LOWEST ATTR (ACTIVE): CHEMBL515922 | SMILES: COC1=CC=C2N=C(NC3=NC(O)=C4C(C)=CC(N)=CC4=N3)N=C(C)C2=C1 | Attribution: 0.229 | Prediction: 0.900 | MW: 362.4 | LogP: 3.23,,
50,18890,N#CC1[C@H]2CNC[C@@H]12,15,15,0,0,0,0.2717,0.3776,100.00,14,15,93.3,0.067,0.378,HIGHEST ATTR (ACTIVE): CHEMBL490199 | SMILES: N#C[C@]1(C2=CC=C(C3=CC=C(N4C[C@H](CN5C=CN=N5)OC4=O)C=C3)C=N2)[C@@H]2CNC[C@@H]21 | Attribution: 0.378 | Prediction: 0.999 | MW: 427.5 | LogP: 1.98,LOWEST ATTR (ACTIVE): CHEMBL485493 | SMILES: N#C[C@]1(C2=CC=C(C3=CC=C(N4C[C@H](CNC(=O)C(F)F)OC4=O)C=C3F)C=N2)[C@@H]2CNC[C@@H]21 | Attribution: 0.067 | Prediction: 0.999 | MW: 471.4 | LogP: 2.20,,
51,27376,O=S1(=O)CC=C(C2=CC=CC=C2F)CC1,15,15,0,0,0,0.2535,0.3475,100.00,15,15,100.0,0.144,0.347,HIGHEST ATTR (ACTIVE): CHEMBL179191 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(C3=CCS(=O)(=O)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.347 | Prediction: 0.992 | MW: 382.4 | LogP: 1.49,LOWEST ATTR (ACTIVE): CHEMBL179190 | SMILES: O=C1O[C@@H](CN2N=NC=C2F)CN1C1=CC=C(C2=CCS(=O)(=O)CC2)C(F)=C1 | Attribution: 0.144 | Prediction: 0.996 | MW: 410.4 | LogP: 1.78,,
52,34960,O=C(O)C1=CN(C2CC2)C=C(C=CF)C1=O,15,15,0,0,0,0.1264,0.1686,100.00,11,15,73.3,0.094,0.169,HIGHEST ATTR (ACTIVE): CHEMBL5276256 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(O)C=C4)=CN23)C1=O | Attribution: 0.169 | Prediction: 0.993 | MW: 394.4 | LogP: 3.51,LOWEST ATTR (ACTIVE): CHEMBL5287325 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C3N=NC(C4=CC=C(F)C=C4)=CN23)C1=O | Attribution: 0.094 | Prediction: 0.996 | MW: 396.4 | LogP: 3.94,,
53,46727,CC1=C(C2=CC=NC(N)=N2)SC=N1,15,15,0,0,0,0.1247,0.2083,100.00,10,15,66.7,0.054,0.208,HIGHEST ATTR (ACTIVE): CHEMBL4212180 | SMILES: CC1=C(C2=CC=NC(N)=N2)SC(C2=CC=C(C3=CC=CC=C3)C=C2)=N1 | Attribution: 0.208 | Prediction: 0.620 | MW: 344.4 | LogP: 4.82,LOWEST ATTR (ACTIVE): CHEMBL3827635 | SMILES: CC1=C(C2=CC=NC(N)=N2)SC(C2=CC=C(/C=C/C3CCCCC3)C=C2)=N1 | Attribution: 0.054 | Prediction: 0.900 | MW: 376.5 | LogP: 5.75,,
54,44236,C[C@H]1COC2=C3C(=CC(F)=C2)C=C(C(=O)O)C(=O)N31,15,15,0,0,0,0.1007,0.1413,100.00,8,15,53.3,0.067,0.141,HIGHEST ATTR (ACTIVE): CHEMBL4872455 | SMILES: C[C@H]1COC2=C3C(=CC(F)=C2N2CC(CN)C4(CCC4)C2)C=C(C(=O)O)C(=O)N31 | Attribution: 0.141 | Prediction: 0.998 | MW: 401.4 | LogP: 2.36,LOWEST ATTR (ACTIVE): CHEMBL4860997 | SMILES: C[C@H]1COC2=C3C(=CC(F)=C2N2C[C@H]4C[C@H](F)C[C@@H](N)[C@H]4C2)C=C(C(=O)O)C(=O)N31 | Attribution: 0.067 | Prediction: 1.000 | MW: 419.4 | LogP: 2.30,,
55,10515,CC[C@H](O)C1=C(F)C=NC2=CC=C(OC)C=C12,15,15,0,0,0,0.1001,0.1667,100.00,6,15,40.0,0.044,0.167,HIGHEST ATTR (ACTIVE): CHEMBL4101570 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=NO5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.167 | Prediction: 0.990 | MW: 483.5 | LogP: 4.15,LOWEST ATTR (ACTIVE): CHEMBL4072120 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CS5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.044 | Prediction: 0.978 | MW: 498.6 | LogP: 5.23,,
56,3955,C-C-C(OC)-CNCCCCC,14,14,0,0,0,0.3670,0.3781,100.00,14,14,100.0,0.347,0.378,HIGHEST ATTR (ACTIVE): CHEMBL4080992 | SMILES: CCCCCNC1=C(OC)C=CC2=C(CC(=O)OCC)C3=[N+](C=C12)CCC1=CC2=C(C=C13)OCO2 | Attribution: 0.378 | Prediction: 0.928 | MW: 477.6 | LogP: 4.80,LOWEST ATTR (ACTIVE): CHEMBL4099024 | SMILES: CCCCCNC1=C(OC)C=CC2=C(CC(=O)O)C3=[N+](C=C12)CCC1=CC2=C(C=C13)OCO2 | Attribution: 0.347 | Prediction: 0.883 | MW: 449.5 | LogP: 4.32,,
57,37961,C#CCONC(=O)O[C@H]1[C@@H](O)[C@H](OC(-CC)-C-C)OC(C)(C)[C@@H]1OC,14,14,0,0,0,0.3347,0.3729,100.00,14,14,100.0,0.228,0.373,HIGHEST ATTR (ACTIVE): CHEMBL295446 | SMILES: C#CCONC(=O)O[C@H]1[C@@H](O)[C@H](OC2=CC=C3C(O)=C(C(N)=O)C(=O)OC3=C2C)OC(C)(C)[C@@H]1OC | Attribution: 0.373 | Prediction: 0.965 | MW: 506.5 | LogP: 0.46,LOWEST ATTR (ACTIVE): CHEMBL295182 | SMILES: C#CCONC(=O)O[C@H]1[C@@H](O)[C@H](OC2=CC=C3C(O)=C(/C(C)=N/OCC4=CSC=C4)C(=O)OC3=C2C)OC(C)(C)[C@@H]1OC | Attribution: 0.228 | Prediction: 0.989 | MW: 616.6 | LogP: 3.36,,
58,27675,O=C(-NC1CC1)C1=COC=N1,14,14,0,0,0,0.2606,0.3246,100.00,14,14,100.0,0.167,0.325,HIGHEST ATTR (ACTIVE): CHEMBL4786478 | SMILES: CC1=C(C2=CC=CC=C2)C=CC2=C1N(C1CC1)C(=O)C1=C2OC=N1 | Attribution: 0.325 | Prediction: 0.972 | MW: 316.4 | LogP: 4.45,LOWEST ATTR (ACTIVE): CHEMBL4760468 | SMILES: CC1=C(C2=CC(F)=C(C(=O)O)C=C2F)C=CC2=C1N(C1CC1)C(=O)C1=C2OC=N1 | Attribution: 0.167 | Prediction: 0.990 | MW: 396.3 | LogP: 4.43,,
59,37959,C#CCONC(=O)O[C@H]1[C@@H](O)[C@H](O)OC(C)(C)[C@@H]1OC,14,14,0,0,0,0.2226,0.3364,100.00,14,14,100.0,0.106,0.336,HIGHEST ATTR (ACTIVE): CHEMBL295446 | SMILES: C#CCONC(=O)O[C@H]1[C@@H](O)[C@H](OC2=CC=C3C(O)=C(C(N)=O)C(=O)OC3=C2C)OC(C)(C)[C@@H]1OC | Attribution: 0.336 | Prediction: 0.965 | MW: 506.5 | LogP: 0.46,LOWEST ATTR (ACTIVE): CHEMBL295182 | SMILES: C#CCONC(=O)O[C@H]1[C@@H](O)[C@H](OC2=CC=C3C(O)=C(/C(C)=N/OCC4=CSC=C4)C(=O)OC3=C2C)OC(C)(C)[C@@H]1OC | Attribution: 0.106 | Prediction: 0.989 | MW: 616.6 | LogP: 3.36,,
60,29486,O=C(NC1=CC=C(Br)C=C1C(=O)O)C1=CC=C(S(=O)=O)C=C1,14,14,0,0,0,0.2027,0.2494,100.00,14,14,100.0,0.150,0.249,HIGHEST ATTR (ACTIVE): CHEMBL223216 | SMILES: O=C(NC1=CC=C(Br)C=C1C(=O)O)C1=CC=C(S(=O)(=O)N2CC3CCC2CC3)C=C1 | Attribution: 0.249 | Prediction: 0.908 | MW: 493.4 | LogP: 3.96,LOWEST ATTR (ACTIVE): CHEMBL221095 | SMILES: O=C(NC1=CC=C(Br)C=C1C(=O)O)C1=CC=C(S(=O)(=O)N2CCC(CC3=CC=CC=C3)CC2)C=C1 | Attribution: 0.150 | Prediction: 0.889 | MW: 557.5 | LogP: 5.04,,
61,15739,FC1=CC=CC=C1N1CC2=CC=CN=C2C1,18,14,4,0,0,0.1423,0.3231,77.78,12,18,66.7,-0.180,0.323,HIGHEST ATTR (ACTIVE): CHEMBL441093 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CC4=CC=CN=C4C3)C(F)=C2)C(=O)O1 | Attribution: 0.323 | Prediction: 0.924 | MW: 370.4 | LogP: 2.20,LOWEST ATTR (INACTIVE): CHEMBL386452 | SMILES: N#CC1=CC=C(OC[C@H]2CN(C3=CC=C(N4CC5=CC=CN=C5C4)C(F)=C3)C(=O)O2)N=C1 | Attribution: -0.180 | Prediction: 0.102 | MW: 431.4 | LogP: 3.41,,ACTIVE w/ NEG ATTR: CHEMBL214139 | SMILES: O=C1O[C@@H](CN2C=CC=CC2=O)CN1C1=CC=C(N2CC3=CC=CN=C3C2)C(F)=C1 | Attribution: -0.030 | Prediction: 0.437 | MW: 406.4
62,1885,CC[N+],13,13,0,0,0,0.3807,0.3808,100.00,13,13,100.0,0.380,0.381,HIGHEST ATTR (ACTIVE): CHEMBL4465491 | SMILES: COC1=CC=C2C(=C1OC)C(C1=CC=C(Cl)C=C1)=[N+]1CCC3=C4C(=C5OCOC5=C3)C=CC2=C41 | Attribution: 0.381 | Prediction: 0.980 | MW: 470.9 | LogP: 6.06,LOWEST ATTR (ACTIVE): CHEMBL4548787 | SMILES: COC1=CC=C2C(=C1OC)C(C1=CC=C(F)C=C1)=[N+]1CCC3=C4C(=C5OCOC5=C3)C=CC2=C41 | Attribution: 0.380 | Prediction: 0.977 | MW: 454.5 | LogP: 5.54,,
63,8598,C-C-CC1=CC=NC(C)=C1,13,13,0,0,0,0.3188,0.3341,100.00,13,13,100.0,0.284,0.334,HIGHEST ATTR (ACTIVE): CHEMBL4081451 | SMILES: CCNC(=O)NC1=CC2=C(C3=CC=NC(C)=C3)C=CC(COC(=O)N3CCNCC3)=C2C=N1 | Attribution: 0.334 | Prediction: 0.992 | MW: 448.5 | LogP: 3.29,LOWEST ATTR (ACTIVE): CHEMBL4066198 | SMILES: CCNC(=O)NC1=CC2=C(C3=CC=NC(C)=C3)C=CC(NC3=CC=CC(C(=O)O)=C3)=C2C=N1 | Attribution: 0.284 | Prediction: 0.739 | MW: 441.5 | LogP: 5.19,,
64,35621,CN1C=CC(Br)=C1Br,13,13,0,0,0,0.2959,0.3509,100.00,13,13,100.0,0.244,0.351,HIGHEST ATTR (ACTIVE): CHEMBL5288789 | SMILES: CN1C(C2=NN=C(C3=CC=C(N)C=C3)O2)=CC(Br)=C1Br | Attribution: 0.351 | Prediction: 0.876 | MW: 398.1 | LogP: 3.85,LOWEST ATTR (ACTIVE): CHEMBL5272112 | SMILES: CN1C(C2=NN=C(C3=CC(Br)=C(Br)N3)O2)=CC(Br)=C1Br | Attribution: 0.244 | Prediction: 0.995 | MW: 529.8 | LogP: 5.12,,
65,17619,C[N+]-CC1=C(OC)C(OC)=CC=C1,13,13,0,0,0,0.2902,0.3629,100.00,13,13,100.0,0.164,0.363,HIGHEST ATTR (ACTIVE): CHEMBL2206545 | SMILES: COC1=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C=C3C4=CC=C(OC)C(OC)=C4C=[N+](C)C3=C2C=C1OC | Attribution: 0.363 | Prediction: 0.991 | MW: 516.6 | LogP: 7.34,LOWEST ATTR (ACTIVE): CHEMBL2206543 | SMILES: C=CC1=C(OC)C(OC)=CC2=C1C=CC1=C3C=CC(OC)=C(OC)C3=C[N+](C)=C21 | Attribution: 0.164 | Prediction: 0.982 | MW: 390.5 | LogP: 4.65,,
66,7035,NN1C=CC=C1,19,13,6,0,0,0.2137,0.3808,68.42,14,19,73.7,-0.316,0.381,HIGHEST ATTR (ACTIVE): CHEMBL25472 | SMILES: CC1=CC(=NN2C=CC=C2)C=C(C)C1=O | Attribution: 0.381 | Prediction: 0.942 | MW: 200.2 | LogP: 2.17,LOWEST ATTR (INACTIVE): CHEMBL24297 | SMILES: CC(C)(C)C1=CC(=NN2C=CC=C2)C=C(C(C)(C)C)C1=O | Attribution: -0.316 | Prediction: 0.016 | MW: 284.4 | LogP: 4.22,INACTIVE w/ POS ATTR: CHEMBL25665 | SMILES: CC1=CC=C(C(=O)OC2=CC=C(NN3C=CC=C3)C=C2)C=C1 | Attribution: 0.120 | Prediction: 0.072 | MW: 292.3,
67,35749,C[C@H]([C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(=O)CC=O)[C@H](O)[C@@H]1O)[C@H](C)O,13,13,0,0,0,0.1974,0.2605,100.00,12,13,92.3,0.014,0.260,HIGHEST ATTR (ACTIVE): CHEMBL54430 | SMILES: C[C@H]([C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(=O)CC(=O)C2=CC=C(C#N)C=C2)[C@H](O)[C@@H]1O)[C@H](C)O | Attribution: 0.260 | Prediction: 0.971 | MW: 431.5 | LogP: 1.00,LOWEST ATTR (ACTIVE): CHEMBL55631 | SMILES: C[C@H]([C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(=O)CC(=O)C2=CN(C)N=C2)[C@H](O)[C@@H]1O)[C@H](C)O | Attribution: 0.014 | Prediction: 0.828 | MW: 410.5 | LogP: -0.14,,
68,29777,C=C/C1=C2C=CC=CC2=[N+](C)C2=CC=CC=C12,13,13,0,0,0,0.1854,0.2196,100.00,13,13,100.0,0.115,0.220,HIGHEST ATTR (ACTIVE): CHEMBL4869728 | SMILES: C[N+]1=C2C=CC=CC2=C(/C=C/C2=CC=C(Cl)C=C2)C2=CC=CC=C21 | Attribution: 0.220 | Prediction: 0.990 | MW: 330.8 | LogP: 5.64,LOWEST ATTR (ACTIVE): CHEMBL4870607 | SMILES: COC1=CC=CC=C1/C=C/C1=C2C=CC=CC2=[N+](C)C2=CC=CC=C12 | Attribution: 0.115 | Prediction: 0.830 | MW: 326.4 | LogP: 5.00,,
69,9826,O=CNC1=NN=C(C2=CC=C(C(F)(F)F)C=C2)O1,13,13,0,0,0,0.1202,0.2083,100.00,8,13,61.5,0.073,0.208,HIGHEST ATTR (ACTIVE): CHEMBL5209843 | SMILES: NS(=O)(=O)C1=CC=C(C(=O)NC2=NN=C(C3=CC=C(C(F)(F)F)C=C3)O2)C=C1 | Attribution: 0.208 | Prediction: 0.842 | MW: 412.3 | LogP: 2.66,LOWEST ATTR (ACTIVE): CHEMBL5209844 | SMILES: CC1CCCCN1S(=O)(=O)C1=CC=C(C(=O)NC2=NN=C(C3=CC=C(C(F)(F)F)C=C3)O2)C=C1 | Attribution: 0.073 | Prediction: 0.978 | MW: 494.5 | LogP: 4.57,,
70,27127,CC(C)(C)C(-N)-N,13,12,1,0,0,0.3736,0.3808,92.31,13,13,100.0,0.343,0.381,HIGHEST ATTR (ACTIVE): CHEMBL3634882 | SMILES: CC(C)(C)C1=NC(C2=CC=CN2)=C2C(N)=C(C#N)C(N)=NC2=N1 | Attribution: 0.381 | Prediction: 0.711 | MW: 307.4 | LogP: 2.35,LOWEST ATTR (ACTIVE): CHEMBL3632792 | SMILES: CC(C)(C)C1=NC(C2=NC=NN2)=C2C(N)=C(C#N)C(N)=NC2=N1 | Attribution: 0.343 | Prediction: 0.734 | MW: 309.3 | LogP: 1.14,INACTIVE w/ POS ATTR: CHEMBL3632776 | SMILES: CC(C)(C)C1=NC(CCCCCC2CCCCC2)=C2C(N)=C(C#N)C(N)=NC2=N1 | Attribution: 0.381 | Prediction: 0.243 | MW: 394.6,
71,43199,N-C(NC1=CC=C(Cl)C(Cl)=C1)-N,12,12,0,0,0,0.2836,0.3257,100.00,12,12,100.0,0.198,0.326,HIGHEST ATTR (ACTIVE): CHEMBL460955 | SMILES: ClC1=CC=C(NC2=NC3=CC(Br)=CC=C3N2)C=C1Cl | Attribution: 0.326 | Prediction: 0.977 | MW: 357.0 | LogP: 5.38,LOWEST ATTR (ACTIVE): CHEMBL462012 | SMILES: FC(F)(F)C1=CC=C2NC(NC3=CC=C(Cl)C(Cl)=C3)=NC2=C1 | Attribution: 0.198 | Prediction: 0.969 | MW: 346.1 | LogP: 5.63,,
72,18330,C-C-C-CCCC,12,12,0,0,0,0.2591,0.3172,100.00,12,12,100.0,0.158,0.317,HIGHEST ATTR (ACTIVE): CHEMBL479165 | SMILES: CCCC1=CC=CC2=C1NC(C1=CC=C(OC)C=C1)=C2C1=C(Br)C(=O)NC1=O | Attribution: 0.317 | Prediction: 0.996 | MW: 439.3 | LogP: 4.56,LOWEST ATTR (ACTIVE): CHEMBL3741177 | SMILES: CCCC1=CC=CC2=C1NN=C2C1=CN=C(C2=CN=C(C(=O)O)C(F)=C2)S1 | Attribution: 0.158 | Prediction: 0.969 | MW: 382.4 | LogP: 4.54,,
73,3276,NCC1=CNC2=CC=C(Br)C=C12,12,12,0,0,0,0.2522,0.3020,100.00,12,12,100.0,0.170,0.302,HIGHEST ATTR (ACTIVE): CHEMBL5285631 | SMILES: ClC1=CC=C2NC(C3=CNC4=CC=C(Br)C=C34)[C@@H]3OCO[C@@H]3C2=C1 | Attribution: 0.302 | Prediction: 0.936 | MW: 405.7 | LogP: 5.16,LOWEST ATTR (ACTIVE): CHEMBL25343 | SMILES: COC1=CC=CC2=C1N[C@H](C1=CNC3=CC=C(Br)C=C13)[C@@H]1CCO[C@H]21 | Attribution: 0.170 | Prediction: 0.591 | MW: 399.3 | LogP: 5.18,,
