"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","max_attribution","activity_rate_percent","positive_appearances","total_appearances","positive_consistency_percent","min_attribution_ever","max_attribution_ever","highest_attribution_example","lowest_attribution_example","inactive_positive_attribution_example","active_negative_attribution_example"
272,228711,C(NC(CC1=CC=CC=C1)CN1C=CN=C1)C1=CC=C(C2=CC=CC=C2)S1,16,16,0,0,0,0.6498,0.7466,100.00,16,16,100.0,0.516,0.747,HIGHEST ATTR (ACTIVE): CHEMBL4857116 | SMILES: O=C(NC(CN1C=CN=C1)C(=O)C1=CC=CC=C1)C1=CC=C(C2=CC=C(OC(F)(F)F)C=C2)S1 | Attribution: 0.747 | Prediction: 0.900 | MW: 485.5 | LogP: 5.19,LOWEST ATTR (ACTIVE): CHEMBL4868957 | SMILES: O=C(NC(CN1C=CN=C1)C(=O)C1=CC=CC=C1)C1=CC=C(C2=CC=CC(Cl)=C2)S1 | Attribution: 0.516 | Prediction: 0.837 | MW: 435.9 | LogP: 4.95,,
273,228885,C(CC1CCCCC1)C1C[C@@H](N2C=NC=N2)CCC1,16,16,0,0,0,0.6492,0.6854,100.00,16,16,100.0,0.620,0.685,HIGHEST ATTR (ACTIVE): CHEMBL4787920 | SMILES: CCC(N)(CC)CO[C@H]1[C@H](N2N=CN=C2C(N)=O)C[C@@]23COC[C@@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C | Attribution: 0.685 | Prediction: 0.989 | MW: 682.0 | LogP: 6.41,LOWEST ATTR (ACTIVE): CHEMBL4787464 | SMILES: CCSC1=NC=NN1[C@@H]1C[C@@]23COC[C@@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OC[C@](C)(N)C(C)C | Attribution: 0.620 | Prediction: 0.998 | MW: 699.1 | LogP: 8.28,,
274,227290,C1=CN=CC(C2=CC=C(OCCCN3C=NC=N3)C=C2)=C1,16,16,0,0,0,0.6417,0.7405,100.00,16,16,100.0,0.540,0.740,HIGHEST ATTR (ACTIVE): CHEMBL257185 | SMILES: O=C(CCl)NC1=CC=C(C2=CC=C(OCC(O)(CN3C=NC=N3)C3=CC=C(F)C=C3F)C=C2)C=N1 | Attribution: 0.740 | Prediction: 0.991 | MW: 499.9 | LogP: 3.76,LOWEST ATTR (ACTIVE): CHEMBL403554 | SMILES: COC1=CC=C(C(=O)NC2=CC=C(C3=CC=C(OCC(O)(CN4C=NC=N4)C4=CC=C(F)C=C4F)C=C3)C=N2)C=C1 | Attribution: 0.540 | Prediction: 0.987 | MW: 557.6 | LogP: 4.85,,
275,228198,C(C1=CC=C(C2=CC=CC=C2)S1)=NCCN1C=CN=C1,16,16,0,0,0,0.6416,0.7401,100.00,16,16,100.0,0.158,0.740,HIGHEST ATTR (ACTIVE): CHEMBL5188091 | SMILES: C1=CC=C(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=CC=C4)CO3)S2)C=C1 | Attribution: 0.740 | Prediction: 0.687 | MW: 385.5 | LogP: 4.98,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: 0.158 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,,
276,228892,C1=C(CCCC1)C1C[C@@H](N2C=NC=N2)CCC1,16,16,0,0,0,0.6405,0.6868,100.00,16,16,100.0,0.604,0.687,HIGHEST ATTR (ACTIVE): CHEMBL4787920 | SMILES: CCC(N)(CC)CO[C@H]1[C@H](N2N=CN=C2C(N)=O)C[C@@]23COC[C@@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C | Attribution: 0.687 | Prediction: 0.989 | MW: 682.0 | LogP: 6.41,LOWEST ATTR (ACTIVE): CHEMBL4793710 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](N4N=CN=C4C(N)=O)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.604 | Prediction: 0.994 | MW: 696.0 | LogP: 6.66,,
277,228195,C(C1=CC=CS1)=NC(CN1C=CN=C1)C1=CC=CC=C1,16,16,0,0,0,0.6363,0.7609,100.00,15,16,93.8,-0.089,0.761,HIGHEST ATTR (ACTIVE): CHEMBL5199109 | SMILES: FC1=CC=CC=C1C1(CN2C=CN=C2)COC(C2=CC=C(C3=CC=CC=C3)S2)=N1 | Attribution: 0.761 | Prediction: 0.846 | MW: 403.5 | LogP: 5.12,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.089 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,,ACTIVE w/ NEG ATTR: CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.089 | Prediction: 0.705 | MW: 428.5
278,228691,C1=CC=C(N2CSC3=C2N=CNC3)C=C1,16,16,0,0,0,0.6360,0.7046,100.00,16,16,100.0,0.529,0.705,HIGHEST ATTR (ACTIVE): CHEMBL2234059 | SMILES: COC1=CC=C(NC2=NC3=C(SC(=S)N3C3=CC=C(OC)C=C3)C(=O)N2C2=CC=C(OC)C=C2)C=C1 | Attribution: 0.705 | Prediction: 0.974 | MW: 518.6 | LogP: 5.74,LOWEST ATTR (ACTIVE): CHEMBL2238556 | SMILES: COC1=CC=CC=C1NC1=NC2=C(SC(=S)N2C2=CC=CC=C2)C(=O)N1C1=CC=CC=C1OC | Attribution: 0.529 | Prediction: 0.927 | MW: 488.6 | LogP: 5.73,,
279,230678,C1=CC=C(C2=NN=C(SCCCN3C=NC=N3)N2)C=C1,16,16,0,0,0,0.6352,0.7041,100.00,16,16,100.0,0.499,0.704,HIGHEST ATTR (ACTIVE): CHEMBL3403934 | SMILES: OC1=CC=C(C2=NN=C(SCC(O)(CN3C=NC=N3)C3=CC=C(Cl)C=C3Cl)N2)C=C1 | Attribution: 0.704 | Prediction: 0.975 | MW: 463.4 | LogP: 3.76,LOWEST ATTR (ACTIVE): CHEMBL3403940 | SMILES: OC(CSC1=NN=C(C2=CC=C(Cl)C=C2Cl)N1)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl | Attribution: 0.499 | Prediction: 0.973 | MW: 516.2 | LogP: 5.36,,
280,227656,C(CC1=CC=CC=C1)NCC1=CC=C2C=CC=NC2=C1,16,16,0,0,0,0.6211,0.7062,100.00,16,16,100.0,0.552,0.706,HIGHEST ATTR (ACTIVE): CHEMBL5419144 | SMILES: CSC1=CC=C(C(NC(=O)CC2=CC=CC=C2)C2=CC=C3C=CC=NC3=C2O)C=C1 | Attribution: 0.706 | Prediction: 0.984 | MW: 414.5 | LogP: 5.11,LOWEST ATTR (ACTIVE): CHEMBL1876834 | SMILES: COC1=CC=C(C(NC(=O)CC2=CC=CC=C2)C2=CC=C3C=CC=NC3=C2O)C=C1OC | Attribution: 0.552 | Prediction: 0.975 | MW: 428.5 | LogP: 4.41,,
281,227130,C(/C=C/CN1CCCC12CNC1=CC=CC=C1C2)NC1=CC=CC=C1,16,16,0,0,0,0.6178,0.6547,100.00,16,16,100.0,0.533,0.655,HIGHEST ATTR (ACTIVE): CHEMBL5184445 | SMILES: CC1=CC(C)=CC(NC(=O)/C=C/C(=O)N2CCCC23CC2=CC=CC=C2NC3=O)=C1 | Attribution: 0.655 | Prediction: 0.945 | MW: 403.5 | LogP: 3.35,LOWEST ATTR (ACTIVE): CHEMBL5202226 | SMILES: O=C(/C=C/C(=O)N1CCCC12CC1=CC=CC=C1NC2=O)NC1=CC=C(Br)C=C1 | Attribution: 0.533 | Prediction: 0.974 | MW: 454.3 | LogP: 3.50,,
282,228201,C(C1=CC=C(C2=CC=CC=C2)S1)=NC(CN1C=CN=C1)C1=CC=CC=C1,16,16,0,0,0,0.6076,0.7438,100.00,16,16,100.0,0.184,0.744,HIGHEST ATTR (ACTIVE): CHEMBL5199109 | SMILES: FC1=CC=CC=C1C1(CN2C=CN=C2)COC(C2=CC=C(C3=CC=CC=C3)S2)=N1 | Attribution: 0.744 | Prediction: 0.846 | MW: 403.5 | LogP: 5.12,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: 0.184 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,,
283,228894,C1CCC[C@H]2CC[C@H](N3C=NC=N3)CC12,16,16,0,0,0,0.5950,0.6617,100.00,16,16,100.0,0.566,0.662,HIGHEST ATTR (ACTIVE): CHEMBL4787920 | SMILES: CCC(N)(CC)CO[C@H]1[C@H](N2N=CN=C2C(N)=O)C[C@@]23COC[C@@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C | Attribution: 0.662 | Prediction: 0.989 | MW: 682.0 | LogP: 6.41,LOWEST ATTR (ACTIVE): CHEMBL4787464 | SMILES: CCSC1=NC=NN1[C@@H]1C[C@@]23COC[C@@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OC[C@](C)(N)C(C)C | Attribution: 0.566 | Prediction: 0.998 | MW: 699.1 | LogP: 8.28,,
284,230681,C1=CC=C(C2=NN=C(SCC(CN3C=NC=N3)C3=CC=CC=C3)N2)C=C1,16,16,0,0,0,0.5913,0.6795,100.00,16,16,100.0,0.456,0.680,HIGHEST ATTR (ACTIVE): CHEMBL3403942 | SMILES: NN1C(SCC(O)(CN2C=NC=N2)C2=CC=C(F)C=C2F)=NN=C1C1=CC=C(Cl)C=C1Cl | Attribution: 0.680 | Prediction: 0.986 | MW: 498.3 | LogP: 3.52,LOWEST ATTR (ACTIVE): CHEMBL3403939 | SMILES: OC(CSC1=NN=C(C2=CC=CC(Br)=C2)N1)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl | Attribution: 0.456 | Prediction: 0.973 | MW: 526.2 | LogP: 4.81,,
285,227657,C(CC1=CC=CC=C1)NC(C1=CC=CC=C1)C1=CC=C2C=CC=NC2=C1,16,16,0,0,0,0.5899,0.6944,100.00,16,16,100.0,0.469,0.694,HIGHEST ATTR (ACTIVE): CHEMBL5419144 | SMILES: CSC1=CC=C(C(NC(=O)CC2=CC=CC=C2)C2=CC=C3C=CC=NC3=C2O)C=C1 | Attribution: 0.694 | Prediction: 0.984 | MW: 414.5 | LogP: 5.11,LOWEST ATTR (ACTIVE): CHEMBL5418370 | SMILES: O=C(CC1=CC=CC=C1)NC(C1=CC=C(Cl)C(Cl)=C1)C1=CC=C2C=CC=NC2=C1O | Attribution: 0.469 | Prediction: 0.964 | MW: 437.3 | LogP: 5.70,,
286,228692,C1=CC=C(N2C=NC3=C(C2)SCN3C2=CC=CC=C2)C=C1,16,16,0,0,0,0.5890,0.6823,100.00,16,16,100.0,0.489,0.682,HIGHEST ATTR (ACTIVE): CHEMBL2234059 | SMILES: COC1=CC=C(NC2=NC3=C(SC(=S)N3C3=CC=C(OC)C=C3)C(=O)N2C2=CC=C(OC)C=C2)C=C1 | Attribution: 0.682 | Prediction: 0.974 | MW: 518.6 | LogP: 5.74,LOWEST ATTR (ACTIVE): CHEMBL2234437 | SMILES: O=C1C2=C(N=C(NC3=CC=C(Br)C=C3)N1C1=CC=C(Br)C=C1)N(C1=CC=C(Cl)C(Cl)=C1)C(=S)S2 | Attribution: 0.489 | Prediction: 0.982 | MW: 655.2 | LogP: 8.54,,
287,228884,C1C(CCN2C=NC=N2)CCC[C@@H]1C1CCCCC1,16,16,0,0,0,0.5453,0.6003,100.00,16,16,100.0,0.472,0.600,HIGHEST ATTR (ACTIVE): CHEMBL4787920 | SMILES: CCC(N)(CC)CO[C@H]1[C@H](N2N=CN=C2C(N)=O)C[C@@]23COC[C@@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C | Attribution: 0.600 | Prediction: 0.989 | MW: 682.0 | LogP: 6.41,LOWEST ATTR (ACTIVE): CHEMBL4793710 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](N4N=CN=C4C(N)=O)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.472 | Prediction: 0.994 | MW: 696.0 | LogP: 6.66,,
288,228888,C1=C(CCCN2C=NC=N2)CC2CCCCC2C1,16,16,0,0,0,0.5402,0.5827,100.00,16,16,100.0,0.473,0.583,HIGHEST ATTR (ACTIVE): CHEMBL4787920 | SMILES: CCC(N)(CC)CO[C@H]1[C@H](N2N=CN=C2C(N)=O)C[C@@]23COC[C@@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C | Attribution: 0.583 | Prediction: 0.989 | MW: 682.0 | LogP: 6.41,LOWEST ATTR (ACTIVE): CHEMBL4793710 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](N4N=CN=C4C(N)=O)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.473 | Prediction: 0.994 | MW: 696.0 | LogP: 6.66,,
289,228196,C(C1=CC=C(C2=CC=CC=C2)S1)=NCC1=CC=CC=C1,16,16,0,0,0,0.5330,0.6983,100.00,15,16,93.8,-0.098,0.698,HIGHEST ATTR (ACTIVE): CHEMBL5199109 | SMILES: FC1=CC=CC=C1C1(CN2C=CN=C2)COC(C2=CC=C(C3=CC=CC=C3)S2)=N1 | Attribution: 0.698 | Prediction: 0.846 | MW: 403.5 | LogP: 5.12,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.098 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,,ACTIVE w/ NEG ATTR: CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.098 | Prediction: 0.705 | MW: 428.5
290,228893,C(CCCN1C=NC=N1)CC1CCCCC1,16,16,0,0,0,0.5146,0.5599,100.00,16,16,100.0,0.443,0.560,HIGHEST ATTR (ACTIVE): CHEMBL4787920 | SMILES: CCC(N)(CC)CO[C@H]1[C@H](N2N=CN=C2C(N)=O)C[C@@]23COC[C@@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C | Attribution: 0.560 | Prediction: 0.989 | MW: 682.0 | LogP: 6.41,LOWEST ATTR (ACTIVE): CHEMBL4793710 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](N4N=CN=C4C(N)=O)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.443 | Prediction: 0.994 | MW: 696.0 | LogP: 6.66,,
291,228891,C1=C2[C@H](CCCC2CCN2C=NC=N2)CCC1,16,16,0,0,0,0.5129,0.5554,100.00,16,16,100.0,0.420,0.555,HIGHEST ATTR (ACTIVE): CHEMBL4798458 | SMILES: CC1=NC=NN1[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OC[C@](C)(N)C(C)C | Attribution: 0.555 | Prediction: 0.999 | MW: 653.0 | LogP: 7.47,LOWEST ATTR (ACTIVE): CHEMBL4793710 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](N4N=CN=C4C(N)=O)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.420 | Prediction: 0.994 | MW: 696.0 | LogP: 6.66,,
292,228695,C1=CC=C(NC2=NC3=C(CN2)SCN3C2=CC=CC=C2)C=C1,16,16,0,0,0,0.5066,0.6087,100.00,16,16,100.0,0.394,0.609,HIGHEST ATTR (ACTIVE): CHEMBL2234059 | SMILES: COC1=CC=C(NC2=NC3=C(SC(=S)N3C3=CC=C(OC)C=C3)C(=O)N2C2=CC=C(OC)C=C2)C=C1 | Attribution: 0.609 | Prediction: 0.974 | MW: 518.6 | LogP: 5.74,LOWEST ATTR (ACTIVE): CHEMBL2234437 | SMILES: O=C1C2=C(N=C(NC3=CC=C(Br)C=C3)N1C1=CC=C(Br)C=C1)N(C1=CC=C(Cl)C(Cl)=C1)C(=S)S2 | Attribution: 0.394 | Prediction: 0.982 | MW: 655.2 | LogP: 8.54,,
293,228197,C1=CSC(C2=NC(CN3C=CN=C3)CO2)=C1,16,16,0,0,0,0.4954,0.6448,100.00,15,16,93.8,-0.303,0.645,HIGHEST ATTR (ACTIVE): CHEMBL5194974 | SMILES: CCOC1=CC=C(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)C=C1 | Attribution: 0.645 | Prediction: 0.720 | MW: 447.5 | LogP: 5.52,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.303 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,,ACTIVE w/ NEG ATTR: CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.303 | Prediction: 0.705 | MW: 428.5
294,228696,C1=CC=C(NC2=NC3=C(CN2C2=CC=CC=C2)SCN3C2=CC=CC=C2)C=C1,16,16,0,0,0,0.4818,0.6069,100.00,16,16,100.0,0.369,0.607,HIGHEST ATTR (ACTIVE): CHEMBL2238560 | SMILES: COC1=CC=C(N2C(=S)SC3=C2N=C(NC2=CC=C(F)C=C2)N(C2=CC=C(F)C=C2)C3=O)C=C1 | Attribution: 0.607 | Prediction: 0.973 | MW: 494.5 | LogP: 6.00,LOWEST ATTR (ACTIVE): CHEMBL2234433 | SMILES: COC1=CC=CC=C1N1C(=S)SC2=C1N=C(NC1=C(C)C=CC=C1C)N(C1=C(C)C=CC=C1C)C2=O | Attribution: 0.369 | Prediction: 0.808 | MW: 514.7 | LogP: 6.95,,
295,227124,C1NC=CCC12CCCN2,16,16,0,0,0,0.4501,0.5564,100.00,16,16,100.0,0.380,0.556,HIGHEST ATTR (ACTIVE): CHEMBL5207856 | SMILES: O=C(/C=C/C(=O)N1CCCC12CC1=CC=CC=C1NC2=O)NC1=CC=CC=C1[N+](=O)[O-] | Attribution: 0.556 | Prediction: 0.936 | MW: 420.4 | LogP: 2.65,LOWEST ATTR (ACTIVE): CHEMBL5197917 | SMILES: COC1=CC=CC(NC(=O)/C=C/C(=O)N2CCCC23CC2=CC=CC=C2NC3=O)=C1 | Attribution: 0.380 | Prediction: 0.970 | MW: 405.5 | LogP: 2.75,,
296,228689,C1=CC=C(NC2=CCN(C3=CC=CC=C3)C=N2)C=C1,16,16,0,0,0,0.4418,0.5357,100.00,16,16,100.0,0.358,0.536,HIGHEST ATTR (ACTIVE): CHEMBL2234059 | SMILES: COC1=CC=C(NC2=NC3=C(SC(=S)N3C3=CC=C(OC)C=C3)C(=O)N2C2=CC=C(OC)C=C2)C=C1 | Attribution: 0.536 | Prediction: 0.974 | MW: 518.6 | LogP: 5.74,LOWEST ATTR (ACTIVE): CHEMBL2238556 | SMILES: COC1=CC=CC=C1NC1=NC2=C(SC(=S)N2C2=CC=CC=C2)C(=O)N1C1=CC=CC=C1OC | Attribution: 0.358 | Prediction: 0.927 | MW: 488.6 | LogP: 5.73,,
297,227125,C1=CC=C(C=C1)CC1CCCN1,16,16,0,0,0,0.4386,0.5289,100.00,16,16,100.0,0.373,0.529,HIGHEST ATTR (ACTIVE): CHEMBL5175802 | SMILES: O=C(/C=C/C(=O)N1CCCC12CC1=CC=CC=C1NC2=O)NC1=CC=C(Cl)C=C1Cl | Attribution: 0.529 | Prediction: 0.975 | MW: 444.3 | LogP: 4.04,LOWEST ATTR (ACTIVE): CHEMBL5197917 | SMILES: COC1=CC=CC(NC(=O)/C=C/C(=O)N2CCCC23CC2=CC=CC=C2NC3=O)=C1 | Attribution: 0.373 | Prediction: 0.970 | MW: 405.5 | LogP: 2.75,,
298,227127,C1NC2=CC=CC=C2CC12CCCN2,16,16,0,0,0,0.4322,0.5114,100.00,16,16,100.0,0.365,0.511,HIGHEST ATTR (ACTIVE): CHEMBL5175802 | SMILES: O=C(/C=C/C(=O)N1CCCC12CC1=CC=CC=C1NC2=O)NC1=CC=C(Cl)C=C1Cl | Attribution: 0.511 | Prediction: 0.975 | MW: 444.3 | LogP: 4.04,LOWEST ATTR (ACTIVE): CHEMBL5197917 | SMILES: COC1=CC=CC(NC(=O)/C=C/C(=O)N2CCCC23CC2=CC=CC=C2NC3=O)=C1 | Attribution: 0.365 | Prediction: 0.970 | MW: 405.5 | LogP: 2.75,,
299,228202,C1=CC=C(C2=CC=C(C3=NC(C4=CC=CC=C4)CO3)S2)C=C1,16,16,0,0,0,0.3920,0.5996,100.00,15,16,93.8,-0.316,0.600,HIGHEST ATTR (ACTIVE): CHEMBL5199109 | SMILES: FC1=CC=CC=C1C1(CN2C=CN=C2)COC(C2=CC=C(C3=CC=CC=C3)S2)=N1 | Attribution: 0.600 | Prediction: 0.846 | MW: 403.5 | LogP: 5.12,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.316 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,,ACTIVE w/ NEG ATTR: CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.316 | Prediction: 0.705 | MW: 428.5
300,228203,C1=CC=C(C2=CC=C(C3=NC(CN4C=CN=C4)CO3)S2)C=C1,16,16,0,0,0,0.3840,0.5117,100.00,15,16,93.8,-0.234,0.512,HIGHEST ATTR (ACTIVE): CHEMBL5209270 | SMILES: CC1=CC=CC(C2(CN3C=CN=C3)COC(C3=CC=C(C4=CC=CC=C4)S3)=N2)=C1 | Attribution: 0.512 | Prediction: 0.663 | MW: 399.5 | LogP: 5.29,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.234 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,,ACTIVE w/ NEG ATTR: CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.234 | Prediction: 0.705 | MW: 428.5
301,228687,C1=CC=C(NC2=NC(=CCN2)NC2=CC=CC=C2)C=C1,16,16,0,0,0,0.3818,0.4824,100.00,16,16,100.0,0.304,0.482,HIGHEST ATTR (ACTIVE): CHEMBL2234059 | SMILES: COC1=CC=C(NC2=NC3=C(SC(=S)N3C3=CC=C(OC)C=C3)C(=O)N2C2=CC=C(OC)C=C2)C=C1 | Attribution: 0.482 | Prediction: 0.974 | MW: 518.6 | LogP: 5.74,LOWEST ATTR (ACTIVE): CHEMBL2238556 | SMILES: COC1=CC=CC=C1NC1=NC2=C(SC(=S)N2C2=CC=CC=C2)C(=O)N1C1=CC=CC=C1OC | Attribution: 0.304 | Prediction: 0.927 | MW: 488.6 | LogP: 5.73,,
302,228200,C1=CC=C(C2(CN3C=CN=C3)COC(C3=CC=CS3)=N2)C=C1,16,16,0,0,0,0.3749,0.5836,100.00,15,16,93.8,-0.473,0.584,HIGHEST ATTR (ACTIVE): CHEMBL5199109 | SMILES: FC1=CC=CC=C1C1(CN2C=CN=C2)COC(C2=CC=C(C3=CC=CC=C3)S2)=N1 | Attribution: 0.584 | Prediction: 0.846 | MW: 403.5 | LogP: 5.12,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.473 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,,ACTIVE w/ NEG ATTR: CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.473 | Prediction: 0.705 | MW: 428.5
303,228199,C1=CC=C(C2=CC=C(C3=NCCO3)S2)C=C1,16,16,0,0,0,0.3554,0.4878,100.00,15,16,93.8,-0.438,0.488,HIGHEST ATTR (ACTIVE): CHEMBL5188091 | SMILES: C1=CC=C(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=CC=C4)CO3)S2)C=C1 | Attribution: 0.488 | Prediction: 0.687 | MW: 385.5 | LogP: 4.98,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.438 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,,ACTIVE w/ NEG ATTR: CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.438 | Prediction: 0.705 | MW: 428.5
304,229298,C1C[C@H]2CCC(CO[C@H]3CCNCCO3)C[C@@H]2C1,16,16,0,0,0,0.3503,0.4366,100.00,16,16,100.0,0.284,0.437,HIGHEST ATTR (ACTIVE): CHEMBL421189 | SMILES: C#CCCN1C[C@@H](C)O[C@@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)[C@@]34C(=O)O)[C@@H](O)C1 | Attribution: 0.437 | Prediction: 0.901 | MW: 513.7 | LogP: 3.36,LOWEST ATTR (ACTIVE): CHEMBL96707 | SMILES: COCCN1C[C@@H](C)O[C@@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)[C@@]34C(=O)O)[C@@H](O)C1 | Attribution: 0.284 | Prediction: 0.920 | MW: 519.7 | LogP: 2.98,,
